year_month,product_id,region_id,campaign_flag,campaign_channel,campaign_spend_eur,campaign_impressions,campaign_clicks,campaign_ctr_pct,website_visits,product_page_views,demo_requests,marketing_qualified_leads,cost_per_lead_eur,regional_crm_activity_index,pipeline_interest_index
2021-08,1193,7,0,No Active Campaign,0.0,0,0,0.0,197,281,1,2,,52.26,40.49
2021-09,1004,9,0,No Active Campaign,0.0,0,0,0.0,258,450,0,0,,58.14,0.0
2021-09,1014,4,1,Trade Fair,4913.23,105203,2225,2.115,2877,6205,49,155,31.7,76.41,43.48
2021-09,1041,10,0,No Active Campaign,0.0,0,0,0.0,239,353,3,4,,41.53,0.0
2021-09,1051,2,0,No Active Campaign,0.0,0,0,0.0,254,598,4,5,,98.01,173.91
2021-09,1051,10,0,No Active Campaign,0.0,0,0,0.0,234,608,9,9,,41.53,0.0
2021-09,1059,4,0,No Active Campaign,0.0,0,0,0.0,221,527,6,6,,76.41,0.0
2021-09,1064,3,0,No Active Campaign,0.0,0,0,0.0,265,349,2,2,,91.36,217.39
2021-09,1069,1,0,No Active Campaign,0.0,0,0,0.0,259,595,8,8,,214.29,217.39
2021-09,1069,8,0,No Active Campaign,0.0,0,0,0.0,199,286,2,2,,91.36,43.48
2021-09,1073,5,0,No Active Campaign,0.0,0,0,0.0,179,440,6,6,,94.68,130.43
2021-09,1093,9,0,No Active Campaign,0.0,0,0,0.0,278,566,8,9,,58.14,86.96
2021-09,1097,1,1,Partner,8499.16,233689,5264,2.253,5737,11342,159,447,19.01,214.29,260.87
2021-09,1132,10,0,No Active Campaign,0.0,0,0,0.0,191,441,0,0,,41.53,130.43
2021-09,1137,7,0,No Active Campaign,0.0,0,0,0.0,162,228,2,2,,46.51,0.0
2021-09,1160,3,0,No Active Campaign,0.0,0,0,0.0,189,437,4,5,,91.36,43.48
2021-09,1169,4,0,No Active Campaign,0.0,0,0,0.0,169,439,1,2,,76.41,130.43
2021-09,1194,9,0,No Active Campaign,0.0,0,0,0.0,250,627,9,9,,58.14,130.43
2021-10,1002,10,0,No Active Campaign,0.0,0,0,0.0,321,486,3,4,,43.03,37.74
2021-10,1012,3,0,No Active Campaign,0.0,0,0,0.0,342,832,4,4,,91.22,188.68
2021-10,1014,3,0,No Active Campaign,0.0,0,0,0.0,310,540,7,8,,91.22,188.68
2021-10,1044,7,0,No Active Campaign,0.0,0,0,0.0,238,366,2,3,,56.8,37.74
2021-10,1078,3,1,Paid Search,2352.74,34783,972,2.794,1270,2178,34,102,23.07,91.22,113.21
2021-10,1107,8,0,No Active Campaign,0.0,0,0,0.0,280,459,6,8,,70.57,37.74
2021-10,1173,8,0,No Active Campaign,0.0,0,0,0.0,212,547,1,1,,70.57,150.94
2021-10,1191,1,1,Email,5050.95,87945,1985,2.257,2140,5522,73,194,26.04,232.36,300.0
2021-11,1000,4,0,No Active Campaign,0.0,0,0,0.0,316,535,4,4,,101.93,0.0
2021-11,1003,6,0,No Active Campaign,0.0,0,0,0.0,331,507,2,2,,147.63,300.0
2021-11,1020,2,0,No Active Campaign,0.0,0,0,0.0,278,417,1,2,,86.12,79.37
2021-11,1040,6,0,No Active Campaign,0.0,0,0,0.0,329,766,6,7,,147.63,158.73
2021-11,1054,8,0,No Active Campaign,0.0,0,0,0.0,287,372,0,0,,79.09,0.0
2021-11,1063,2,0,No Active Campaign,0.0,0,0,0.0,299,502,4,5,,86.12,39.68
2021-11,1063,5,0,No Active Campaign,0.0,0,0,0.0,249,590,3,3,,87.87,119.05
2021-11,1069,6,0,No Active Campaign,0.0,0,0,0.0,257,563,2,2,,147.63,39.68
2021-11,1072,9,0,No Active Campaign,0.0,0,0,0.0,305,501,4,7,,84.36,79.37
2021-11,1082,10,0,No Active Campaign,0.0,0,0,0.0,265,435,4,5,,38.66,39.68
2021-11,1086,9,0,No Active Campaign,0.0,0,0,0.0,364,480,7,7,,84.36,39.68
2021-11,1113,3,0,No Active Campaign,0.0,0,0,0.0,321,511,7,7,,93.15,39.68
2021-11,1115,3,0,No Active Campaign,0.0,0,0,0.0,360,829,14,14,,93.15,39.68
2021-11,1143,7,0,No Active Campaign,0.0,0,0,0.0,267,555,1,2,,50.97,39.68
2021-11,1156,7,0,No Active Campaign,0.0,0,0,0.0,260,725,4,6,,50.97,39.68
2021-11,1161,1,0,No Active Campaign,0.0,0,0,0.0,192,379,2,2,,230.23,79.37
2021-11,1199,8,1,Paid Search,846.58,18485,501,2.71,829,1393,11,42,20.16,79.09,79.37
2021-12,1003,8,0,No Active Campaign,0.0,0,0,0.0,281,691,1,2,,104.38,82.3
2021-12,1011,8,0,No Active Campaign,0.0,0,0,0.0,309,479,4,5,,104.38,82.3
2021-12,1024,2,0,No Active Campaign,0.0,0,0,0.0,282,578,4,5,,116.16,205.76
2021-12,1039,7,0,No Active Campaign,0.0,0,0,0.0,254,530,2,2,,57.24,82.3
2021-12,1067,3,0,No Active Campaign,0.0,0,0,0.0,246,511,10,10,,101.01,123.46
2021-12,1069,2,0,No Active Campaign,0.0,0,0,0.0,276,771,5,6,,116.16,0.0
2021-12,1085,5,1,Email,5952.71,164229,4192,2.553,3809,6968,91,357,16.67,92.59,123.46
2021-12,1089,9,0,No Active Campaign,0.0,0,0,0.0,360,570,8,10,,60.61,82.3
2021-12,1103,9,1,Paid Search,14077.07,227286,5506,2.422,5678,10234,174,507,27.77,60.61,164.61
2021-12,1106,4,0,No Active Campaign,0.0,0,0,0.0,292,368,6,6,,87.54,205.76
2021-12,1107,7,0,No Active Campaign,0.0,0,0,0.0,316,673,7,7,,57.24,82.3
2021-12,1121,10,0,No Active Campaign,0.0,0,0,0.0,204,357,2,3,,48.82,41.15
2021-12,1128,10,1,Partner,2311.13,52133,1067,2.047,1197,3350,29,89,25.97,48.82,41.15
2021-12,1129,10,0,No Active Campaign,0.0,0,0,0.0,198,369,2,3,,48.82,41.15
2021-12,1161,5,0,No Active Campaign,0.0,0,0,0.0,214,288,2,2,,92.59,82.3
2021-12,1170,6,1,Paid Search,6141.2,138990,3914,2.816,3430,7041,33,255,24.08,143.1,288.07
2021-12,1187,8,0,No Active Campaign,0.0,0,0,0.0,320,737,8,9,,104.38,0.0
2022-01,1022,10,0,No Active Campaign,0.0,0,0,0.0,234,544,6,6,,64.74,75.76
2022-01,1060,2,0,No Active Campaign,0.0,0,0,0.0,241,329,3,4,,120.95,75.76
2022-01,1097,6,0,No Active Campaign,0.0,0,0,0.0,255,549,6,6,,158.43,37.88
2022-01,1120,10,1,Webinar,1372.57,38296,824,2.152,914,1518,10,57,24.08,64.74,113.64
2022-01,1127,9,0,No Active Campaign,0.0,0,0,0.0,207,499,1,3,,63.03,37.88
2022-01,1169,1,0,No Active Campaign,0.0,0,0,0.0,230,583,1,1,,189.1,227.27
2022-01,1186,10,1,Email,4829.74,63638,1475,2.318,1630,3735,52,129,37.44,64.74,75.76
2022-01,1195,5,0,No Active Campaign,0.0,0,0,0.0,223,297,3,4,,91.99,151.52
2022-02,1006,3,1,Partner,5511.59,83156,1939,2.332,2362,3296,13,127,43.4,90.23,84.75
2022-02,1034,2,0,No Active Campaign,0.0,0,0,0.0,233,508,0,1,,105.26,42.37
2022-02,1046,5,0,No Active Campaign,0.0,0,0,0.0,244,391,1,1,,99.62,0.0
2022-02,1060,9,0,No Active Campaign,0.0,0,0,0.0,220,324,3,3,,62.03,84.75
2022-02,1080,9,0,No Active Campaign,0.0,0,0,0.0,302,594,10,11,,62.03,84.75
2022-02,1086,3,0,No Active Campaign,0.0,0,0,0.0,268,721,10,10,,90.23,0.0
2022-02,1090,9,0,No Active Campaign,0.0,0,0,0.0,241,624,6,7,,62.03,84.75
2022-02,1093,10,0,No Active Campaign,0.0,0,0,0.0,226,483,6,6,,62.03,42.37
2022-02,1104,4,1,Trade Fair,3731.87,96184,2201,2.288,2440,4588,68,199,18.75,101.5,169.49
2022-02,1111,1,1,Trade Fair,3499.45,61789,1315,2.128,1515,3100,39,116,30.17,184.21,254.24
2022-02,1139,7,1,Webinar,2198.45,39138,791,2.021,1095,2032,15,75,29.31,60.15,0.0
2022-02,1159,4,0,No Active Campaign,0.0,0,0,0.0,257,582,1,1,,101.5,127.12
2022-02,1160,10,1,Email,1189.75,26155,627,2.397,716,1809,12,45,26.44,62.03,0.0
2022-02,1184,2,0,No Active Campaign,0.0,0,0,0.0,215,270,2,3,,105.26,0.0
2022-02,1199,4,0,No Active Campaign,0.0,0,0,0.0,258,361,2,2,,101.5,127.12
2022-03,1001,2,0,No Active Campaign,0.0,0,0,0.0,262,644,6,7,,94.84,38.17
2022-03,1023,6,0,No Active Campaign,0.0,0,0,0.0,232,407,1,1,,151.41,76.34
2022-03,1040,10,0,No Active Campaign,0.0,0,0,0.0,235,620,9,9,,59.9,76.34
2022-03,1051,10,0,No Active Campaign,0.0,0,0,0.0,234,556,4,4,,59.9,76.34
2022-03,1053,6,0,No Active Campaign,0.0,0,0,0.0,290,743,6,9,,151.41,190.84
2022-03,1073,4,0,No Active Campaign,0.0,0,0,0.0,222,482,4,4,,86.52,76.34
2022-03,1081,5,0,No Active Campaign,0.0,0,0,0.0,257,370,3,3,,83.19,76.34
2022-03,1091,7,1,Partner,6194.94,126229,2773,2.197,3335,8451,143,310,19.98,69.88,114.5
2022-03,1099,5,0,No Active Campaign,0.0,0,0,0.0,239,550,5,6,,83.19,76.34
2022-03,1102,10,0,No Active Campaign,0.0,0,0,0.0,229,624,10,10,,59.9,76.34
2022-03,1104,5,0,No Active Campaign,0.0,0,0,0.0,266,551,5,6,,83.19,76.34
2022-03,1117,5,0,No Active Campaign,0.0,0,0,0.0,268,428,8,8,,83.19,76.34
2022-03,1121,2,0,No Active Campaign,0.0,0,0,0.0,244,523,2,3,,94.84,38.17
2022-03,1135,2,0,No Active Campaign,0.0,0,0,0.0,187,251,0,1,,94.84,38.17
2022-03,1161,4,0,No Active Campaign,0.0,0,0,0.0,117,179,1,1,,86.52,76.34
2022-03,1163,7,0,No Active Campaign,0.0,0,0,0.0,185,327,0,0,,69.88,76.34
2022-04,1006,6,0,No Active Campaign,0.0,0,0,0.0,295,500,1,1,,163.16,300.0
2022-04,1011,9,1,Partner,6900.15,207533,5563,2.681,4744,7354,35,335,20.6,57.89,81.3
2022-04,1025,6,0,No Active Campaign,0.0,0,0,0.0,309,789,3,3,,163.16,81.3
2022-04,1034,2,0,No Active Campaign,0.0,0,0,0.0,279,394,2,2,,96.49,121.95
2022-04,1047,2,0,No Active Campaign,0.0,0,0,0.0,262,561,3,3,,96.49,162.6
2022-04,1060,5,0,No Active Campaign,0.0,0,0,0.0,210,545,5,5,,100.0,162.6
2022-04,1063,6,0,No Active Campaign,0.0,0,0,0.0,217,394,1,3,,163.16,81.3
2022-04,1071,3,0,No Active Campaign,0.0,0,0,0.0,204,438,6,6,,100.0,81.3
2022-04,1094,7,1,Trade Fair,2499.52,52219,1264,2.421,1341,3457,32,102,24.51,68.42,121.95
2022-04,1103,9,1,Partner,4582.23,80060,1967,2.457,2669,3828,62,171,26.8,57.89,40.65
2022-04,1113,1,0,No Active Campaign,0.0,0,0,0.0,303,593,1,2,,191.23,81.3
2022-04,1130,2,0,No Active Campaign,0.0,0,0,0.0,210,528,3,3,,96.49,0.0
2022-04,1156,2,1,Paid Search,4710.14,79080,1917,2.424,2133,3847,17,135,34.89,96.49,121.95
2022-04,1191,10,0,No Active Campaign,0.0,0,0,0.0,210,312,0,0,,47.37,0.0
2022-04,1196,2,0,No Active Campaign,0.0,0,0,0.0,236,340,8,9,,96.49,121.95
2022-04,1197,1,0,No Active Campaign,0.0,0,0,0.0,263,579,7,7,,191.23,162.6
2022-05,1012,9,1,Email,1702.05,32272,731,2.265,899,1958,21,73,23.32,80.65,42.37
2022-05,1046,10,0,No Active Campaign,0.0,0,0,0.0,218,368,5,6,,43.55,0.0
2022-05,1073,8,0,No Active Campaign,0.0,0,0,0.0,255,533,4,4,,72.58,42.37
2022-05,1074,8,0,No Active Campaign,0.0,0,0,0.0,248,618,3,4,,72.58,42.37
2022-05,1084,7,0,No Active Campaign,0.0,0,0,0.0,242,635,5,6,,53.23,42.37
2022-05,1084,9,0,No Active Campaign,0.0,0,0,0.0,307,758,9,9,,80.65,169.49
2022-05,1125,4,0,No Active Campaign,0.0,0,0,0.0,230,417,3,4,,101.61,211.86
2022-05,1127,7,0,No Active Campaign,0.0,0,0,0.0,233,492,0,1,,53.23,84.75
2022-05,1136,4,0,No Active Campaign,0.0,0,0,0.0,205,531,2,3,,101.61,211.86
2022-05,1138,1,0,No Active Campaign,0.0,0,0,0.0,279,382,2,2,,187.1,300.0
2022-05,1163,2,0,No Active Campaign,0.0,0,0,0.0,156,377,5,5,,111.29,84.75
2022-05,1192,3,0,No Active Campaign,0.0,0,0,0.0,226,439,8,8,,100.0,42.37
2022-05,1192,5,0,No Active Campaign,0.0,0,0,0.0,212,406,10,10,,103.23,127.12
2022-06,1002,6,0,No Active Campaign,0.0,0,0,0.0,227,291,1,1,,134.72,78.12
2022-06,1006,1,1,Partner,14032.99,281122,6483,2.306,6108,15776,62,442,31.75,222.8,234.38
2022-06,1007,7,0,No Active Campaign,0.0,0,0,0.0,184,450,0,0,,58.72,39.06
2022-06,1018,1,0,No Active Campaign,0.0,0,0,0.0,343,541,1,1,,222.8,234.38
2022-06,1030,8,0,No Active Campaign,0.0,0,0,0.0,262,653,3,3,,88.08,78.12
2022-06,1053,5,0,No Active Campaign,0.0,0,0,0.0,247,351,2,4,,79.45,117.19
2022-06,1066,10,0,No Active Campaign,0.0,0,0,0.0,214,401,8,8,,36.27,78.12
2022-06,1070,9,0,No Active Campaign,0.0,0,0,0.0,252,528,3,5,,65.63,117.19
2022-06,1077,4,0,No Active Campaign,0.0,0,0,0.0,244,474,1,1,,107.08,117.19
2022-06,1111,10,1,Paid Search,4402.58,109209,2253,2.063,2361,5838,83,227,19.39,36.27,117.19
2022-06,1125,4,0,No Active Campaign,0.0,0,0,0.0,174,255,2,2,,107.08,117.19
2022-06,1126,10,0,No Active Campaign,0.0,0,0,0.0,134,339,0,0,,36.27,0.0
2022-06,1128,9,0,No Active Campaign,0.0,0,0,0.0,221,394,2,2,,65.63,39.06
2022-06,1131,9,0,No Active Campaign,0.0,0,0,0.0,263,580,2,2,,65.63,39.06
2022-06,1135,1,0,No Active Campaign,0.0,0,0,0.0,202,414,3,5,,222.8,156.25
2022-06,1139,10,0,No Active Campaign,0.0,0,0,0.0,187,298,0,1,,36.27,0.0
2022-06,1146,3,0,No Active Campaign,0.0,0,0,0.0,236,583,2,3,,96.72,117.19
2022-06,1153,7,0,No Active Campaign,0.0,0,0,0.0,232,600,3,3,,58.72,78.12
2022-06,1161,3,0,No Active Campaign,0.0,0,0,0.0,170,334,2,2,,96.72,78.12
2022-06,1179,1,0,No Active Campaign,0.0,0,0,0.0,189,358,1,1,,222.8,195.31
2022-07,1015,3,0,No Active Campaign,0.0,0,0,0.0,260,711,3,3,,110.03,35.34
2022-07,1023,8,0,No Active Campaign,0.0,0,0,0.0,245,407,0,0,,84.14,0.0
2022-07,1027,4,0,No Active Campaign,0.0,0,0,0.0,241,549,2,3,,113.27,141.34
2022-07,1027,7,0,No Active Campaign,0.0,0,0,0.0,254,507,4,5,,51.78,35.34
2022-07,1036,2,0,No Active Campaign,0.0,0,0,0.0,234,498,0,1,,87.38,141.34
2022-07,1039,3,0,No Active Campaign,0.0,0,0,0.0,177,271,1,2,,110.03,70.67
2022-07,1039,6,1,Content,3691.45,100500,2261,2.25,2402,4679,21,167,22.1,153.72,35.34
2022-07,1051,9,0,No Active Campaign,0.0,0,0,0.0,232,456,3,4,,79.29,70.67
