inventory_id,year_month,product_id,region_id,opening_stock_units,production_units,ending_stock_units,stockout_flag,inventory_value_eur,zero_stock_flag
115,2021-01-01,1118,10,5,11,7,False,2366.86,0
116,2021-01-01,1119,2,36,29,28,False,11266.21,0
117,2021-01-01,1119,4,50,24,45,False,15265.25,0
118,2021-01-01,1119,7,58,44,67,False,24713.19,0
119,2021-01-01,1120,1,9,9,8,False,1179.93,0
120,2021-01-01,1122,5,116,85,127,False,23713.77,0
121,2021-01-01,1123,1,47,98,69,False,10215.25,0
122,2021-01-01,1123,5,17,30,21,False,7206.5,0
123,2021-01-01,1124,1,15,20,20,False,9979.64,0
124,2021-01-01,1124,5,2,1,1,False,522.01,0
125,2021-01-01,1127,2,67,39,67,False,36302.69,0
126,2021-01-01,1127,4,14,27,18,False,4924.93,0
127,2021-01-01,1127,6,68,66,63,False,33585.88,0
128,2021-01-01,1127,7,30,47,42,False,20750.44,0
129,2021-01-01,1132,6,32,40,43,False,8389.54,0
130,2021-01-01,1132,7,82,74,99,False,40732.46,0
131,2021-01-01,1135,6,6,10,6,False,1424.02,0
132,2021-01-01,1136,4,65,54,75,False,33611.0,0
133,2021-01-01,1136,6,18,26,25,False,15629.21,0
134,2021-01-01,1137,1,14,18,17,False,8565.68,0
135,2021-01-01,1137,3,73,65,85,False,11899.1,0
136,2021-01-01,1137,8,30,41,40,False,13916.82,0
137,2021-01-01,1138,1,19,39,27,False,4644.76,0
138,2021-01-01,1138,6,90,103,93,False,56705.83,0
139,2021-01-01,1138,8,7,6,7,False,3232.28,0
140,2021-01-01,1138,10,47,36,47,False,3522.6,0
141,2021-01-01,1142,3,88,67,103,False,49045.98,0
142,2021-01-01,1142,6,111,89,134,False,11545.66,0
143,2021-01-01,1143,1,56,75,64,False,15397.01,0
144,2021-01-01,1143,4,109,119,115,False,13557.8,0
145,2021-01-01,1145,3,8,8,8,False,896.21,0
146,2021-01-01,1145,5,31,47,43,False,24573.74,0
147,2021-01-01,1147,1,14,15,18,False,10602.18,0
148,2021-01-01,1147,4,92,73,93,False,39455.75,0
149,2021-01-01,1147,6,15,20,18,False,3347.08,0
150,2021-01-01,1147,10,14,15,15,False,5657.24,0
151,2021-01-01,1153,2,69,55,71,False,37947.21,0
152,2021-01-01,1153,4,52,70,50,False,24238.97,0
153,2021-01-01,1154,3,49,62,56,False,10005.53,0
154,2021-01-01,1154,7,49,57,29,False,16398.38,0
155,2021-01-01,1154,8,31,24,36,False,19678.41,0
156,2021-01-01,1157,1,20,17,17,False,5111.54,0
157,2021-01-01,1157,3,174,153,208,False,16945.31,0
158,2021-01-01,1159,4,126,80,122,False,52798.64,0
159,2021-01-01,1159,8,20,15,19,False,11354.0,0
160,2021-01-01,1160,3,1,1,0,True,0.0,1
161,2021-01-01,1160,5,8,8,10,False,4483.78,0
162,2021-01-01,1160,8,9,16,11,False,5847.23,0
163,2021-01-01,1163,1,22,22,28,False,4860.09,0
164,2021-01-01,1163,4,23,30,19,False,1292.88,0
165,2021-01-01,1164,4,25,13,21,False,3391.63,0
166,2021-01-01,1164,7,113,78,122,False,64708.32,0
167,2021-01-01,1164,10,4,7,6,False,2328.24,0
168,2021-01-01,1169,1,89,69,104,False,43782.65,0
169,2021-01-01,1169,8,118,101,148,False,30479.41,0
170,2021-01-01,1172,2,6,7,8,False,1825.07,0
171,2021-01-01,1173,3,44,27,42,False,24674.48,0
172,2021-01-01,1177,3,63,40,57,False,10457.49,0
173,2021-01-01,1177,4,17,16,19,False,741.7,0
174,2021-01-01,1177,5,149,157,160,False,48104.46,0
175,2021-01-01,1177,6,24,19,28,False,10794.07,0
176,2021-01-01,1180,8,34,33,27,False,7877.47,0
177,2021-01-01,1181,1,31,55,42,False,11131.36,0
178,2021-01-01,1181,8,39,63,49,False,26876.76,0
179,2021-01-01,1183,1,198,140,216,False,65664.37,0
180,2021-01-01,1183,3,20,9,16,False,7024.02,0
181,2021-01-01,1183,4,14,21,19,False,3784.43,0
182,2021-01-01,1183,5,53,33,42,False,15962.62,0
183,2021-01-01,1184,2,27,61,45,False,7174.08,0
184,2021-01-01,1184,3,34,67,50,False,31849.08,0
185,2021-01-01,1184,4,98,105,86,False,12647.45,0
186,2021-01-01,1184,5,9,6,9,False,522.5,0
187,2021-01-01,1184,6,30,25,32,False,2479.15,0
188,2021-01-01,1185,7,34,30,42,False,4528.22,0
189,2021-01-01,1186,2,23,10,19,False,7884.5,0
190,2021-01-01,1186,8,13,19,16,False,8537.86,0
191,2021-01-01,1186,10,112,166,117,False,8879.62,0
192,2021-01-01,1188,3,42,28,40,False,11632.99,0
193,2021-01-01,1188,4,18,13,14,False,4201.61,0
194,2021-01-01,1190,5,85,68,97,False,39277.73,0
195,2021-01-01,1190,7,14,15,18,False,9243.83,0
196,2021-01-01,1195,3,77,77,85,False,6839.54,0
197,2021-01-01,1196,1,32,47,46,False,13035.89,0
198,2021-01-01,1196,3,128,101,144,False,63975.02,0
199,2021-01-01,1196,4,2,3,2,False,1046.88,0
200,2021-01-01,1196,8,47,45,57,False,26538.47,0
201,2021-01-01,1196,9,75,65,89,False,54881.81,0
202,2021-01-01,1197,1,57,72,66,False,11262.47,0
203,2021-01-01,1197,5,75,75,71,False,7140.66,0
204,2021-02-01,1001,3,53,36,50,False,20526.17,0
205,2021-02-01,1001,6,74,47,64,False,31820.4,0
206,2021-02-01,1001,7,85,73,107,False,24842.54,0
207,2021-02-01,1001,9,4,6,5,False,604.95,0
208,2021-02-01,1002,1,131,191,180,False,115009.9,0
209,2021-02-01,1002,2,29,16,28,False,1068.53,0
210,2021-02-01,1002,9,58,28,51,False,22940.45,0
211,2021-02-01,1007,1,11,13,13,False,8280.48,0
212,2021-02-01,1007,2,7,9,8,False,1199.14,0
213,2021-02-01,1008,1,2,5,3,False,184.2,0
214,2021-02-01,1008,3,60,74,63,False,24043.5,0
215,2021-02-01,1009,2,55,58,72,False,6338.98,0
216,2021-02-01,1009,6,31,23,24,False,11129.4,0
217,2021-02-01,1010,1,27,20,29,False,6592.11,0
218,2021-02-01,1010,5,35,32,26,False,14476.43,0
219,2021-02-01,1010,7,53,63,60,False,37794.47,0
220,2021-02-01,1010,8,81,65,76,False,36137.12,0
221,2021-02-01,1014,1,16,16,18,False,1821.03,0
222,2021-02-01,1014,2,37,49,45,False,8072.74,0
223,2021-02-01,1014,3,48,30,46,False,6374.19,0
224,2021-02-01,1014,4,11,20,17,False,3588.33,0
225,2021-02-01,1017,1,55,47,41,False,21740.92,0
226,2021-02-01,1017,5,13,11,11,False,1028.56,0
227,2021-02-01,1019,2,48,33,53,False,11292.45,0
228,2021-02-01,1019,6,59,92,71,False,29500.78,0
229,2021-02-01,1019,8,70,60,80,False,35758.57,0
230,2021-02-01,1021,2,80,70,98,False,37405.86,0
231,2021-02-01,1021,3,33,21,31,False,11338.72,0
232,2021-02-01,1022,2,114,89,138,False,61761.91,0
233,2021-02-01,1023,1,7,4,6,False,1352.78,0
234,2021-02-01,1024,6,1,2,1,False,188.26,0
235,2021-02-01,1024,7,13,16,15,False,726.71,0
236,2021-02-01,1024,10,50,40,55,False,34694.31,0
237,2021-02-01,1027,1,42,70,63,False,16184.44,0
238,2021-02-01,1027,3,11,11,11,False,3217.89,0
239,2021-02-01,1031,1,18,13,17,False,2969.09,0
240,2021-02-01,1031,5,90,79,96,False,59972.57,0
241,2021-02-01,1031,6,26,43,28,False,14220.04,0
242,2021-02-01,1032,1,42,37,43,False,26868.4,0
243,2021-02-01,1035,1,32,24,34,False,7872.2,0
244,2021-02-01,1035,2,21,17,23,False,9377.17,0
245,2021-02-01,1035,4,26,27,29,False,8512.12,0
246,2021-02-01,1035,5,22,12,21,False,11197.86,0
247,2021-02-01,1036,2,193,128,175,False,46196.41,0
248,2021-02-01,1036,10,57,48,67,False,40068.89,0
249,2021-02-01,1037,2,15,17,17,False,7047.54,0
250,2021-02-01,1037,4,18,23,20,False,1649.22,0
251,2021-02-01,1037,6,64,103,87,False,50430.22,0
252,2021-02-01,1038,1,167,140,202,False,115098.81,0
253,2021-02-01,1038,4,29,49,38,False,17078.03,0
254,2021-02-01,1040,2,9,10,9,False,5241.07,0
255,2021-02-01,1040,6,88,77,110,False,16438.06,0
256,2021-02-01,1042,9,44,35,54,False,14611.18,0
257,2021-02-01,1043,2,31,25,32,False,1549.81,0
258,2021-02-01,1043,5,10,7,11,False,927.88,0
259,2021-02-01,1044,1,29,19,28,False,16275.71,0
260,2021-02-01,1044,5,32,56,35,False,20122.34,0
261,2021-02-01,1048,6,26,21,31,False,4140.21,0
262,2021-02-01,1051,4,120,111,143,False,13623.64,0
263,2021-02-01,1052,5,24,28,27,False,16652.49,0
264,2021-02-01,1052,6,8,6,6,False,2024.79,0
265,2021-02-01,1052,7,44,24,39,False,22857.15,0
266,2021-02-01,1054,2,33,45,44,False,5041.61,0
267,2021-02-01,1054,5,5,4,4,False,483.86,0
268,2021-02-01,1054,6,17,13,14,False,5058.37,0
269,2021-02-01,1055,2,19,21,24,False,14820.41,0
270,2021-02-01,1055,3,63,76,78,False,5180.0,0
271,2021-02-01,1055,6,6,7,7,False,2057.67,0
272,2021-02-01,1055,7,42,22,37,False,14862.25,0
273,2021-02-01,1055,8,87,51,70,False,24990.07,0
274,2021-02-01,1056,1,30,25,33,False,21075.81,0
275,2021-02-01,1056,3,19,14,22,False,5470.48,0
276,2021-02-01,1059,3,35,33,40,False,11246.02,0
277,2021-02-01,1059,5,35,53,46,False,2131.48,0
278,2021-02-01,1062,5,60,55,64,False,10828.82,0
279,2021-02-01,1063,9,56,41,59,False,4503.36,0
280,2021-02-01,1063,10,2,2,2,False,1266.89,0
281,2021-02-01,1067,1,39,24,40,False,23864.97,0
282,2021-02-01,1067,7,26,22,28,False,8914.41,0
283,2021-02-01,1068,1,50,39,58,False,37069.56,0
284,2021-02-01,1068,2,151,68,133,False,84438.65,0
285,2021-02-01,1068,3,15,12,15,False,8318.26,0
286,2021-02-01,1068,5,98,72,105,False,24032.32,0
287,2021-02-01,1069,2,30,17,24,False,4849.53,0
288,2021-02-01,1069,3,29,34,26,False,6557.06,0
289,2021-02-01,1069,5,110,106,119,False,40055.48,0
290,2021-02-01,1069,6,73,68,90,False,29454.05,0
291,2021-02-01,1069,10,8,15,9,False,4728.67,0
292,2021-02-01,1070,10,3,5,3,False,903.89,0
293,2021-02-01,1075,1,19,21,23,False,5750.26,0
294,2021-02-01,1075,3,33,68,54,False,33990.9,0
295,2021-02-01,1075,5,21,13,17,False,7588.6,0
296,2021-02-01,1076,1,26,38,33,False,2192.12,0
297,2021-02-01,1076,3,28,35,17,False,7487.02,0
298,2021-02-01,1076,6,96,74,104,False,44289.82,0
299,2021-02-01,1076,7,23,33,23,False,9987.64,0
300,2021-02-01,1077,7,112,112,124,False,15091.03,0
301,2021-02-01,1078,3,57,29,53,False,8805.75,0
302,2021-02-01,1078,4,3,2,2,False,430.74,0
303,2021-02-01,1078,7,10,5,9,False,1904.41,0
304,2021-02-01,1079,2,71,98,70,False,8333.05,0
305,2021-02-01,1080,3,188,297,234,False,121784.01,0
306,2021-02-01,1080,7,35,18,30,False,2628.17,0
307,2021-02-01,1086,3,22,41,33,False,15221.47,0
308,2021-02-01,1091,2,8,6,7,False,2758.39,0
309,2021-02-01,1091,8,11,13,12,False,6753.37,0
310,2021-02-01,1092,2,86,97,74,False,16970.36,0
311,2021-02-01,1092,3,56,72,60,False,8284.91,0
312,2021-02-01,1096,5,2,1,1,False,309.45,0
313,2021-02-01,1099,1,55,44,53,False,30041.45,0
314,2021-02-01,1099,6,21,20,25,False,1556.08,0
315,2021-02-01,1101,7,79,69,91,False,8145.64,0
316,2021-02-01,1102,6,31,54,45,False,7610.36,0
317,2021-02-01,1103,1,20,25,14,False,5801.02,0
318,2021-02-01,1106,3,80,83,83,False,16198.15,0
319,2021-02-01,1109,3,147,136,124,False,42578.7,0
320,2021-02-01,1109,4,55,49,62,False,36824.88,0
321,2021-02-01,1109,7,28,22,20,False,7271.69,0
322,2021-02-01,1109,9,10,6,9,False,4771.31,0
323,2021-02-01,1114,2,43,31,38,False,22916.58,0
324,2021-02-01,1116,2,76,53,84,False,23358.41,0
325,2021-02-01,1116,3,49,53,44,False,1561.93,0
326,2021-02-01,1116,5,77,121,110,False,17574.47,0
327,2021-02-01,1116,9,3,2,2,False,1111.24,0
328,2021-02-01,1117,4,10,13,10,False,6347.57,0
329,2021-02-01,1117,5,44,76,60,False,6398.47,0
330,2021-02-01,1118,1,40,23,39,False,11032.11,0
331,2021-02-01,1119,1,65,46,64,False,40238.0,0
332,2021-02-01,1119,6,13,11,11,False,853.23,0
333,2021-02-01,1120,1,22,26,14,False,4211.1,0
334,2021-02-01,1120,8,83,45,76,False,3335.11,0
335,2021-02-01,1120,10,7,7,8,False,1444.54,0
336,2021-02-01,1122,1,14,8,14,False,6901.17,0
337,2021-02-01,1124,1,47,83,70,False,14524.94,0
338,2021-02-01,1124,2,1,1,0,True,0.0,1
339,2021-02-01,1124,4,78,42,64,False,30908.47,0
340,2021-02-01,1124,5,170,75,148,False,57688.56,0
341,2021-02-01,1124,6,13,15,16,False,4189.53,0
342,2021-02-01,1127,6,89,106,98,False,53344.35,0
343,2021-02-01,1127,9,16,19,15,False,8793.63,0
344,2021-02-01,1132,1,183,119,198,False,103451.7,0
345,2021-02-01,1135,10,58,49,72,False,46280.8,0
346,2021-02-01,1137,6,23,20,27,False,4681.96,0
347,2021-02-01,1138,1,23,13,20,False,2873.55,0
348,2021-02-01,1138,3,39,51,53,False,17867.08,0
349,2021-02-01,1138,6,85,64,94,False,30844.76,0
350,2021-02-01,1138,9,22,38,28,False,11636.55,0
351,2021-02-01,1140,3,19,23,23,False,12992.22,0
352,2021-02-01,1145,4,38,45,33,False,8621.89,0
353,2021-02-01,1145,10,13,9,12,False,6892.59,0
354,2021-02-01,1146,2,11,14,13,False,2095.38,0
355,2021-02-01,1154,2,5,6,4,False,2131.41,0
356,2021-02-01,1159,7,84,41,75,False,21532.69,0
357,2021-02-01,1160,1,205,93,181,False,96888.55,0
358,2021-02-01,1160,2,47,35,55,False,25257.35,0
359,2021-02-01,1160,8,13,7,10,False,3301.55,0
360,2021-02-01,1162,9,71,81,95,False,26987.86,0
361,2021-02-01,1163,5,80,86,92,False,51439.37,0
362,2021-02-01,1163,6,139,70,127,False,22065.78,0
363,2021-02-01,1167,3,134,118,152,False,57660.27,0
364,2021-02-01,1167,5,5,5,5,False,834.0,0
365,2021-02-01,1167,6,30,23,33,False,19684.74,0
366,2021-02-01,1167,8,24,25,31,False,4792.5,0
367,2021-02-01,1168,2,56,43,45,False,21678.13,0
368,2021-02-01,1168,4,49,26,45,False,22857.91,0
369,2021-02-01,1168,6,26,21,23,False,5923.75,0
370,2021-02-01,1168,10,5,2,4,False,1324.27,0
371,2021-02-01,1169,2,66,43,68,False,8751.38,0
372,2021-02-01,1169,8,6,5,7,False,2442.76,0
373,2021-02-01,1172,1,8,7,8,False,397.95,0
374,2021-02-01,1172,4,21,20,24,False,4524.97,0
375,2021-02-01,1177,5,94,76,91,False,30731.74,0
376,2021-02-01,1180,2,11,10,11,False,1599.13,0
377,2021-02-01,1180,7,59,38,56,False,27209.25,0
378,2021-02-01,1180,9,35,46,23,False,14848.14,0
379,2021-02-01,1181,3,43,26,39,False,8139.02,0
380,2021-02-01,1181,5,145,74,132,False,40886.33,0
381,2021-02-01,1181,6,26,17,27,False,4296.06,0
382,2021-02-01,1181,7,91,77,86,False,6981.73,0
383,2021-02-01,1181,8,69,92,83,False,22066.96,0
384,2021-02-01,1183,4,4,5,2,False,1241.37,0
385,2021-02-01,1184,4,125,110,157,False,22499.22,0
386,2021-02-01,1184,5,28,14,26,False,3955.9,0
387,2021-02-01,1184,7,21,14,22,False,13409.03,0
388,2021-02-01,1185,5,7,6,8,False,1842.91,0
389,2021-02-01,1185,6,23,45,31,False,12944.58,0
390,2021-02-01,1186,1,84,66,90,False,42562.59,0
391,2021-02-01,1186,2,12,16,11,False,4487.76,0
392,2021-02-01,1186,5,27,25,31,False,1377.11,0
393,2021-02-01,1188,7,44,67,57,False,3966.8,0
394,2021-02-01,1189,6,157,158,198,False,80131.58,0
395,2021-02-01,1190,1,26,22,28,False,7951.64,0
396,2021-02-01,1190,4,4,3,4,False,2167.17,0
397,2021-02-01,1195,6,6,4,6,False,3279.51,0
398,2021-02-01,1195,10,52,30,52,False,20725.95,0
399,2021-02-01,1196,1,55,55,56,False,22575.08,0
400,2021-02-01,1196,4,46,75,68,False,41291.28,0
401,2021-02-01,1196,5,98,69,98,False,62264.92,0
402,2021-02-01,1196,6,13,14,14,False,1179.81,0
403,2021-02-01,1196,7,26,52,39,False,16931.89,0
404,2021-02-01,1197,7,51,42,57,False,30846.1,0
405,2021-02-01,1197,8,17,16,21,False,13090.07,0
406,2021-03-01,1002,2,26,11,22,False,14279.81,0
407,2021-03-01,1002,6,22,14,22,False,11956.51,0
408,2021-03-01,1002,7,176,134,179,False,86192.26,0
409,2021-03-01,1002,8,57,55,61,False,11446.92,0
410,2021-03-01,1007,1,12,12,14,False,6934.6,0
411,2021-03-01,1007,3,27,22,31,False,13152.7,0
412,2021-03-01,1007,6,23,24,24,False,10172.05,0
413,2021-03-01,1007,7,91,74,109,False,9162.66,0
414,2021-03-01,1008,2,38,26,42,False,20775.93,0
415,2021-03-01,1008,4,12,9,9,False,993.68,0
416,2021-03-01,1008,5,34,25,35,False,4388.72,0
417,2021-03-01,1009,1,9,11,11,False,5393.96,0
418,2021-03-01,1009,2,39,31,45,False,28905.08,0
419,2021-03-01,1009,8,75,70,89,False,8873.79,0
420,2021-03-01,1010,4,13,14,15,False,6370.32,0
421,2021-03-01,1014,3,8,5,8,False,3611.46,0
422,2021-03-01,1017,2,51,118,86,False,43361.44,0
423,2021-03-01,1017,4,14,17,8,False,2354.57,0
424,2021-03-01,1019,7,81,47,71,False,16682.58,0
425,2021-03-01,1021,5,8,12,7,False,3756.44,0
426,2021-03-01,1021,8,34,38,32,False,5622.52,0
427,2021-03-01,1022,1,96,77,91,False,20778.64,0
428,2021-03-01,1022,8,9,17,11,False,4489.67,0
429,2021-03-01,1023,1,69,73,81,False,5529.53,0
430,2021-03-01,1023,2,75,71,79,False,45425.95,0
431,2021-03-01,1023,3,370,290,448,False,51860.41,0
432,2021-03-01,1023,5,17,14,19,False,9292.57,0
433,2021-03-01,1024,6,57,31,47,False,17452.97,0
434,2021-03-01,1024,10,30,61,43,False,21920.68,0
435,2021-03-01,1028,5,63,55,79,False,18851.14,0
436,2021-03-01,1028,6,29,58,45,False,15607.68,0
437,2021-03-01,1028,7,40,34,44,False,23058.3,0
438,2021-03-01,1031,4,123,70,113,False,36922.72,0
439,2021-03-01,1032,2,35,17,32,False,15691.67,0
440,2021-03-01,1032,3,94,79,116,False,73255.38,0
441,2021-03-01,1032,5,39,41,25,False,7286.88,0
442,2021-03-01,1032,8,149,139,187,False,64732.48,0
443,2021-03-01,1035,1,10,14,10,False,635.15,0
444,2021-03-01,1035,2,11,11,7,False,649.61,0
445,2021-03-01,1035,9,82,87,90,False,17476.5,0
446,2021-03-01,1036,1,26,17,25,False,990.14,0
447,2021-03-01,1037,1,22,20,27,False,5507.77,0
448,2021-03-01,1037,2,77,66,96,False,15326.32,0
449,2021-03-01,1037,4,77,78,86,False,53871.29,0
450,2021-03-01,1037,7,42,44,44,False,17968.7,0
451,2021-03-01,1038,1,73,96,71,False,5175.3,0
452,2021-03-01,1038,2,58,74,48,False,3691.66,0
453,2021-03-01,1038,6,41,44,26,False,3052.62,0
454,2021-03-01,1038,7,38,55,42,False,14887.43,0
455,2021-03-01,1038,8,55,29,46,False,1983.33,0
456,2021-03-01,1042,5,67,50,56,False,9849.87,0
457,2021-03-01,1043,5,72,40,69,False,44098.18,0
458,2021-03-01,1044,2,27,26,28,False,12885.29,0
459,2021-03-01,1048,3,38,30,34,False,7143.48,0
460,2021-03-01,1051,1,38,34,44,False,7456.78,0
461,2021-03-01,1051,3,62,36,53,False,21092.17,0
462,2021-03-01,1051,5,21,15,17,False,1162.16,0
463,2021-03-01,1051,10,44,29,46,False,24557.61,0
464,2021-03-01,1052,2,5,7,6,False,2863.35,0
465,2021-03-01,1053,2,15,14,15,False,2272.51,0
466,2021-03-01,1054,4,55,29,50,False,23771.17,0
467,2021-03-01,1055,8,9,5,7,False,3107.79,0
468,2021-03-01,1056,2,55,105,85,False,47041.14,0
469,2021-03-01,1056,6,42,75,48,False,20060.42,0
470,2021-03-01,1059,6,1,2,1,False,343.91,0
471,2021-03-01,1062,1,39,32,48,False,14199.95,0
472,2021-03-01,1062,2,5,7,3,False,1174.58,0
473,2021-03-01,1062,6,22,17,26,False,14804.99,0
474,2021-03-01,1063,3,4,3,3,False,1304.49,0
475,2021-03-01,1063,10,67,38,61,False,15142.22,0
476,2021-03-01,1065,3,240,228,265,False,63035.03,0
477,2021-03-01,1067,2,13,14,11,False,6842.98,0
478,2021-03-01,1067,3,143,94,147,False,75066.89,0
479,2021-03-01,1067,6,51,27,49,False,24635.32,0
