product_id,sku,product_family,product_group,product_name,launch_year,lifecycle_stage,base_list_price_eur,base_unit_cost_eur,target_margin_pct,product_growth_factor,is_declining_product,is_new_product,launch_date
1030,SKU-1030,IT,Laptop Standard,Laptop Standard Model 11,2022,Mature,52635.0,39531.0,24.0,101.0,0,0,2022-01-01
1031,SKU-1031,IT,Laptop Standard,Laptop Standard Model 12,2018,Mature,70863.0,52592.0,24.0,101.0,0,0,2018-01-01
1032,SKU-1032,IT,Laptop Standard,Laptop Standard Model 13,2019,Mature,55968.0,45128.0,24.0,101.0,0,0,2019-01-01
1033,SKU-1033,IT,Laptop Standard,Laptop Standard Model 14,2022,Growth,68632.0,52923.0,24.0,101.0,0,0,2022-01-01
1034,SKU-1034,IT,Laptop Standard,Laptop Standard Model 15,2024,New,65189.0,46812.0,24.0,101.0,0,1,2024-01-01
1035,SKU-1035,IT,Laptop Standard,Laptop Standard Model 16,2021,Mature,6625.0,53628.0,24.0,101.0,0,0,2021-01-01
1036,SKU-1036,IT,Laptop Standard,Laptop Standard Model 17,2021,Mature,54438.0,42503.0,24.0,101.0,0,0,2021-01-01
1037,SKU-1037,IT,Laptop Standard,Laptop Standard Model 18,2021,Growth,7353.0,55305.0,24.0,101.0,0,0,2021-01-01
1038,SKU-1038,IT,Laptop Standard,Laptop Standard Model 19,2019,Mature,47427.0,37197.0,24.0,101.0,0,0,2019-01-01
1039,SKU-1039,IT,Laptop Standard,Laptop Standard Model 20,2020,Mature,8227.0,61989.0,24.0,101.0,0,0,2020-01-01
1040,SKU-1040,IT,Tablet Enterprise,Tablet Enterprise Model 01,2019,Decline,33919.0,26398.0,27.0,112.0,1,0,2019-01-01
1041,SKU-1041,IT,Tablet Enterprise,Tablet Enterprise Model 02,2022,Growth,35951.0,24737.0,27.0,112.0,0,0,2022-01-01
1042,SKU-1042,IT,Tablet Enterprise,Tablet Enterprise Model 03,2020,Decline,43605.0,32173.0,27.0,112.0,1,0,2020-01-01
1043,SKU-1043,IT,Tablet Enterprise,Tablet Enterprise Model 04,2020,Decline,44033.0,33146.0,27.0,112.0,1,0,2020-01-01
1044,SKU-1044,IT,Tablet Enterprise,Tablet Enterprise Model 05,2021,Decline,42148.0,2744.0,27.0,112.0,1,0,2021-01-01
1045,SKU-1045,IT,Tablet Enterprise,Tablet Enterprise Model 06,2023,Mature,42919.0,28528.0,27.0,112.0,0,0,2023-01-01
1046,SKU-1046,IT,Tablet Enterprise,Tablet Enterprise Model 07,2023,Mature,48939.0,34676.0,27.0,112.0,0,0,2023-01-01
1047,SKU-1047,IT,Tablet Enterprise,Tablet Enterprise Model 08,2023,Growth,33705.0,26911.0,27.0,112.0,0,0,2023-01-01
1048,SKU-1048,IT,Tablet Enterprise,Tablet Enterprise Model 09,2019,Decline,39839.0,29846.0,27.0,112.0,1,0,2019-01-01
1049,SKU-1049,IT,Tablet Enterprise,Tablet Enterprise Model 10,2022,Mature,51338.0,39773.0,27.0,112.0,0,0,2022-01-01
1050,SKU-1050,IT,Tablet Enterprise,Tablet Enterprise Model 11,2023,Decline,40966.0,3024.0,27.0,112.0,1,0,2023-01-01
1051,SKU-1051,IT,Tablet Enterprise,Tablet Enterprise Model 12,2018,Mature,41599.0,29028.0,27.0,112.0,0,0,2018-01-01
1052,SKU-1052,IT,Tablet Enterprise,Tablet Enterprise Model 13,2019,Mature,35825.0,28336.0,27.0,112.0,0,0,2019-01-01
1053,SKU-1053,IT,Tablet Enterprise,Tablet Enterprise Model 14,2020,Decline,47471.0,37802.0,27.0,112.0,1,0,2020-01-01
1054,SKU-1054,IT,Tablet Enterprise,Tablet Enterprise Model 15,2019,Growth,44333.0,33436.0,27.0,112.0,0,0,2019-01-01
1055,SKU-1055,IT,Tablet Enterprise,Tablet Enterprise Model 16,2020,Mature,44686.0,29633.0,27.0,112.0,0,0,2020-01-01
1056,SKU-1056,IT,Tablet Enterprise,Tablet Enterprise Model 17,2020,Decline,39557.0,28397.0,27.0,112.0,1,0,2020-01-01
1057,SKU-1057,IT,Tablet Enterprise,Tablet Enterprise Model 18,2022,Growth,41598.0,29892.0,27.0,112.0,0,0,2022-01-01
1058,SKU-1058,IT,Tablet Enterprise,Tablet Enterprise Model 19,2024,New,35768.0,26625.0,27.0,112.0,0,1,2024-01-01
1059,SKU-1059,IT,Tablet Enterprise,Tablet Enterprise Model 20,2021,Decline,43124.0,2888.0,27.0,112.0,1,0,2021-01-01
1060,SKU-1060,Medical,Medical Sensor,Medical Sensor Model 01,2023,Mature,12766.0,7125.0,45.0,115.0,0,0,2023-01-01
1061,SKU-1061,Medical,Medical Sensor,Medical Sensor Model 02,2022,Mature,2564.0,14781.0,45.0,115.0,0,0,2022-01-01
1062,SKU-1062,Medical,Medical Sensor,Medical Sensor Model 03,2021,Mature,17731.0,1131.0,45.0,115.0,0,0,2021-01-01
1063,SKU-1063,Medical,Medical Sensor,Medical Sensor Model 04,2021,Mature,14649.0,886.0,45.0,115.0,0,0,2021-01-01
1064,SKU-1064,Medical,Medical Sensor,Medical Sensor Model 05,2023,Growth,14923.0,8483.0,45.0,115.0,0,0,2023-01-01
1065,SKU-1065,Medical,Medical Sensor,Medical Sensor Model 06,2019,Decline,15371.0,8642.0,45.0,115.0,1,0,2019-01-01
1066,SKU-1066,Medical,Medical Sensor,Medical Sensor Model 07,2024,New,16949.0,9435.0,45.0,115.0,0,1,2024-01-01
1067,SKU-1067,Medical,Medical Sensor,Medical Sensor Model 08,2019,Growth,17249.0,9287.0,45.0,115.0,0,0,2019-01-01
1068,SKU-1068,Medical,Medical Sensor,Medical Sensor Model 09,2018,Mature,21166.0,11477.0,45.0,115.0,0,0,2018-01-01
1069,SKU-1069,Medical,Medical Sensor,Medical Sensor Model 10,2020,Mature,1800.0,1055.0,45.0,115.0,0,0,2020-01-01
1070,SKU-1070,Medical,Medical Sensor,Medical Sensor Model 11,2018,Mature,28237.0,12575.0,45.0,115.0,0,0,2018-01-01
1071,SKU-1071,Medical,Medical Sensor,Medical Sensor Model 12,2022,Growth,15931.0,9648.0,45.0,115.0,0,0,2022-01-01
1072,SKU-1072,Medical,Medical Sensor,Medical Sensor Model 13,2023,Growth,19437.0,12386.0,45.0,115.0,0,0,2023-01-01
1073,SKU-1073,Medical,Medical Sensor,Medical Sensor Model 14,2023,Mature,1507.0,8644.0,45.0,115.0,0,0,2023-01-01
1074,SKU-1074,Medical,Medical Sensor,Medical Sensor Model 15,2023,Mature,17178.0,9537.0,45.0,115.0,0,0,2023-01-01
1075,SKU-1075,Medical,Medical Sensor,Medical Sensor Model 16,2021,Mature,22778.0,15451.0,45.0,115.0,0,0,2021-01-01
1076,SKU-1076,Medical,Medical Sensor,Medical Sensor Model 17,2021,Mature,18873.0,10731.0,45.0,115.0,0,0,2021-01-01
1077,SKU-1077,Medical,Medical Sensor,Medical Sensor Model 18,2021,Mature,2373.0,14872.0,45.0,115.0,0,0,2021-01-01
1078,SKU-1078,Medical,Medical Sensor,Medical Sensor Model 19,2021,Mature,17824.0,10742.0,45.0,115.0,0,0,2021-01-01
1079,SKU-1079,Medical,Medical Sensor,Medical Sensor Model 20,2020,Decline,19759.0,9156.0,45.0,115.0,1,0,2020-01-01
1080,SKU-1080,Medical,Monitoring Device,Monitoring Device Model 01,2020,Mature,10046.0,59076.0,39.0,11.0,0,0,2020-01-01
1081,SKU-1081,Medical,Monitoring Device,Monitoring Device Model 02,2023,Mature,76814.0,49535.0,39.0,11.0,0,0,2023-01-01
1082,SKU-1082,Medical,Monitoring Device,Monitoring Device Model 03,2023,Growth,86134.0,53363.0,39.0,11.0,0,0,2023-01-01
1083,SKU-1083,Medical,Monitoring Device,Monitoring Device Model 04,2022,Growth,101701.0,58322.0,39.0,11.0,0,0,2022-01-01
1084,SKU-1084,Medical,Monitoring Device,Monitoring Device Model 05,2024,New,63005.0,40066.0,39.0,11.0,0,1,2024-01-01
1085,SKU-1085,Medical,Monitoring Device,Monitoring Device Model 06,2022,Mature,67959.0,4490.0,39.0,11.0,0,0,2022-01-01
1086,SKU-1086,Medical,Monitoring Device,Monitoring Device Model 07,2020,Mature,68262.0,40575.0,39.0,11.0,0,0,2020-01-01
1087,SKU-1087,Medical,Monitoring Device,Monitoring Device Model 08,2022,Mature,52674.0,3133.0,39.0,11.0,0,0,2022-01-01
1088,SKU-1088,Medical,Monitoring Device,Monitoring Device Model 09,2023,Mature,98428.0,70195.0,39.0,11.0,0,0,2023-01-01
1089,SKU-1089,Medical,Monitoring Device,Monitoring Device Model 10,2024,New,59008.0,3164.0,39.0,11.0,0,1,2024-01-01
1090,SKU-1090,Medical,Monitoring Device,Monitoring Device Model 11,2022,Growth,69365.0,3949.0,39.0,11.0,0,0,2022-01-01
1091,SKU-1091,Medical,Monitoring Device,Monitoring Device Model 12,2021,Decline,78904.0,47065.0,39.0,11.0,1,0,2021-01-01
1092,SKU-1092,Medical,Monitoring Device,Monitoring Device Model 13,2021,Mature,74168.0,43821.0,39.0,11.0,0,0,2021-01-01
1093,SKU-1093,Medical,Monitoring Device,Monitoring Device Model 14,2024,New,74495.0,39924.0,39.0,11.0,0,1,2024-01-01
1094,SKU-1094,Medical,Monitoring Device,Monitoring Device Model 15,2022,Mature,7850.0,44571.0,39.0,11.0,0,0,2022-01-01
1095,SKU-1095,Medical,Monitoring Device,Monitoring Device Model 16,2021,Decline,87167.0,49503.0,39.0,11.0,1,0,2021-01-01
1096,SKU-1096,Medical,Monitoring Device,Monitoring Device Model 17,2019,Decline,73546.0,5223.0,39.0,11.0,1,0,2019-01-01
1097,SKU-1097,Medical,Monitoring Device,Monitoring Device Model 18,2022,Mature,77323.0,42104.0,39.0,11.0,0,0,2022-01-01
1098,SKU-1098,Medical,Monitoring Device,Monitoring Device Model 19,2023,Growth,58823.0,38218.0,39.0,11.0,0,0,2023-01-01
1099,SKU-1099,Medical,Monitoring Device,Monitoring Device Model 20,2020,Decline,79435.0,54066.0,39.0,11.0,1,0,2020-01-01
1100,SKU-1100,Accessories,Industrial Scanner,Industrial Scanner Model 01,2024,Growth,134458.0,85654.0,34.0,103.0,0,0,2024-01-01
1101,SKU-1101,Accessories,Industrial Scanner,Industrial Scanner Model 02,2019,Decline,130419.0,85175.0,34.0,103.0,1,0,2019-01-01
1102,SKU-1102,Accessories,Industrial Scanner,Industrial Scanner Model 03,2019,Decline,157834.0,109732.0,34.0,103.0,1,0,2019-01-01
1103,SKU-1103,Accessories,Industrial Scanner,Industrial Scanner Model 04,2019,Decline,165342.0,112381.0,34.0,103.0,1,0,2019-01-01
1104,SKU-1104,Accessories,Industrial Scanner,Industrial Scanner Model 05,2022,New,142299.0,88015.0,34.0,103.0,0,1,2022-01-01
1105,SKU-1105,Accessories,Industrial Scanner,Industrial Scanner Model 06,2022,Mature,114387.0,88842.0,34.0,103.0,0,0,2022-01-01
1106,SKU-1106,Accessories,Industrial Scanner,Industrial Scanner Model 07,2018,Decline,138539.0,90066.0,34.0,103.0,1,0,2018-01-01
1107,SKU-1107,Accessories,Industrial Scanner,Industrial Scanner Model 08,2022,Mature,143405.0,84942.0,34.0,103.0,0,0,2022-01-01
1108,SKU-1108,Accessories,Industrial Scanner,Industrial Scanner Model 09,2022,Mature,131845.0,96778.0,34.0,103.0,0,0,2022-01-01
1109,SKU-1109,Accessories,Industrial Scanner,Industrial Scanner Model 10,2020,Mature,164895.0,94643.0,34.0,103.0,0,0,2020-01-01
1110,SKU-1110,Accessories,Industrial Scanner,Industrial Scanner Model 11,2022,Growth,122762.0,78109.0,34.0,103.0,0,0,2022-01-01
1111,SKU-1111,Accessories,Industrial Scanner,Industrial Scanner Model 12,2023,Mature,168218.0,116113.0,34.0,103.0,0,0,2023-01-01
1112,SKU-1112,Accessories,Industrial Scanner,Industrial Scanner Model 13,2020,Decline,130588.0,83394.0,34.0,103.0,1,0,2020-01-01
1113,SKU-1113,Accessories,Industrial Scanner,Industrial Scanner Model 14,2022,Mature,153644.0,9126.0,34.0,103.0,0,0,2022-01-01
1114,SKU-1114,Accessories,Industrial Scanner,Industrial Scanner Model 15,2020,Mature,171999.0,11637.0,34.0,103.0,0,0,2020-01-01
1115,SKU-1115,Accessories,Industrial Scanner,Industrial Scanner Model 16,2024,New,141989.0,91237.0,34.0,103.0,0,1,2024-01-01
1116,SKU-1116,Accessories,Industrial Scanner,Industrial Scanner Model 17,2021,Growth,146619.0,95594.0,34.0,103.0,0,0,2021-01-01
1117,SKU-1117,Accessories,Industrial Scanner,Industrial Scanner Model 18,2020,Mature,152937.0,101136.0,34.0,103.0,0,0,2020-01-01
1118,SKU-1118,Accessories,Industrial Scanner,Industrial Scanner Model 19,2021,Mature,112438.0,85863.0,34.0,103.0,0,0,2021-01-01
1119,SKU-1119,Accessories,Industrial Scanner,Industrial Scanner Model 20,2020,Growth,138355.0,77913.0,34.0,103.0,0,0,2020-01-01
1120,SKU-1120,Accessories,Connectivity Module,Connectivity Module Model 01,2020,Mature,8986.0,6383.0,31.0,118.0,0,0,2020-01-01
1121,SKU-1121,Accessories,Connectivity Module,Connectivity Module Model 02,2022,Mature,9385.0,6635.0,31.0,118.0,0,0,2022-01-01
1122,SKU-1122,Accessories,Connectivity Module,Connectivity Module Model 03,2021,Mature,8509.0,4766.0,31.0,118.0,0,0,2021-01-01
1123,SKU-1123,Accessories,Connectivity Module,Connectivity Module Model 04,2021,Decline,8625.0,5701.0,31.0,118.0,1,0,2021-01-01
1124,SKU-1124,Accessories,Connectivity Module,Connectivity Module Model 05,2021,Mature,7503.0,5016.0,31.0,118.0,0,0,2021-01-01
1125,SKU-1125,Accessories,Connectivity Module,Connectivity Module Model 06,2023,Growth,9375.0,6157.0,31.0,118.0,0,0,2023-01-01
1126,SKU-1126,Accessories,Connectivity Module,Connectivity Module Model 07,2023,Growth,8119.0,5418.0,31.0,118.0,0,0,2023-01-01
1127,SKU-1127,Accessories,Connectivity Module,Connectivity Module Model 08,2019,Mature,6341.0,4482.0,31.0,118.0,0,0,2019-01-01
1128,SKU-1128,Accessories,Connectivity Module,Connectivity Module Model 09,2023,Mature,10573.0,6822.0,31.0,118.0,0,0,2023-01-01
1129,SKU-1129,Accessories,Connectivity Module,Connectivity Module Model 10,2022,Growth,529.0,3794.0,31.0,118.0,0,0,2022-01-01
1130,SKU-1130,Accessories,Connectivity Module,Connectivity Module Model 11,2024,Growth,7772.0,5182.0,31.0,118.0,0,0,2024-01-01
1131,SKU-1131,Accessories,Connectivity Module,Connectivity Module Model 12,2022,Growth,8636.0,5996.0,31.0,118.0,0,0,2022-01-01
1132,SKU-1132,Accessories,Connectivity Module,Connectivity Module Model 13,2020,Mature,9459.0,6852.0,31.0,118.0,0,0,2020-01-01
1133,SKU-1133,Accessories,Connectivity Module,Connectivity Module Model 14,2023,Decline,7278.0,5345.0,31.0,118.0,1,0,2023-01-01
1134,SKU-1134,Accessories,Connectivity Module,Connectivity Module Model 15,2024,New,10641.0,7577.0,31.0,118.0,0,1,2024-01-01
1135,SKU-1135,Accessories,Connectivity Module,Connectivity Module Model 16,2019,Decline,8859.0,5419.0,31.0,118.0,1,0,2019-01-01
1136,SKU-1136,Accessories,Connectivity Module,Connectivity Module Model 17,2019,Mature,7911.0,528.0,31.0,118.0,0,0,2019-01-01
1137,SKU-1137,Accessories,Connectivity Module,Connectivity Module Model 18,2020,Mature,7798.0,4933.0,31.0,118.0,0,0,2020-01-01
1138,SKU-1138,Accessories,Connectivity Module,Connectivity Module Model 19,2021,Growth,649.0,4746.0,31.0,118.0,0,0,2021-01-01
1139,SKU-1139,Accessories,Connectivity Module,Connectivity Module Model 20,2022,Mature,8162.0,5697.0,31.0,118.0,0,0,2022-01-01
1140,SKU-1140,Services,Legacy Workstation,Legacy Workstation Model 01,2018,Decline,8734.0,68725.0,18.0,88.0,1,0,2018-01-01
1141,SKU-1141,Services,Legacy Workstation,Legacy Workstation Model 02,2023,Decline,81788.0,58744.0,18.0,88.0,1,0,2023-01-01
1142,SKU-1142,Services,Legacy Workstation,Legacy Workstation Model 03,2021,Decline,69141.0,60264.0,18.0,88.0,1,0,2021-01-01
1143,SKU-1143,Services,Legacy Workstation,Legacy Workstation Model 04,2021,Decline,71845.0,62105.0,18.0,88.0,1,0,2021-01-01
1144,SKU-1144,Services,Legacy Workstation,Legacy Workstation Model 05,2021,Decline,78641.0,67496.0,18.0,88.0,1,0,2021-01-01
1145,SKU-1145,Services,Legacy Workstation,Legacy Workstation Model 06,2021,Mature,76033.0,64829.0,18.0,88.0,0,0,2021-01-01
1146,SKU-1146,Services,Legacy Workstation,Legacy Workstation Model 07,2021,Decline,61868.0,50942.0,18.0,88.0,1,0,2021-01-01
1147,SKU-1147,Services,Legacy Workstation,Legacy Workstation Model 08,2020,Decline,80406.0,71781.0,18.0,88.0,1,0,2020-01-01
1148,SKU-1148,Services,Legacy Workstation,Legacy Workstation Model 09,2022,Decline,74911.0,60066.0,18.0,88.0,1,0,2022-01-01
1149,SKU-1149,Services,Legacy Workstation,Legacy Workstation Model 10,2022,Decline,74418.0,65012.0,18.0,88.0,1,0,2022-01-01
1150,SKU-1150,Services,Legacy Workstation,Legacy Workstation Model 11,2019,Decline,64615.0,5569.0,18.0,88.0,1,0,2019-01-01
1151,SKU-1151,Services,Legacy Workstation,Legacy Workstation Model 12,2022,Decline,64144.0,51799.0,18.0,88.0,1,0,2022-01-01
1152,SKU-1152,Services,Legacy Workstation,Legacy Workstation Model 13,2023,Decline,72885.0,65785.0,18.0,88.0,1,0,2023-01-01
1153,SKU-1153,Services,Legacy Workstation,Legacy Workstation Model 14,2018,Decline,71766.0,55932.0,18.0,88.0,1,0,2018-01-01
1154,SKU-1154,Services,Legacy Workstation,Legacy Workstation Model 15,2021,Decline,84705.0,71904.0,18.0,88.0,1,0,2021-01-01
1155,SKU-1155,Services,Legacy Workstation,Legacy Workstation Model 16,2019,Decline,70446.0,5586.0,18.0,88.0,1,0,2019-01-01
1156,SKU-1156,Services,Legacy Workstation,Legacy Workstation Model 17,2023,Mature,59562.0,47238.0,18.0,88.0,0,0,2023-01-01
1157,SKU-1157,Services,Legacy Workstation,Legacy Workstation Model 18,2019,Decline,6211.0,49544.0,18.0,88.0,1,0,2019-01-01
1158,SKU-1158,Services,Legacy Workstation,Legacy Workstation Model 19,2023,Decline,87437.0,70642.0,18.0,88.0,1,0,2023-01-01
1159,SKU-1159,Services,Legacy Workstation,Legacy Workstation Model 20,2020,Decline,7269.0,59489.0,18.0,88.0,1,0,2020-01-01
1160,SKU-1160,Accessories,Accessory Kit,Accessory Kit Model 01,2021,Mature,5931.0,4784.0,22.0,105.0,0,0,2021-01-01
1161,SKU-1161,Accessories,Accessory Kit,Accessory Kit Model 02,2023,Mature,4656.0,4194.0,22.0,105.0,0,0,2023-01-01
1162,SKU-1162,Accessories,Accessory Kit,Accessory Kit Model 03,2021,Decline,5155.0,452.0,22.0,105.0,1,0,2021-01-01
1163,SKU-1163,Accessories,Accessory Kit,Accessory Kit Model 04,2021,Mature,5335.0,4459.0,22.0,105.0,0,0,2021-01-01
1164,SKU-1164,Accessories,Accessory Kit,Accessory Kit Model 05,2019,Mature,433.0,3226.0,22.0,105.0,0,0,2019-01-01
1165,SKU-1165,Accessories,Accessory Kit,Accessory Kit Model 06,2024,New,5211.0,4102.0,22.0,105.0,0,1,2024-01-01
1166,SKU-1166,Accessories,Accessory Kit,Accessory Kit Model 07,2022,Decline,4488.0,3889.0,22.0,105.0,1,0,2022-01-01
1167,SKU-1167,Accessories,Accessory Kit,Accessory Kit Model 08,2021,Decline,7392.0,583.0,22.0,105.0,1,0,2021-01-01
1168,SKU-1168,Accessories,Accessory Kit,Accessory Kit Model 09,2021,Growth,6042.0,4616.0,22.0,105.0,0,0,2021-01-01
1169,SKU-1169,Accessories,Accessory Kit,Accessory Kit Model 10,2021,Mature,6678.0,5317.0,22.0,105.0,0,0,2021-01-01
1170,SKU-1170,Accessories,Accessory Kit,Accessory Kit Model 11,2024,Growth,4761.0,3795.0,22.0,105.0,0,0,2024-01-01
1171,SKU-1171,Accessories,Accessory Kit,Accessory Kit Model 12,2023,Growth,4247.0,321.0,22.0,105.0,0,0,2023-01-01
1172,SKU-1172,Accessories,Accessory Kit,Accessory Kit Model 13,2021,Decline,6236.0,4779.0,22.0,105.0,1,0,2021-01-01
1173,SKU-1173,Accessories,Accessory Kit,Accessory Kit Model 14,2020,Mature,6287.0,4794.0,22.0,105.0,0,0,2020-01-01
1174,SKU-1174,Accessories,Accessory Kit,Accessory Kit Model 15,2023,Growth,5882.0,4474.0,22.0,105.0,0,0,2023-01-01
1175,SKU-1175,Accessories,Accessory Kit,Accessory Kit Model 16,2023,Growth,6079.0,4361.0,22.0,105.0,0,0,2023-01-01
1176,SKU-1176,Accessories,Accessory Kit,Accessory Kit Model 17,2022,Mature,5076.0,407.0,22.0,105.0,0,0,2022-01-01
1177,SKU-1177,Accessories,Accessory Kit,Accessory Kit Model 18,2020,Mature,699.0,5613.0,22.0,105.0,0,0,2020-01-01
1178,SKU-1178,Accessories,Accessory Kit,Accessory Kit Model 19,2024,New,5288.0,3873.0,22.0,105.0,0,1,2024-01-01
1179,SKU-1179,Accessories,Accessory Kit,Accessory Kit Model 20,2024,New,4853.0,4348.0,22.0,105.0,0,1,2024-01-01
1180,SKU-1180,Services,Service Contract,Service Contract Model 01,2018,Mature,2324.0,7538.0,62.0,116.0,0,0,2018-01-01
1181,SKU-1181,Services,Service Contract,Service Contract Model 02,2018,Growth,23782.0,779.0,62.0,116.0,0,0,2018-01-01
1182,SKU-1182,Services,Service Contract,Service Contract Model 03,2022,Growth,26244.0,10263.0,62.0,116.0,0,0,2022-01-01
1183,SKU-1183,Services,Service Contract,Service Contract Model 04,2021,Growth,26851.0,11593.0,62.0,116.0,0,0,2021-01-01
1184,SKU-1184,Services,Service Contract,Service Contract Model 05,2018,Mature,19757.0,9052.0,62.0,116.0,0,0,2018-01-01
1185,SKU-1185,Services,Service Contract,Service Contract Model 06,2021,Decline,20379.0,7842.0,62.0,116.0,1,0,2021-01-01
1186,SKU-1186,Services,Service Contract,Service Contract Model 07,2020,Mature,18889.0,805.0,62.0,116.0,0,0,2020-01-01
1187,SKU-1187,Services,Service Contract,Service Contract Model 08,2020,Mature,27135.0,11858.0,62.0,116.0,0,0,2020-01-01
1188,SKU-1188,Services,Service Contract,Service Contract Model 09,2021,Decline,24225.0,8541.0,62.0,116.0,1,0,2021-01-01
1189,SKU-1189,Services,Service Contract,Service Contract Model 10,2019,Decline,24615.0,8396.0,62.0,116.0,1,0,2019-01-01
1190,SKU-1190,Services,Service Contract,Service Contract Model 11,2018,Growth,16752.0,5527.0,62.0,116.0,0,0,2018-01-01
1191,SKU-1191,Services,Service Contract,Service Contract Model 12,2022,Mature,17823.0,6684.0,62.0,116.0,0,0,2022-01-01
1192,SKU-1192,Services,Service Contract,Service Contract Model 13,2023,Mature,26067.0,1039.0,62.0,116.0,0,0,2023-01-01
1193,SKU-1193,Services,Service Contract,Service Contract Model 14,2023,Growth,22878.0,9855.0,62.0,116.0,0,0,2023-01-01
1194,SKU-1194,Services,Service Contract,Service Contract Model 15,2022,Decline,28784.0,12263.0,62.0,116.0,1,0,2022-01-01
1195,SKU-1195,Services,Service Contract,Service Contract Model 16,2020,Decline,25761.0,818.0,62.0,116.0,1,0,2020-01-01
1196,SKU-1196,Services,Service Contract,Service Contract Model 17,2021,Mature,26575.0,9646.0,62.0,116.0,0,0,2021-01-01
