customer_id,customer_code,customer_segment,industry,region_id,customer_since,customer_size_score,base_churn_probability,churn_risk_band
37,CUST-00037,Enterprise,Education,3,2020-03-26,27469.0,38.0,High Churn Risk
38,CUST-00038,Public Sector,Government,2,2020-11-11,1383.0,58.0,High Churn Risk
39,CUST-00039,Enterprise,Manufacturing,10,2021-02-24,5319.0,3.0,High Churn Risk
40,CUST-00040,Mid-Market,Logistics,1,2023-03-27,3957.0,97.0,High Churn Risk
41,CUST-00041,Mid-Market,Technology,6,2022-12-15,279.0,79.0,High Churn Risk
42,CUST-00042,SMB,Retail,10,2022-02-27,1135.0,191.0,High Churn Risk
43,CUST-00043,Public Sector,Technology,1,2024-01-21,2879.0,62.0,High Churn Risk
44,CUST-00044,Distributor,Logistics,5,2023-01-31,8878.0,127.0,High Churn Risk
45,CUST-00045,Mid-Market,Retail,6,2021-08-14,4249.0,86.0,High Churn Risk
46,CUST-00046,SMB,Retail,9,2021-05-10,968.0,148.0,High Churn Risk
47,CUST-00047,SMB,Healthcare,4,2021-01-22,1206.0,189.0,High Churn Risk
48,CUST-00048,SMB,Healthcare,6,2021-04-02,507.0,129.0,High Churn Risk
49,CUST-00049,SMB,Manufacturing,8,2023-01-31,57.0,121.0,High Churn Risk
50,CUST-00050,Mid-Market,Manufacturing,1,2021-02-24,4219.0,96.0,High Churn Risk
51,CUST-00051,Mid-Market,Logistics,5,2022-03-29,2864.0,8.0,High Churn Risk
52,CUST-00052,Mid-Market,Retail,6,2020-04-06,6726.0,68.0,High Churn Risk
53,CUST-00053,SMB,Retail,1,2022-03-19,999.0,182.0,High Churn Risk
54,CUST-00054,SMB,Education,9,2023-06-24,591.0,174.0,High Churn Risk
55,CUST-00055,SMB,Retail,6,2023-05-04,623.0,221.0,High Churn Risk
56,CUST-00056,Distributor,Government,8,2023-11-05,2778.0,114.0,High Churn Risk
57,CUST-00057,SMB,Technology,5,2022-07-28,2247.0,187.0,High Churn Risk
58,CUST-00058,Mid-Market,Logistics,2,2021-11-23,3216.0,58.0,High Churn Risk
59,CUST-00059,Public Sector,Manufacturing,8,2022-05-06,2322.0,46.0,High Churn Risk
60,CUST-00060,Public Sector,Healthcare,8,2020-12-17,2154.0,37.0,High Churn Risk
61,CUST-00061,Mid-Market,Manufacturing,10,2021-03-05,3965.0,69.0,High Churn Risk
62,CUST-00062,SMB,Government,9,2021-03-10,1143.0,122.0,High Churn Risk
63,CUST-00063,Public Sector,Government,2,2021-12-15,1917.0,37.0,High Churn Risk
64,CUST-00064,Public Sector,Retail,1,2020-08-21,1729.0,53.0,High Churn Risk
65,CUST-00065,SMB,Government,6,2020-01-02,1963.0,116.0,High Churn Risk
66,CUST-00066,SMB,Retail,10,2021-04-25,1862.0,158.0,High Churn Risk
67,CUST-00067,Enterprise,Retail,6,2023-02-18,11762.0,39.0,High Churn Risk
68,CUST-00068,Public Sector,Retail,4,2021-08-15,5439.0,65.0,High Churn Risk
69,CUST-00069,SMB,Manufacturing,9,2021-02-05,1044.0,116.0,High Churn Risk
70,CUST-00070,Mid-Market,Healthcare,5,2021-02-24,4484.0,46.0,High Churn Risk
71,CUST-00071,SMB,Healthcare,7,2020-05-28,862.0,209.0,High Churn Risk
72,CUST-00072,Mid-Market,Government,1,2020-04-07,214.0,76.0,High Churn Risk
73,CUST-00073,Public Sector,Retail,1,2021-09-27,4875.0,43.0,High Churn Risk
74,CUST-00074,SMB,Education,5,2022-03-19,2574.0,151.0,High Churn Risk
75,CUST-00075,Mid-Market,Education,2,2022-08-31,5116.0,5.0,High Churn Risk
76,CUST-00076,Mid-Market,Education,1,2020-03-06,3873.0,101.0,High Churn Risk
77,CUST-00077,Mid-Market,Technology,6,2020-09-26,372.0,95.0,High Churn Risk
78,CUST-00078,Distributor,Manufacturing,8,2021-11-12,2863.0,106.0,High Churn Risk
79,CUST-00079,Mid-Market,Technology,6,2020-01-10,218.0,92.0,High Churn Risk
80,CUST-00080,SMB,Healthcare,1,2022-03-06,531.0,166.0,High Churn Risk
81,CUST-00081,Mid-Market,Education,4,2021-01-22,1452.0,77.0,High Churn Risk
82,CUST-00082,Mid-Market,Technology,2,2020-07-17,1693.0,77.0,High Churn Risk
83,CUST-00083,SMB,Healthcare,1,2021-06-27,469.0,218.0,High Churn Risk
84,CUST-00084,SMB,Government,1,2023-06-13,2322.0,165.0,High Churn Risk
85,CUST-00085,Distributor,Manufacturing,1,2021-05-25,16168.0,73.0,High Churn Risk
86,CUST-00086,SMB,Healthcare,2,2023-08-31,483.0,158.0,High Churn Risk
87,CUST-00087,Mid-Market,Government,1,2022-09-04,2416.0,66.0,High Churn Risk
88,CUST-00088,Enterprise,Manufacturing,3,2021-05-28,13029.0,24.0,High Churn Risk
89,CUST-00089,Distributor,Healthcare,9,2022-11-15,2578.0,67.0,High Churn Risk
90,CUST-00090,SMB,Education,1,2020-10-25,976.0,209.0,High Churn Risk
91,CUST-00091,SMB,Healthcare,10,2021-10-25,1334.0,145.0,High Churn Risk
92,CUST-00092,Distributor,Education,5,2023-10-05,4065.0,129.0,High Churn Risk
93,CUST-00093,SMB,Government,5,2021-03-10,1049.0,155.0,High Churn Risk
94,CUST-00094,SMB,Retail,1,2022-09-08,1405.0,117.0,High Churn Risk
95,CUST-00095,Public Sector,Retail,6,2022-05-16,1792.0,5.0,High Churn Risk
96,CUST-00096,SMB,Government,9,2023-04-18,91.0,146.0,High Churn Risk
97,CUST-00097,SMB,Technology,5,2021-07-29,1181.0,175.0,High Churn Risk
98,CUST-00098,Mid-Market,Retail,3,2020-04-15,9112.0,55.0,High Churn Risk
99,CUST-00099,SMB,Manufacturing,3,2023-07-18,782.0,201.0,High Churn Risk
100,CUST-00100,Mid-Market,Government,8,2023-12-26,5005.0,83.0,High Churn Risk
101,CUST-00101,Enterprise,Retail,9,2023-06-24,9822.0,33.0,High Churn Risk
102,CUST-00102,Enterprise,Logistics,1,2023-11-04,9772.0,2.0,High Churn Risk
103,CUST-00103,SMB,Technology,8,2020-12-25,1549.0,105.0,High Churn Risk
104,CUST-00104,Public Sector,Government,3,2023-08-13,7224.0,55.0,High Churn Risk
105,CUST-00105,Mid-Market,Education,1,2021-10-14,1085.0,76.0,High Churn Risk
106,CUST-00106,Distributor,Education,10,2023-04-02,291.0,101.0,High Churn Risk
107,CUST-00107,Public Sector,Healthcare,3,2020-06-24,3365.0,52.0,High Churn Risk
108,CUST-00108,SMB,Logistics,10,2022-12-30,197.0,151.0,High Churn Risk
109,CUST-00109,SMB,Education,1,2023-08-14,69.0,14.0,High Churn Risk
110,CUST-00110,Mid-Market,Healthcare,8,2020-04-09,4304.0,71.0,High Churn Risk
111,CUST-00111,SMB,Logistics,1,2022-07-28,988.0,183.0,High Churn Risk
112,CUST-00112,Enterprise,Technology,4,2023-12-12,3339.0,23.0,High Churn Risk
113,CUST-00113,Mid-Market,Healthcare,3,2020-10-05,5668.0,68.0,High Churn Risk
114,CUST-00114,Public Sector,Healthcare,10,2021-01-02,3446.0,67.0,High Churn Risk
115,CUST-00115,SMB,Technology,4,2020-07-19,1273.0,172.0,High Churn Risk
116,CUST-00116,Distributor,Healthcare,10,2022-09-18,3677.0,8.0,High Churn Risk
117,CUST-00117,Distributor,Government,1,2021-04-11,2703.0,67.0,High Churn Risk
118,CUST-00118,Enterprise,Manufacturing,8,2023-11-06,6505.0,41.0,High Churn Risk
119,CUST-00119,SMB,Technology,4,2023-04-04,1655.0,228.0,High Churn Risk
120,CUST-00120,Mid-Market,Retail,2,2022-02-09,1883.0,51.0,High Churn Risk
121,CUST-00121,Public Sector,Education,6,2022-03-22,3787.0,66.0,High Churn Risk
122,CUST-00122,Distributor,Education,1,2023-10-16,7468.0,98.0,High Churn Risk
123,CUST-00123,Distributor,Logistics,10,2021-10-18,1136.0,91.0,High Churn Risk
124,CUST-00124,Mid-Market,Retail,3,2020-10-19,6956.0,5.0,High Churn Risk
125,CUST-00125,SMB,Government,4,2020-10-17,2254.0,109.0,High Churn Risk
126,CUST-00126,Mid-Market,Government,2,2021-02-27,4875.0,74.0,High Churn Risk
127,CUST-00127,Distributor,Manufacturing,10,2020-03-01,4602.0,7.0,High Churn Risk
128,CUST-00128,Enterprise,Technology,2,2020-08-10,9209.0,32.0,High Churn Risk
129,CUST-00129,SMB,Education,2,2022-01-31,3409.0,215.0,High Churn Risk
130,CUST-00130,Distributor,Healthcare,3,2020-06-17,18744.0,9.0,High Churn Risk
131,CUST-00131,Distributor,Education,3,2021-05-03,4902.0,72.0,High Churn Risk
132,CUST-00132,Mid-Market,Logistics,6,2020-09-18,5508.0,58.0,High Churn Risk
133,CUST-00133,SMB,Government,1,2022-12-08,6.0,118.0,High Churn Risk
134,CUST-00134,SMB,Technology,5,2020-02-17,785.0,231.0,High Churn Risk
135,CUST-00135,SMB,Retail,4,2023-10-14,1219.0,18.0,High Churn Risk
136,CUST-00136,Mid-Market,Healthcare,6,2022-07-05,12578.0,72.0,High Churn Risk
137,CUST-00137,Distributor,Healthcare,4,2022-12-11,728.0,105.0,High Churn Risk
138,CUST-00138,Public Sector,Logistics,4,2021-11-15,8502.0,58.0,High Churn Risk
139,CUST-00139,Mid-Market,Logistics,6,2023-03-13,235.0,66.0,High Churn Risk
140,CUST-00140,SMB,Technology,8,2021-07-07,493.0,163.0,High Churn Risk
141,CUST-00141,Mid-Market,Healthcare,7,2021-06-08,6498.0,81.0,High Churn Risk
142,CUST-00142,SMB,Manufacturing,9,2023-01-03,3167.0,226.0,High Churn Risk
143,CUST-00143,Mid-Market,Retail,2,2021-08-15,4771.0,95.0,High Churn Risk
144,CUST-00144,SMB,Manufacturing,6,2023-06-08,1621.0,165.0,High Churn Risk
145,CUST-00145,Mid-Market,Retail,2,2021-01-07,3457.0,76.0,High Churn Risk
146,CUST-00146,SMB,Technology,1,2021-09-26,1194.0,2.0,High Churn Risk
147,CUST-00147,Public Sector,Education,4,2021-10-21,1702.0,47.0,High Churn Risk
148,CUST-00148,Mid-Market,Retail,4,2021-05-30,1098.0,88.0,High Churn Risk
149,CUST-00149,Mid-Market,Healthcare,2,2021-07-02,4731.0,62.0,High Churn Risk
150,CUST-00150,Mid-Market,Education,2,2022-03-20,2362.0,73.0,High Churn Risk
151,CUST-00151,SMB,Government,8,2022-07-24,22.0,218.0,High Churn Risk
152,CUST-00152,Distributor,Technology,7,2021-06-22,10633.0,6.0,High Churn Risk
153,CUST-00153,SMB,Retail,5,2022-01-07,1186.0,175.0,High Churn Risk
154,CUST-00154,Public Sector,Manufacturing,1,2022-12-05,3624.0,66.0,High Churn Risk
155,CUST-00155,Distributor,Government,8,2020-06-26,8729.0,87.0,High Churn Risk
156,CUST-00156,Mid-Market,Government,6,2022-08-01,1314.0,77.0,High Churn Risk
157,CUST-00157,Mid-Market,Manufacturing,1,2020-12-01,235.0,99.0,High Churn Risk
158,CUST-00158,SMB,Logistics,8,2020-01-05,67.0,126.0,High Churn Risk
159,CUST-00159,Public Sector,Government,2,2023-10-14,2592.0,6.0,High Churn Risk
160,CUST-00160,Public Sector,Manufacturing,2,2023-12-11,1266.0,43.0,High Churn Risk
161,CUST-00161,SMB,Manufacturing,4,2022-11-15,886.0,203.0,High Churn Risk
162,CUST-00162,Mid-Market,Manufacturing,8,2023-06-15,3557.0,77.0,High Churn Risk
163,CUST-00163,Distributor,Manufacturing,1,2020-11-09,5056.0,117.0,High Churn Risk
164,CUST-00164,Enterprise,Education,4,2021-05-22,2204.0,24.0,High Churn Risk
165,CUST-00165,Mid-Market,Technology,4,2021-10-14,1612.0,81.0,High Churn Risk
166,CUST-00166,SMB,Retail,10,2020-09-04,1193.0,222.0,High Churn Risk
167,CUST-00167,Mid-Market,Education,6,2020-05-10,6526.0,72.0,High Churn Risk
168,CUST-00168,Mid-Market,Technology,2,2021-08-28,4628.0,9.0,High Churn Risk
169,CUST-00169,Distributor,Manufacturing,8,2022-08-12,4787.0,77.0,High Churn Risk
170,CUST-00170,Mid-Market,Retail,9,2022-02-09,17385.0,93.0,High Churn Risk
171,CUST-00171,Mid-Market,Manufacturing,1,2020-05-07,3591.0,89.0,High Churn Risk
172,CUST-00172,Mid-Market,Education,9,2022-07-10,964.0,58.0,High Churn Risk
173,CUST-00173,Enterprise,Retail,8,2022-03-23,5066.0,38.0,High Churn Risk
174,CUST-00174,Mid-Market,Government,7,2020-08-26,1326.0,7.0,High Churn Risk
175,CUST-00175,Public Sector,Education,5,2024-01-16,3165.0,62.0,High Churn Risk
176,CUST-00176,Mid-Market,Manufacturing,1,2024-01-20,3604.0,74.0,High Churn Risk
177,CUST-00177,SMB,Education,4,2023-06-02,757.0,136.0,High Churn Risk
178,CUST-00178,SMB,Technology,6,2021-01-14,422.0,206.0,High Churn Risk
179,CUST-00179,Distributor,Government,6,2023-05-06,20442.0,84.0,High Churn Risk
180,CUST-00180,SMB,Government,4,2020-04-16,682.0,157.0,High Churn Risk
181,CUST-00181,Public Sector,Education,2,2022-02-13,2285.0,72.0,High Churn Risk
182,CUST-00182,Distributor,Education,3,2021-01-09,2262.0,102.0,High Churn Risk
183,CUST-00183,SMB,Healthcare,8,2023-11-22,438.0,195.0,High Churn Risk
184,CUST-00184,SMB,Healthcare,5,2021-12-12,1422.0,215.0,High Churn Risk
185,CUST-00185,Enterprise,Government,4,2021-09-16,5961.0,37.0,High Churn Risk
186,CUST-00186,Mid-Market,Education,8,2020-11-30,3861.0,58.0,High Churn Risk
187,CUST-00187,SMB,Manufacturing,7,2023-04-13,385.0,107.0,High Churn Risk
188,CUST-00188,Distributor,Logistics,6,2020-06-10,1531.0,97.0,High Churn Risk
189,CUST-00189,SMB,Logistics,4,2020-04-01,1757.0,218.0,High Churn Risk
190,CUST-00190,Public Sector,Logistics,3,2023-12-28,2255.0,71.0,High Churn Risk
191,CUST-00191,Distributor,Retail,9,2023-05-24,7677.0,74.0,High Churn Risk
192,CUST-00192,Enterprise,Healthcare,1,2021-07-24,23036.0,21.0,High Churn Risk
193,CUST-00193,Mid-Market,Logistics,8,2023-01-07,3644.0,81.0,High Churn Risk
194,CUST-00194,Distributor,Technology,6,2021-10-21,2488.0,91.0,High Churn Risk
195,CUST-00195,Mid-Market,Manufacturing,4,2020-04-12,223.0,6.0,High Churn Risk
196,CUST-00196,Mid-Market,Education,2,2023-04-14,1701.0,84.0,High Churn Risk
197,CUST-00197,Public Sector,Education,1,2023-08-15,1831.0,41.0,High Churn Risk
198,CUST-00198,SMB,Retail,9,2020-06-16,733.0,141.0,High Churn Risk
199,CUST-00199,SMB,Logistics,6,2021-10-29,567.0,121.0,High Churn Risk
200,CUST-00200,SMB,Logistics,6,2022-04-19,559.0,161.0,High Churn Risk
201,CUST-00201,SMB,Manufacturing,1,2024-02-03,604.0,199.0,High Churn Risk
202,CUST-00202,Mid-Market,Technology,8,2021-11-26,3641.0,72.0,High Churn Risk
203,CUST-00203,SMB,Government,6,2022-12-18,477.0,172.0,High Churn Risk
204,CUST-00204,SMB,Healthcare,6,2020-06-29,1054.0,166.0,High Churn Risk
205,CUST-00205,Distributor,Technology,5,2022-04-16,10123.0,91.0,High Churn Risk
206,CUST-00206,Mid-Market,Healthcare,2,2020-08-04,3485.0,7.0,High Churn Risk
207,CUST-00207,SMB,Healthcare,6,2022-11-30,835.0,124.0,High Churn Risk
208,CUST-00208,Distributor,Logistics,1,2021-08-25,7015.0,105.0,High Churn Risk
209,CUST-00209,SMB,Manufacturing,7,2020-08-17,13.0,168.0,High Churn Risk
210,CUST-00210,SMB,Government,8,2021-06-23,338.0,141.0,High Churn Risk
211,CUST-00211,Mid-Market,Logistics,2,2022-08-16,5044.0,101.0,High Churn Risk
212,CUST-00212,SMB,Government,6,2022-12-18,1527.0,13.0,High Churn Risk
213,CUST-00213,SMB,Retail,8,2020-12-03,1605.0,23.0,High Churn Risk
214,CUST-00214,Distributor,Education,9,2022-05-22,5676.0,82.0,High Churn Risk
215,CUST-00215,SMB,Technology,5,2020-09-18,1128.0,156.0,High Churn Risk
216,CUST-00216,SMB,Retail,3,2021-09-28,1006.0,128.0,High Churn Risk
217,CUST-00217,Public Sector,Manufacturing,4,2020-03-25,2444.0,55.0,High Churn Risk
218,CUST-00218,Enterprise,Manufacturing,3,2020-06-17,9085.0,26.0,High Churn Risk
219,CUST-00219,Enterprise,Logistics,1,2023-10-16,7291.0,4.0,High Churn Risk
220,CUST-00220,Mid-Market,Technology,6,2020-12-09,1928.0,5.0,High Churn Risk
221,CUST-00221,Public Sector,Healthcare,9,2020-07-08,2139.0,69.0,High Churn Risk
222,CUST-00222,SMB,Manufacturing,1,2023-09-08,734.0,197.0,High Churn Risk
223,CUST-00223,SMB,Technology,10,2023-07-30,1494.0,165.0,High Churn Risk
224,CUST-00224,Mid-Market,Healthcare,2,2023-01-05,7652.0,85.0,High Churn Risk
225,CUST-00225,Enterprise,Logistics,4,2022-03-26,4457.0,38.0,High Churn Risk
226,CUST-00226,Public Sector,Healthcare,6,2020-03-09,156.0,57.0,High Churn Risk
227,CUST-00227,Mid-Market,Manufacturing,1,2023-07-21,1491.0,69.0,High Churn Risk
228,CUST-00228,Mid-Market,Government,8,2022-05-01,6309.0,98.0,High Churn Risk
229,CUST-00229,Enterprise,Government,9,2022-02-16,8144.0,38.0,High Churn Risk
230,CUST-00230,Distributor,Government,9,2020-12-14,728.0,64.0,High Churn Risk
231,CUST-00231,Public Sector,Logistics,6,2023-11-08,171.0,55.0,High Churn Risk
232,CUST-00232,Mid-Market,Healthcare,6,2022-11-29,6157.0,93.0,High Churn Risk
233,CUST-00233,SMB,Retail,5,2022-03-28,726.0,198.0,High Churn Risk
234,CUST-00234,Mid-Market,Manufacturing,1,2021-07-19,2803.0,98.0,High Churn Risk
235,CUST-00235,SMB,Government,2,2023-11-21,982.0,213.0,High Churn Risk
236,CUST-00236,Mid-Market,Government,6,2021-12-17,3687.0,84.0,High Churn Risk
237,CUST-00237,Distributor,Healthcare,1,2021-11-07,3637.0,83.0,High Churn Risk
238,CUST-00238,Enterprise,Education,4,2023-02-05,9156.0,28.0,High Churn Risk
239,CUST-00239,Public Sector,Education,5,2021-04-21,3955.0,71.0,High Churn Risk
240,CUST-00240,SMB,Government,1,2021-06-13,703.0,122.0,High Churn Risk
241,CUST-00241,Mid-Market,Healthcare,6,2020-07-18,399.0,53.0,High Churn Risk
242,CUST-00242,SMB,Technology,4,2022-03-23,845.0,108.0,High Churn Risk
243,CUST-00243,SMB,Logistics,3,2021-05-08,353.0,106.0,High Churn Risk
244,CUST-00244,Mid-Market,Retail,4,2021-04-30,2572.0,67.0,High Churn Risk
245,CUST-00245,SMB,Healthcare,6,2020-08-05,1115.0,148.0,High Churn Risk
246,CUST-00246,SMB,Education,1,2020-05-25,135.0,107.0,High Churn Risk
247,CUST-00247,SMB,Manufacturing,7,2023-09-17,1182.0,185.0,High Churn Risk
248,CUST-00248,Distributor,Healthcare,10,2023-01-10,3813.0,98.0,High Churn Risk
249,CUST-00249,Mid-Market,Government,3,2020-05-17,3323.0,71.0,High Churn Risk
250,CUST-00250,Public Sector,Technology,3,2020-01-05,6378.0,51.0,High Churn Risk
251,CUST-00251,Mid-Market,Government,1,2022-12-24,382.0,74.0,High Churn Risk
252,CUST-00252,Enterprise,Government,4,2020-01-13,8065.0,43.0,High Churn Risk
253,CUST-00253,Mid-Market,Government,5,2022-12-25,1558.0,61.0,High Churn Risk
254,CUST-00254,Public Sector,Technology,3,2021-05-08,4928.0,4.0,High Churn Risk
255,CUST-00255,Mid-Market,Retail,1,2021-08-27,5249.0,84.0,High Churn Risk
256,CUST-00256,Mid-Market,Manufacturing,6,2021-07-13,5814.0,65.0,High Churn Risk
257,CUST-00257,SMB,Retail,4,2022-09-06,579.0,177.0,High Churn Risk
258,CUST-00258,Mid-Market,Retail,9,2021-10-05,5336.0,73.0,High Churn Risk
259,CUST-00259,Mid-Market,Education,2,2022-10-14,3605.0,91.0,High Churn Risk
260,CUST-00260,Distributor,Logistics,6,2020-08-14,3015.0,13.0,High Churn Risk
261,CUST-00261,Mid-Market,Technology,1,2020-06-16,2953.0,55.0,High Churn Risk
262,CUST-00262,SMB,Government,1,2020-04-20,898.0,109.0,High Churn Risk
263,CUST-00263,Enterprise,Manufacturing,2,2021-05-18,8252.0,24.0,High Churn Risk
264,CUST-00264,Mid-Market,Retail,3,2024-01-10,2116.0,51.0,High Churn Risk
265,CUST-00265,Enterprise,Education,2,2021-03-13,14038.0,42.0,High Churn Risk
266,CUST-00266,SMB,Retail,5,2023-10-31,1293.0,202.0,High Churn Risk
267,CUST-00267,Public Sector,Technology,9,2020-09-11,2528.0,65.0,High Churn Risk
268,CUST-00268,Mid-Market,Healthcare,9,2022-01-09,818.0,89.0,High Churn Risk
269,CUST-00269,Enterprise,Healthcare,6,2020-07-19,6859.0,39.0,High Churn Risk
270,CUST-00270,SMB,Healthcare,8,2021-06-06,1123.0,157.0,High Churn Risk
271,CUST-00271,Enterprise,Manufacturing,4,2021-11-24,10471.0,3.0,High Churn Risk
272,CUST-00272,Public Sector,Government,2,2023-07-15,3671.0,46.0,High Churn Risk
273,CUST-00273,SMB,Manufacturing,4,2021-12-02,985.0,123.0,High Churn Risk
274,CUST-00274,Mid-Market,Retail,5,2022-04-06,6299.0,6.0,High Churn Risk
275,CUST-00275,Distributor,Government,7,2022-01-15,3545.0,69.0,High Churn Risk
276,CUST-00276,SMB,Education,1,2020-12-06,1999.0,138.0,High Churn Risk
277,CUST-00277,Distributor,Technology,1,2021-06-13,3703.0,63.0,High Churn Risk
278,CUST-00278,SMB,Healthcare,8,2020-01-19,1073.0,137.0,High Churn Risk
279,CUST-00279,SMB,Government,1,2021-08-22,1131.0,128.0,High Churn Risk
280,CUST-00280,Mid-Market,Education,6,2021-05-15,2325.0,54.0,High Churn Risk
281,CUST-00281,Enterprise,Technology,10,2023-02-19,16364.0,31.0,High Churn Risk
282,CUST-00282,Distributor,Healthcare,1,2023-09-09,2148.0,127.0,High Churn Risk
283,CUST-00283,Mid-Market,Technology,3,2022-10-21,2968.0,56.0,High Churn Risk
284,CUST-00284,Distributor,Logistics,2,2021-12-17,7272.0,61.0,High Churn Risk
285,CUST-00285,SMB,Logistics,3,2022-06-01,359.0,226.0,High Churn Risk
286,CUST-00286,SMB,Healthcare,8,2022-01-02,773.0,151.0,High Churn Risk
287,CUST-00287,SMB,Healthcare,3,2023-06-07,577.0,137.0,High Churn Risk
288,CUST-00288,Mid-Market,Manufacturing,2,2022-11-10,3527.0,67.0,High Churn Risk
289,CUST-00289,Mid-Market,Education,5,2024-02-05,3679.0,78.0,High Churn Risk
290,CUST-00290,Distributor,Government,5,2020-07-03,6997.0,63.0,High Churn Risk
291,CUST-00291,SMB,Government,6,2022-03-18,2035.0,116.0,High Churn Risk
292,CUST-00292,SMB,Education,1,2022-11-22,947.0,197.0,High Churn Risk
293,CUST-00293,Public Sector,Logistics,6,2023-10-21,2516.0,66.0,High Churn Risk
294,CUST-00294,Public Sector,Technology,1,2020-05-28,33.0,67.0,High Churn Risk
295,CUST-00295,SMB,Manufacturing,4,2020-01-31,493.0,194.0,High Churn Risk
296,CUST-00296,Mid-Market,Government,1,2022-01-12,3331.0,57.0,High Churn Risk
297,CUST-00297,Mid-Market,Logistics,10,2020-09-04,1626.0,63.0,High Churn Risk
298,CUST-00298,Mid-Market,Education,1,2020-04-19,2324.0,46.0,High Churn Risk
299,CUST-00299,SMB,Education,9,2021-04-14,145.0,166.0,High Churn Risk
300,CUST-00300,SMB,Technology,3,2023-03-25,1145.0,181.0,High Churn Risk
301,CUST-00301,Distributor,Healthcare,10,2023-05-24,5934.0,72.0,High Churn Risk
302,CUST-00302,Mid-Market,Manufacturing,2,2021-02-16,3111.0,73.0,High Churn Risk
303,CUST-00303,Distributor,Healthcare,1,2023-11-30,7783.0,64.0,High Churn Risk
304,CUST-00304,Mid-Market,Manufacturing,10,2021-05-12,9877.0,78.0,High Churn Risk
305,CUST-00305,SMB,Retail,6,2020-08-20,1836.0,122.0,High Churn Risk
306,CUST-00306,SMB,Government,6,2020-11-11,3499.0,177.0,High Churn Risk
307,CUST-00307,Enterprise,Healthcare,1,2022-11-12,15501.0,26.0,High Churn Risk
308,CUST-00308,SMB,Government,1,2024-01-25,662.0,115.0,High Churn Risk
309,CUST-00309,Enterprise,Education,1,2022-03-27,1751.0,33.0,High Churn Risk
310,CUST-00310,SMB,Technology,7,2023-08-22,1007.0,231.0,High Churn Risk
