opportunity_id,created_date,customer_id,product_group,sales_rep_id,stage,expected_value_eur,win_probability,expected_close_date,created_date_id,weighted_pipeline_eur,days_to_close,is_closed_won,is_closed_lost
26,2023-09-03,1040,Connectivity Module,27,Proposal,62147.12,0.459,2023-09-24,20230903,28525.53,21,0,0
27,2025-10-13,371,Medical Sensor,31,Proposal,24499.64,0.359,2026-03-23,20251013,8795.37,161,0,0
28,2024-07-29,779,Laptop Standard,40,Negotiation,4852.04,0.626,2025-01-11,20240729,3037.38,166,0,0
29,2025-04-22,676,Laptop Pro,65,Closed Lost,16858.56,0.0,2025-09-26,20250422,0.0,157,0,1
30,2023-10-26,275,Industrial Scanner,47,Qualified,25773.34,0.227,2024-04-23,20231026,5850.55,180,0,0
31,2025-08-12,1117,Medical Sensor,14,Lead,60509.39,0.051,2026-01-31,20250812,3085.98,172,0,0
32,2025-07-25,1194,Industrial Scanner,39,Proposal,7531.85,0.488,2025-10-02,20250725,3675.54,69,0,0
33,2025-06-26,842,Tablet Enterprise,50,Qualified,12129.98,0.255,2025-10-14,20250626,3093.14,110,0,0
34,2024-02-16,213,Industrial Scanner,31,Lead,31211.06,0.058,2024-08-23,20240216,1810.24,189,0,0
35,2025-03-24,1047,Laptop Standard,35,Closed Lost,10840.11,0.004,2025-09-26,20250324,43.36,186,0,1
36,2025-11-26,792,Service Contract,70,Closed Won,18413.19,1.0,2025-12-26,20251126,18413.19,30,1,0
37,2023-03-30,945,Service Contract,46,Closed Lost,20543.37,0.0,2023-09-20,20230330,0.0,174,0,1
38,2025-12-21,1185,Laptop Pro,46,Lead,257204.76,0.246,2026-04-26,20251221,63272.37,126,0,0
39,2025-11-19,37,Legacy Workstation,4,Closed Won,18234.37,0.908,2026-04-30,20251119,16556.81,162,1,0
40,2023-11-08,267,Medical Sensor,59,Qualified,35372.84,0.063,2024-04-30,20231108,2228.49,174,0,0
41,2022-11-20,1061,Monitoring Device,11,Qualified,19488.91,0.258,2023-04-21,20221120,5028.14,152,0,0
42,2022-12-18,304,Laptop Standard,83,Proposal,109278.75,0.383,2023-06-07,20221218,41853.76,171,0,0
43,2023-10-22,957,Tablet Enterprise,75,Negotiation,7727.07,0.594,2024-05-02,20231022,4589.88,193,0,0
44,2024-08-05,1185,Monitoring Device,14,Closed Lost,32530.2,0.121,2024-11-23,20240805,3936.15,110,0,1
45,2023-11-25,145,Tablet Enterprise,82,Negotiation,23125.02,0.636,2024-02-10,20231125,14707.51,77,0,0
46,2023-11-13,532,Legacy Workstation,5,Closed Won,16291.46,1.0,2024-01-01,20231113,16291.46,49,1,0
47,2025-01-29,159,Service Contract,82,Proposal,65101.78,0.473,2025-04-09,20250129,30793.14,70,0,0
48,2025-11-30,349,Monitoring Device,76,Closed Lost,6238.23,0.0,2026-04-13,20251130,0.0,134,0,1
49,2024-06-01,100,Laptop Standard,72,Closed Won,9814.01,0.977,2024-09-14,20240601,9588.29,105,1,0
50,2024-03-21,562,Accessory Kit,36,Proposal,27845.78,0.455,2024-06-25,20240321,12669.83,96,0,0
51,2025-01-21,281,Connectivity Module,83,Lead,15552.55,0.014,2025-03-01,20250121,217.74,39,0,0
52,2022-07-17,762,Monitoring Device,11,Negotiation,8914.69,0.666,2022-08-31,20220717,5937.18,45,0,0
53,2022-06-28,128,Service Contract,28,Qualified,13263.69,0.276,2023-01-01,20220628,3660.78,187,0,0
54,2022-10-16,1032,Connectivity Module,22,Proposal,26337.58,0.454,2023-05-15,20221016,11957.26,211,0,0
55,2024-03-19,909,Monitoring Device,77,Qualified,58953.68,0.247,2024-07-10,20240319,14561.56,113,0,0
56,2025-02-09,976,Tablet Enterprise,76,Negotiation,98866.03,0.746,2025-05-05,20250209,73754.06,85,0,0
57,2024-02-25,703,Legacy Workstation,42,Proposal,23945.61,0.522,2024-05-29,20240225,12499.61,94,0,0
58,2025-02-19,414,Accessory Kit,63,Closed Lost,19139.59,0.0,2025-05-31,20250219,0.0,101,0,1
59,2025-12-03,627,Accessory Kit,49,Lead,26050.57,0.248,2026-03-24,20251203,6460.54,111,0,0
60,2024-05-08,179,Legacy Workstation,68,Negotiation,10170.7,0.587,2024-09-06,20240508,5970.2,121,0,0
61,2021-10-30,769,Laptop Standard,79,Closed Won,17422.4,1.0,2022-01-13,20211030,17422.4,75,1,0
62,2022-07-21,15,Laptop Standard,22,Closed Lost,28381.59,0.0,2023-01-24,20220721,0.0,187,0,1
63,2024-12-08,386,Legacy Workstation,45,Negotiation,10524.21,0.669,2025-06-24,20241208,7040.7,198,0,0
64,2024-09-13,1038,Connectivity Module,42,Proposal,66879.23,0.508,2025-03-02,20240913,33974.65,170,0,0
65,2022-01-19,1079,Medical Sensor,7,Qualified,34330.83,0.215,2022-08-08,20220119,7381.13,201,0,0
66,2025-04-02,401,Service Contract,49,Lead,26132.14,0.136,2025-08-18,20250402,3553.97,138,0,0
67,2023-06-26,125,Laptop Standard,66,Lead,9302.01,0.155,2024-01-25,20230626,1441.81,213,0,0
68,2023-08-29,265,Monitoring Device,36,Lead,89012.46,0.192,2023-12-11,20230829,17090.39,104,0,0
69,2025-11-20,845,Medical Sensor,5,Lead,2400.17,0.167,2026-02-15,20251120,400.83,87,0,0
70,2023-03-23,536,Medical Sensor,44,Qualified,10628.9,0.443,2023-05-16,20230323,4708.6,54,0,0
71,2023-05-09,1076,Medical Sensor,47,Lead,26819.54,0.055,2023-06-14,20230509,1475.07,36,0,0
72,2025-01-10,540,Accessory Kit,12,Proposal,23519.15,0.449,2025-06-07,20250110,10560.1,148,0,0
73,2025-06-20,935,Service Contract,23,Lead,62470.64,0.018,2025-12-29,20250620,1124.47,192,0,0
74,2025-10-12,832,Monitoring Device,59,Proposal,59404.35,0.369,2026-01-22,20251012,21920.21,102,0,0
75,2024-08-28,259,Medical Sensor,11,Lead,81337.9,0.053,2024-12-27,20240828,4310.91,121,0,0
76,2024-08-07,192,Connectivity Module,53,Proposal,47107.79,0.484,2025-02-20,20240807,22800.17,197,0,0
77,2021-04-16,514,Laptop Standard,77,Negotiation,17841.34,0.579,2021-10-30,20210416,10330.14,197,0,0
78,2025-03-03,711,Monitoring Device,50,Negotiation,8794.62,0.769,2025-07-16,20250303,6763.06,135,0,0
79,2022-02-09,1111,Medical Sensor,36,Negotiation,7341.37,0.545,2022-03-27,20220209,4001.05,46,0,0
80,2024-01-16,248,Medical Sensor,74,Closed Won,19052.21,1.0,2024-08-07,20240116,19052.21,204,1,0
81,2025-05-25,259,Accessory Kit,11,Closed Won,48509.46,1.0,2025-12-27,20250525,48509.46,216,1,0
82,2021-03-29,428,Connectivity Module,56,Qualified,9700.25,0.206,2021-08-26,20210329,1998.25,150,0,0
83,2024-03-08,819,Service Contract,4,Closed Lost,11372.83,0.0,2024-07-20,20240308,0.0,134,0,1
84,2024-05-09,932,Legacy Workstation,69,Lead,54303.56,0.063,2024-11-25,20240509,3421.12,200,0,0
85,2022-11-20,974,Medical Sensor,60,Qualified,63851.43,0.353,2023-03-02,20221120,22539.55,102,0,0
86,2024-10-23,979,Laptop Standard,37,Proposal,68546.95,0.485,2025-02-01,20241023,33245.27,101,0,0
87,2025-05-07,713,Monitoring Device,30,Closed Lost,59167.24,0.0,2025-06-27,20250507,0.0,51,0,1
88,2023-12-09,963,Connectivity Module,14,Negotiation,13719.41,0.744,2024-01-02,20231209,10207.24,24,0,0
89,2021-01-26,687,Service Contract,53,Qualified,62694.81,0.171,2021-04-06,20210126,10720.81,70,0,0
90,2024-10-16,113,Medical Sensor,21,Lead,59562.28,0.227,2024-12-24,20241016,13520.64,69,0,0
91,2023-08-07,206,Legacy Workstation,28,Closed Won,202433.77,0.879,2023-10-03,20230807,177939.28,57,1,0
92,2025-07-15,137,Monitoring Device,85,Lead,37387.8,0.176,2025-08-16,20250715,6580.25,32,0,0
93,2022-04-16,778,Accessory Kit,41,Lead,29867.46,0.067,2022-07-01,20220416,2001.12,76,0,0
94,2025-12-04,147,Industrial Scanner,35,Closed Lost,9825.59,0.0,2026-02-18,20251204,0.0,76,0,1
95,2024-11-22,517,Service Contract,32,Lead,29543.13,0.056,2025-01-06,20241122,1654.42,45,0,0
96,2025-06-21,101,Tablet Enterprise,78,Lead,4449.92,0.094,2025-11-05,20250621,418.29,137,0,0
97,2025-07-12,6,Medical Sensor,80,Lead,16981.68,0.094,2025-11-10,20250712,1596.28,121,0,0
98,2021-02-20,994,Laptop Standard,47,Closed Won,210994.83,0.862,2021-05-24,20210220,181877.54,93,1,0
99,2025-12-15,597,Laptop Pro,68,Lead,6339.6,0.147,2026-01-11,20251215,931.92,27,0,0
100,2025-03-12,939,Connectivity Module,74,Lead,55517.86,0.0,2025-09-11,20250312,0.0,183,0,0
101,2023-01-05,170,Service Contract,18,Qualified,139123.73,0.25,2023-07-11,20230105,34780.93,187,0,0
102,2024-09-22,994,Laptop Pro,56,Closed Won,9153.35,0.971,2025-03-14,20240922,8887.9,173,1,0
103,2024-10-18,238,Medical Sensor,35,Closed Won,12360.51,1.0,2024-11-09,20241018,12360.51,22,1,0
104,2022-08-31,650,Legacy Workstation,61,Qualified,24860.8,0.286,2022-11-23,20220831,7110.19,84,0,0
105,2024-08-20,268,Connectivity Module,25,Qualified,2651.07,0.247,2025-02-23,20240820,654.81,187,0,0
106,2024-09-12,802,Laptop Standard,17,Closed Lost,4444.71,0.0,2024-11-29,20240912,0.0,78,0,1
107,2024-04-11,154,Laptop Pro,34,Closed Won,41526.4,1.0,2024-09-22,20240411,41526.4,164,1,0
108,2024-06-23,52,Monitoring Device,22,Closed Won,30545.67,0.836,2024-07-20,20240623,25536.18,27,1,0
109,2025-12-28,266,Tablet Enterprise,7,Lead,26090.53,0.214,2026-03-03,20251228,5583.37,65,0,0
110,2023-12-24,812,Tablet Enterprise,16,Negotiation,93707.3,0.728,2024-07-01,20231224,68218.91,190,0,0
111,2023-11-05,728,Tablet Enterprise,31,Proposal,15276.63,0.541,2023-12-09,20231105,8264.66,34,0,0
112,2023-08-05,37,Connectivity Module,84,Negotiation,117145.0,0.663,2023-09-25,20230805,77667.14,51,0,0
113,2022-05-12,265,Laptop Standard,23,Qualified,9767.44,0.276,2022-07-01,20220512,2695.81,50,0,0
114,2025-12-24,1042,Laptop Pro,78,Qualified,7159.37,0.256,2026-07-02,20251224,1832.8,190,0,0
115,2021-09-18,1034,Service Contract,39,Negotiation,36098.96,0.599,2022-02-18,20210918,21623.28,153,0,0
116,2024-05-15,485,Tablet Enterprise,37,Lead,32933.83,0.0,2024-10-19,20240515,0.0,157,0,0
117,2025-12-03,1104,Monitoring Device,26,Negotiation,15909.02,0.625,2026-04-09,20251203,9943.14,127,0,0
118,2025-10-01,575,Accessory Kit,71,Lead,52866.67,0.0,2026-03-01,20251001,0.0,151,0,0
119,2022-04-19,1172,Laptop Pro,52,Proposal,18276.88,0.574,2022-07-03,20220419,10490.93,75,0,0
120,2024-07-04,860,Connectivity Module,14,Closed Lost,126905.58,0.069,2024-11-03,20240704,8756.49,122,0,1
121,2022-09-17,788,Accessory Kit,17,Negotiation,36556.83,0.448,2022-12-02,20220917,16377.46,76,0,0
122,2021-05-31,1141,Laptop Standard,11,Qualified,15184.07,0.23,2021-12-01,20210531,3492.34,184,0,0
123,2022-09-14,416,Service Contract,59,Negotiation,17072.52,0.534,2022-12-05,20220914,9116.73,82,0,0
124,2024-03-08,1154,Tablet Enterprise,31,Qualified,61986.27,0.437,2024-06-05,20240308,27088.0,89,0,0
125,2022-09-03,1060,Industrial Scanner,23,Proposal,36542.46,0.445,2022-12-27,20220903,16261.39,115,0,0
126,2025-03-10,594,Legacy Workstation,62,Closed Won,8577.81,0.985,2025-04-03,20250310,8449.14,24,1,0
127,2025-11-06,20,Laptop Pro,44,Lead,18244.21,0.024,2026-04-20,20251106,437.86,165,0,0
128,2025-08-15,847,Industrial Scanner,26,Closed Lost,8399.4,0.0,2026-02-27,20250815,0.0,196,0,1
129,2025-10-16,431,Connectivity Module,64,Proposal,6574.72,0.502,2026-01-30,20251016,3300.51,106,0,0
130,2025-07-09,314,Legacy Workstation,53,Lead,8735.38,0.126,2025-12-05,20250709,1100.66,149,0,0
131,2025-03-02,465,Tablet Enterprise,68,Negotiation,14692.65,0.566,2025-08-26,20250302,8316.04,177,0,0
132,2024-04-11,16,Industrial Scanner,63,Closed Lost,2584.05,0.0,2024-08-17,20240411,0.0,128,0,1
133,2024-03-29,945,Accessory Kit,80,Lead,10620.53,0.0,2024-04-26,20240329,0.0,28,0,0
134,2025-08-17,238,Laptop Standard,85,Negotiation,48856.81,0.465,2026-02-15,20250817,22718.42,182,0,0
135,2022-10-29,1050,Legacy Workstation,34,Closed Lost,77875.62,0.0,2023-05-01,20221029,0.0,184,0,1
136,2022-02-05,874,Accessory Kit,14,Qualified,16105.13,0.305,2022-06-09,20220205,4912.06,124,0,0
137,2024-04-19,1083,Industrial Scanner,18,Closed Lost,12849.05,0.077,2024-07-30,20240419,989.38,102,0,1
138,2023-12-17,484,Connectivity Module,79,Proposal,12978.03,0.408,2024-01-09,20231217,5295.04,23,0,0
139,2023-01-21,679,Industrial Scanner,46,Negotiation,15753.99,0.52,2023-03-08,20230121,8192.07,46,0,0
140,2025-02-18,762,Laptop Standard,11,Closed Lost,44544.19,0.04,2025-05-24,20250218,1781.77,95,0,1
141,2024-11-15,875,Laptop Pro,74,Proposal,48912.35,0.68,2025-04-10,20241115,33260.4,146,0,0
142,2024-05-14,895,Laptop Standard,46,Qualified,20774.04,0.244,2024-06-29,20240514,5068.87,46,0,0
143,2023-07-09,684,Legacy Workstation,34,Qualified,4800.13,0.327,2023-12-15,20230709,1569.64,159,0,0
144,2022-10-21,416,Laptop Pro,9,Closed Lost,18110.15,0.001,2023-02-03,20221021,18.11,105,0,1
145,2024-09-25,271,Industrial Scanner,73,Closed Lost,27952.81,0.0,2025-04-16,20240925,0.0,203,0,1
146,2022-11-23,584,Laptop Pro,18,Lead,15475.28,0.176,2022-12-30,20221123,2723.65,37,0,0
147,2021-12-18,769,Monitoring Device,79,Qualified,22522.71,0.218,2022-03-25,20211218,4909.95,97,0,0
148,2022-01-02,72,Industrial Scanner,42,Proposal,122229.96,0.475,2022-03-01,20220102,58059.23,58,0,0
149,2024-11-14,765,Industrial Scanner,82,Lead,53129.15,0.171,2025-06-14,20241114,9085.08,212,0,0
150,2025-05-17,966,Accessory Kit,11,Qualified,49187.18,0.115,2025-11-16,20250517,5656.53,183,0,0
151,2021-07-15,37,Tablet Enterprise,67,Qualified,77069.09,0.312,2021-09-13,20210715,24045.56,60,0,0
152,2023-12-10,779,Connectivity Module,65,Negotiation,4271.39,0.555,2024-06-05,20231210,2370.62,178,0,0
153,2024-02-06,37,Laptop Pro,21,Qualified,10520.71,0.172,2024-02-29,20240206,1809.56,23,0,0
154,2023-08-29,439,Laptop Standard,28,Closed Lost,12067.05,0.148,2023-12-15,20230829,1785.92,108,0,1
155,2022-12-14,497,Laptop Pro,79,Negotiation,20967.25,0.559,2023-02-16,20221214,11720.69,64,0,0
156,2022-09-12,1020,Service Contract,40,Closed Lost,15681.61,0.0,2022-10-04,20220912,0.0,22,0,1
157,2024-01-03,736,Legacy Workstation,1,Closed Won,146426.88,0.915,2024-01-29,20240103,133980.6,26,1,0
158,2024-06-10,968,Monitoring Device,23,Proposal,21436.56,0.451,2024-09-21,20240610,9667.89,103,0,0
159,2025-08-22,779,Tablet Enterprise,29,Closed Won,10332.93,0.802,2025-12-28,20250822,8287.01,128,1,0
160,2022-12-10,1024,Service Contract,64,Lead,67268.83,0.132,2023-06-26,20221210,8879.49,198,0,0
161,2025-08-12,832,Service Contract,18,Qualified,22926.16,0.342,2026-02-10,20250812,7840.75,182,0,0
162,2023-01-22,415,Legacy Workstation,7,Closed Won,67144.48,1.0,2023-03-26,20230122,67144.48,63,1,0
163,2025-05-24,241,Accessory Kit,75,Closed Won,40411.04,1.0,2025-10-18,20250524,40411.04,147,1,0
164,2021-05-15,70,Tablet Enterprise,7,Negotiation,2854.91,0.632,2021-10-23,20210515,1804.3,161,0,0
165,2025-12-30,1140,Laptop Pro,69,Closed Won,2104.11,0.965,2026-02-23,20251230,2030.47,55,1,0
166,2024-08-31,599,Tablet Enterprise,61,Qualified,5085.77,0.23,2024-10-29,20240831,1169.73,59,0,0
167,2023-09-13,37,Accessory Kit,6,Qualified,95868.71,0.278,2023-10-22,20230913,26651.5,39,0,0
168,2024-04-20,1144,Tablet Enterprise,19,Qualified,19537.53,0.419,2024-05-23,20240420,8186.23,33,0,0
169,2025-02-28,632,Service Contract,12,Lead,24629.92,0.18,2025-07-30,20250228,4433.39,152,0,0
170,2022-12-24,1154,Monitoring Device,72,Proposal,124645.8,0.48,2023-04-22,20221224,59829.98,119,0,0
171,2023-07-21,138,Service Contract,73,Closed Lost,149097.21,0.0,2024-02-16,20230721,0.0,210,0,1
172,2021-11-18,85,Medical Sensor,53,Closed Won,17385.42,1.0,2021-12-24,20211118,17385.42,36,1,0
173,2024-04-25,509,Service Contract,58,Lead,59877.68,0.0,2024-09-28,20240425,0.0,156,0,0
174,2024-07-28,942,Legacy Workstation,58,Lead,14790.02,0.165,2024-10-01,20240728,2440.35,65,0,0
175,2024-09-29,529,Laptop Pro,51,Proposal,15814.47,0.464,2025-02-26,20240929,7337.91,150,0,0
176,2025-12-24,268,Medical Sensor,59,Qualified,26354.03,0.419,2026-04-05,20251224,11042.34,102,0,0
177,2025-10-11,385,Service Contract,16,Lead,83452.74,0.163,2026-04-20,20251011,13602.8,191,0,0
178,2021-11-09,128,Monitoring Device,11,Lead,53557.94,0.0,2021-12-03,20211109,0.0,24,0,0
179,2021-09-05,909,Laptop Standard,83,Proposal,4653.1,0.43,2022-04-09,20210905,2000.83,216,0,0
180,2021-10-11,741,Accessory Kit,46,Qualified,26182.43,0.14,2022-01-19,20211011,3665.54,100,0,0
181,2024-02-26,663,Medical Sensor,47,Lead,25741.81,0.173,2024-09-25,20240226,4453.33,212,0,0
182,2025-01-04,849,Accessory Kit,76,Lead,50384.72,0.113,2025-03-24,20250104,5693.47,79,0,0
183,2025-12-07,762,Laptop Pro,36,Proposal,40282.55,0.405,2026-03-21,20251207,16314.43,104,0,0
184,2024-11-18,3,Tablet Enterprise,14,Lead,24324.86,0.154,2025-05-20,20241118,3746.03,183,0,0
185,2024-03-28,465,Tablet Enterprise,75,Proposal,14898.32,0.478,2024-09-25,20240328,7121.4,181,0,0
186,2025-09-29,1126,Laptop Pro,58,Negotiation,25310.71,0.585,2025-11-21,20250929,14806.77,53,0,0
187,2024-02-29,982,Laptop Pro,53,Proposal,90897.18,0.546,2024-08-08,20240229,49629.86,161,0,0
188,2025-07-31,977,Laptop Standard,70,Qualified,11764.3,0.377,2026-01-12,20250731,4435.14,165,0,0
189,2023-10-19,382,Accessory Kit,7,Lead,18980.39,0.16,2024-04-28,20231019,3036.86,192,0,0
190,2025-09-21,52,Tablet Enterprise,22,Lead,4974.08,0.0,2026-01-08,20250921,0.0,109,0,0
191,2025-05-07,118,Service Contract,49,Qualified,22082.29,0.299,2025-11-11,20250507,6602.6,188,0,0
192,2023-02-15,924,Tablet Enterprise,42,Proposal,13554.29,0.522,2023-03-15,20230215,7075.34,28,0,0
193,2023-03-07,1083,Industrial Scanner,25,Negotiation,37150.91,0.69,2023-07-22,20230307,25634.13,137,0,0
194,2025-03-05,753,Tablet Enterprise,80,Qualified,17893.98,0.326,2025-07-10,20250305,5833.44,127,0,0
195,2022-07-12,385,Connectivity Module,4,Lead,12106.22,0.041,2022-09-28,20220712,496.36,78,0,0
196,2024-08-30,703,Tablet Enterprise,50,Lead,7494.31,0.078,2025-01-31,20240830,584.56,154,0,0
197,2024-10-01,704,Legacy Workstation,50,Qualified,99545.32,0.228,2025-01-30,20241001,22696.33,121,0,0
198,2022-03-21,138,Accessory Kit,85,Lead,47924.9,0.042,2022-05-26,20220321,2012.85,66,0,0
199,2025-09-04,1081,Tablet Enterprise,30,Lead,4681.73,0.242,2026-04-06,20250904,1132.98,214,0,0
200,2024-08-08,1085,Service Contract,22,Proposal,20886.9,0.505,2024-09-10,20240808,10547.88,33,0,0
201,2024-01-04,1115,Service Contract,26,Closed Won,5332.54,0.803,2024-02-01,20240104,4282.03,28,1,0
202,2022-07-17,79,Legacy Workstation,46,Qualified,73045.79,0.165,2022-09-12,20220717,12052.56,57,0,0
203,2022-01-27,103,Laptop Standard,49,Closed Won,3915.52,0.955,2022-08-10,20220127,3739.32,195,1,0
204,2022-08-05,1058,Legacy Workstation,69,Proposal,134746.29,0.507,2022-11-19,20220805,68316.37,106,0,0
205,2025-07-22,37,Monitoring Device,6,Proposal,66895.43,0.405,2025-08-19,20250722,27092.65,28,0,0
206,2023-08-29,702,Industrial Scanner,56,Qualified,12355.72,0.324,2024-03-29,20230829,4003.25,213,0,0
207,2023-01-28,465,Tablet Enterprise,14,Lead,46946.6,0.045,2023-06-27,20230128,2112.6,150,0,0
208,2024-11-15,941,Legacy Workstation,17,Lead,39351.2,0.072,2025-06-22,20241115,2833.29,219,0,0
209,2023-12-03,37,Laptop Standard,71,Qualified,8565.52,0.262,2024-06-04,20231203,2244.17,184,0,0
210,2025-02-26,34,Connectivity Module,25,Closed Lost,111540.96,0.0,2025-08-25,20250226,0.0,180,0,1
211,2025-09-11,170,Laptop Pro,9,Qualified,136252.48,0.323,2025-12-05,20250911,44009.55,85,0,0
212,2025-02-13,1005,Legacy Workstation,55,Proposal,4971.35,0.351,2025-03-17,20250213,1744.94,32,0,0
213,2021-08-12,575,Monitoring Device,6,Lead,20680.4,0.046,2022-01-22,20210812,951.3,163,0,0
214,2024-12-27,403,Connectivity Module,68,Lead,26340.26,0.0,2025-06-11,20241227,0.0,166,0,0
215,2025-03-04,988,Laptop Pro,38,Proposal,23049.87,0.369,2025-07-28,20250304,8505.4,146,0,0
216,2023-07-09,393,Service Contract,43,Closed Won,47518.43,1.0,2023-09-13,20230709,47518.43,66,1,0
217,2023-03-11,37,Laptop Pro,6,Proposal,66886.25,0.442,2023-09-30,20230311,29563.72,203,0,0
218,2025-07-07,557,Service Contract,37,Closed Lost,27780.69,0.0,2025-11-25,20250707,0.0,141,0,1
219,2025-03-25,837,Laptop Pro,63,Closed Won,43119.27,0.944,2025-08-12,20250325,40704.59,140,1,0
220,2025-01-19,465,Monitoring Device,61,Qualified,87701.31,0.309,2025-07-24,20250119,27099.7,186,0,0
221,2022-09-07,558,Accessory Kit,27,Negotiation,30086.9,0.71,2022-09-28,20220907,21361.7,21,0,0
222,2022-08-15,385,Laptop Standard,6,Proposal,4692.75,0.485,2023-02-25,20220815,2275.98,194,0,0
223,2025-03-11,1161,Industrial Scanner,62,Qualified,31270.58,0.25,2025-07-06,20250311,7817.64,117,0,0
224,2023-05-25,37,Legacy Workstation,52,Qualified,24440.22,0.347,2023-12-11,20230525,8480.76,200,0,0
225,2024-01-18,1132,Tablet Enterprise,8,Lead,19941.7,0.151,2024-07-12,20240118,3011.2,176,0,0
226,2023-02-13,991,Accessory Kit,27,Qualified,14412.67,0.223,2023-07-22,20230213,3214.03,159,0,0
227,2025-07-26,85,Monitoring Device,50,Proposal,24003.61,0.438,2025-12-19,20250726,10513.58,146,0,0
228,2024-09-14,588,Connectivity Module,58,Negotiation,2003.67,0.676,2025-01-12,20240914,1354.48,120,0,0
229,2025-07-19,626,Service Contract,14,Closed Won,11593.86,1.0,2025-09-18,20250719,11593.86,61,1,0
230,2024-09-19,230,Legacy Workstation,18,Proposal,8943.11,0.362,2024-10-28,20240919,3237.41,39,0,0
231,2023-10-02,465,Connectivity Module,22,Qualified,32707.09,0.285,2024-02-16,20231002,9321.52,137,0,0
232,2025-05-27,912,Tablet Enterprise,82,Negotiation,65665.89,0.653,2025-07-26,20250527,42879.83,60,0,0
233,2022-12-28,581,Connectivity Module,70,Proposal,16615.88,0.38,2023-06-02,20221228,6314.03,156,0,0
234,2021-07-26,132,Medical Sensor,70,Qualified,13579.82,0.197,2022-01-09,20210726,2675.22,167,0,0
235,2022-02-18,1010,Service Contract,42,Lead,54806.36,0.0,2022-08-19,20220218,0.0,182,0,0
236,2021-01-20,37,Laptop Standard,67,Proposal,73382.4,0.497,2021-05-29,20210120,36471.05,129,0,0
237,2022-02-08,358,Service Contract,9,Qualified,48505.89,0.254,2022-03-22,20220208,12320.5,42,0,0
238,2021-08-30,450,Legacy Workstation,28,Lead,14749.92,0.072,2022-02-08,20210830,1061.99,162,0,0
239,2025-02-06,619,Accessory Kit,40,Lead,46751.09,0.0,2025-04-16,20250206,0.0,69,0,0
240,2024-05-13,418,Monitoring Device,11,Proposal,82560.12,0.428,2024-06-15,20240513,35335.73,33,0,0
