model,split,decision_rule,threshold,accuracy,balanced_accuracy,macro_f1,weighted_f1,high_risk_recall,high_risk_precision,high_risk_f1,high_risk_f2,false_alarm_rate,alert_rate,high_risk_alert_rate,high_risk_tp,high_risk_fp,high_risk_fn,high_risk_tn,macro_roc_auc_ovr,macro_pr_auc,high_risk_pr_auc,log_loss,any_risk_alert_rate
balanced_medium,valid,high_risk_threshold,0.006143,0.4031875,0.5812317287972081,0.3633442999232055,0.5077125197797778,0.9956427015250544,0.0549212834995793,0.1041002277904328,0.2249680023629024,0.5060163438646161,0.5200625,0.5200625,457,7864,2,7677,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.7008125
balanced_medium,valid,high_risk_threshold,0.006582,0.41,0.5866873352360299,0.3684175631469433,0.5134884383147671,0.9956427015250544,0.0560049019607843,0.1060447847778164,0.2285914365746298,0.4956566501512129,0.51,0.51,457,7703,2,7838,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6964375
balanced_medium,valid,high_risk_threshold,0.007016,0.4168125,0.5920617287801493,0.3733549247071497,0.5192246754289336,0.9956427015250544,0.057125,0.108050596997281,0.2323098820658804,0.4853613023614954,0.5,0.5,457,7543,2,7998,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.692125
balanced_medium,valid,high_risk_threshold,0.007488,0.4230625,0.596956974118806,0.377670986656973,0.5241418431475587,0.9956427015250544,0.0582908163265306,0.1101337510543438,0.2361513021909879,0.4750659545717778,0.49,0.49,457,7383,2,8158,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.687625
balanced_medium,valid,high_risk_threshold,0.007953,0.4305,0.6029224083151691,0.3832337736790858,0.5304973205449439,0.9956427015250544,0.0595052083333333,0.1122988082073964,0.2401218999579655,0.4647706067820603,0.48,0.48,457,7223,2,8318,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6833125
balanced_medium,valid,high_risk_threshold,0.008314,0.4366875,0.6083148579173124,0.3878613944386359,0.5351140045692192,0.9956427015250544,0.0607793589573081,0.1145650538982201,0.2442544094067343,0.4544109130686571,0.4699375,0.4699375,457,7062,2,8479,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.679625
balanced_medium,valid,high_risk_threshold,0.008699,0.44275,0.6134835226258941,0.3921739234148811,0.5396566263378048,0.9956427015250544,0.0620839559842412,0.1168797953964194,0.2484505817114276,0.444244257126311,0.4600625,0.4600625,457,6904,2,8637,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6765
balanced_medium,valid,high_risk_threshold,0.009203,0.448625,0.6174991537916671,0.3959462902680009,0.5439573972483592,0.9934640522875816,0.0633333333333333,0.1190755973364669,0.2523240371845949,0.4339489093365935,0.45,0.45,456,6744,3,8797,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6728125
balanced_medium,valid,high_risk_threshold,0.009681,0.4543125,0.6206512238015324,0.3990279400110583,0.5480304312926276,0.9912854030501088,0.0646306818181818,0.1213495132684358,0.2563091482649842,0.4237179074705617,0.44,0.44,455,6585,4,8956,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6675625
balanced_medium,valid,high_risk_threshold,0.01,0.4590625,0.6243634889694413,0.4021721401619124,0.5515124092520405,0.9912854030501088,0.0657609481138892,0.1233396584440227,0.2598515134209023,0.4159320507045879,0.4324375,0.4324375,455,6464,4,9077,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.66425
balanced_medium,valid,high_risk_threshold,0.010127,0.46125,0.6259245506604042,0.4037100029673059,0.553426389541356,0.9912854030501088,0.0661337209302325,0.1239950946995503,0.2610142267094997,0.4134225596808442,0.43,0.43,455,6425,4,9116,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6626875
balanced_medium,valid,high_risk_threshold,0.010731,0.467875,0.6305572023906693,0.4077724068476251,0.5584456853972999,0.9912854030501088,0.0677083333333333,0.1267586014765287,0.2658952781673679,0.4031272118911267,0.42,0.42,455,6265,4,9276,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6573125
balanced_medium,valid,high_risk_threshold,0.01138,0.474125,0.6352088090452189,0.4117374686863851,0.5628919198006888,0.9912854030501088,0.0693597560975609,0.1296480980196609,0.2709623630300142,0.3928318641014092,0.41,0.41,455,6105,4,9436,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6523125
balanced_medium,valid,high_risk_threshold,0.01195,0.480375,0.6397385963577151,0.4155808228791564,0.5673485556064711,0.9912854030501088,0.07109375,0.1326724012246683,0.2762263234579893,0.3825365163116916,0.4,0.4,455,5945,4,9596,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6474375
balanced_medium,valid,high_risk_threshold,0.012489,0.4861875,0.643688168779501,0.4188866078633073,0.5712412474224026,0.9912854030501088,0.0729166666666666,0.1358411703239289,0.2816988608221892,0.3722411685219741,0.39,0.39,455,5785,4,9756,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.642
balanced_medium,valid,high_risk_threshold,0.013097,0.49225,0.6479634916463568,0.4225494354159331,0.5753551225171318,0.9912854030501088,0.0748355263157894,0.1391650099403578,0.2873926225366346,0.3619458207322566,0.38,0.38,455,5625,4,9916,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.636625
balanced_medium,valid,high_risk_threshold,0.013803,0.49975,0.6533099022371797,0.4275024263102949,0.5811112487912518,0.9912854030501088,0.0768581081081081,0.1426555886502586,0.2933212996389892,0.3516504729425391,0.37,0.37,455,5465,4,10076,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6309375
balanced_medium,valid,high_risk_threshold,0.014607,0.50625,0.6580436206526924,0.4316814257828321,0.5856217876637653,0.9912854030501088,0.0789930555555555,0.1463257758482071,0.2994997367035282,0.3413551251528215,0.36,0.36,455,5305,4,10236,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6256875
balanced_medium,valid,high_risk_threshold,0.015265,0.5131875,0.6631139152748083,0.4362546866611569,0.5905850770105581,0.9912854030501088,0.0812645115199142,0.1502145922746781,0.3059852051109616,0.3309954314394183,0.3499375,0.3499375,455,5144,4,10397,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6204375
balanced_medium,valid,high_risk_threshold,0.016093,0.5200625,0.6678692852133875,0.4406427605517404,0.5954942562517714,0.9912854030501088,0.0836397058823529,0.1542634344804204,0.312671797691039,0.3207644295733865,0.34,0.34,455,4985,4,10556,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.61475
balanced_medium,valid,high_risk_threshold,0.016904,0.5268125,0.6726039024951609,0.4450013773477251,0.6001824281688214,0.9912854030501088,0.0861742424242424,0.1585642097926468,0.3197020798201237,0.310469081783669,0.33,0.33,455,4825,4,10716,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6091875
balanced_medium,valid,high_risk_threshold,0.017746,0.53325,0.6764083722614268,0.4491057532500417,0.6045005359485454,0.989106753812636,0.0886545596563171,0.1627240143369175,0.3262900675578553,0.3003024258413229,0.3200625,0.3200625,454,4667,5,10874,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.6033125
balanced_medium,valid,high_risk_threshold,0.018539,0.5403125,0.6809715357247833,0.4535673681118866,0.6094717050802637,0.989106753812636,0.0915322580645161,0.1675585901457833,0.3340200117716304,0.2899427321279197,0.31,0.31,454,4506,5,11035,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.596875
balanced_medium,valid,high_risk_threshold,0.019616,0.5469375,0.6851575165341854,0.4577007382365792,0.6139248617652607,0.989106753812636,0.0945833333333333,0.1726563985548583,0.3420735382760699,0.2796473843382022,0.3,0.3,454,4346,5,11195,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5904375
balanced_medium,valid,high_risk_threshold,0.02,0.549375,0.6869631157755162,0.4593986628233993,0.6153990625668817,0.989106753812636,0.0958614864864864,0.1747834456207892,0.3454047474132684,0.2755292452223151,0.296,0.296,454,4282,5,11259,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.58825
balanced_medium,valid,high_risk_threshold,0.020735,0.5528125,0.6891377685080498,0.4615374529287266,0.6174201706010528,0.989106753812636,0.0978448275862069,0.1780741321827809,0.3505250154416306,0.2693520365484846,0.29,0.29,454,4186,5,11355,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5845
balanced_medium,valid,high_risk_threshold,0.022023,0.5599375,0.6937316115234852,0.4663105872417963,0.6222976177058434,0.989106753812636,0.1013392857142857,0.1838428831747317,0.3594046865104496,0.2590566887587671,0.28,0.28,454,4026,5,11515,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5776875
balanced_medium,valid,high_risk_threshold,0.023339,0.5661875,0.6969973717126524,0.4703445165891887,0.6262633683551078,0.9869281045751634,0.1048611111111111,0.1895794099183929,0.3679337231968811,0.2488256868927353,0.27,0.27,453,3867,6,11674,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5713125
balanced_medium,valid,high_risk_threshold,0.024559,0.5734375,0.7019774254110541,0.4756063823271666,0.6311663462922387,0.9869281045751634,0.1088942307692307,0.1961463520242476,0.3777518345563709,0.2385303391030178,0.26,0.26,453,3707,6,11834,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.565
balanced_medium,valid,high_risk_threshold,0.026175,0.5801875,0.7060623395352087,0.4802374215267478,0.6355649797775752,0.9869281045751634,0.11325,0.2031845705315093,0.3881082933516107,0.2282349913133003,0.25,0.25,453,3547,6,11994,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5580625
balanced_medium,valid,high_risk_threshold,0.027704,0.586875,0.7107256708175522,0.4853640675883814,0.6397863875035408,0.9869281045751634,0.11796875,0.2107466852756455,0.3990486257928118,0.2179396435235827,0.24,0.24,453,3387,6,12154,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.552125
balanced_medium,valid,high_risk_threshold,0.029443,0.5930625,0.7144126496309463,0.4898604004946219,0.6435299547371863,0.9869281045751634,0.1230978260869565,0.2188934525247644,0.4106236403190718,0.2076442957338652,0.23,0.23,453,3227,6,12314,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5454375
balanced_medium,valid,high_risk_threshold,0.03,0.5949375,0.7156172813247608,0.4913072474530311,0.6446243976391282,0.9869281045751634,0.1248277762468999,0.2216242661448141,0.414455626715462,0.2043626536258928,0.2268125,0.2268125,453,3176,6,12365,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.543625
balanced_medium,valid,high_risk_threshold,0.031426,0.5998125,0.7189036282286128,0.4952362102041265,0.6478294410000929,0.9869281045751634,0.1286931818181818,0.227695400854486,0.4228902165795369,0.1973489479441477,0.22,0.22,453,3067,6,12474,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.539375
balanced_medium,valid,high_risk_threshold,0.033526,0.6069375,0.7235786841387503,0.5011236487040517,0.6524207157304772,0.9869281045751634,0.1348214285714285,0.237234878240377,0.4359122401847575,0.1870536001544302,0.21,0.21,453,2907,6,12634,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5325
balanced_medium,valid,high_risk_threshold,0.036002,0.6136875,0.727704204710256,0.5067602209237654,0.656674746198828,0.9869281045751634,0.1415625,0.2476086362394096,0.4497617156473391,0.1767582523647127,0.2,0.2,453,2747,6,12794,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.525625
balanced_medium,valid,high_risk_threshold,0.038493,0.620625,0.7320841897274021,0.5128976515892575,0.6611121928852165,0.9869281045751634,0.1490131578947368,0.2589311231780509,0.4645200984413454,0.1664629045749951,0.19,0.19,453,2587,6,12954,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.519
balanced_medium,valid,high_risk_threshold,0.04,0.6239375,0.7328064096349539,0.5157535006403896,0.6631154487280948,0.982570806100218,0.152726041313918,0.2643610785463071,0.470870745458342,0.1609935010617077,0.1845625,0.1845625,451,2502,8,13039,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5154375
balanced_medium,valid,high_risk_threshold,0.041309,0.62675,0.7346742668467022,0.5185555657572345,0.6647401894854049,0.982570806100218,0.1565972222222222,0.2701407607067984,0.4781594571670908,0.1562962486326491,0.18,0.18,451,2429,8,13112,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.512625
balanced_medium,valid,high_risk_threshold,0.04475,0.6340625,0.7387864310000142,0.5256413838629317,0.6695283063290403,0.9803921568627452,0.1654411764705882,0.2831078955646429,0.4938542581211588,0.1460652467666173,0.17,0.17,450,2270,9,13271,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.5058125
balanced_medium,valid,high_risk_threshold,0.048755,0.641125,0.7426540576029584,0.5328992924928989,0.6741014975164238,0.9782135076252724,0.175390625,0.2974494865849619,0.5106915377616015,0.1358342449005855,0.16,0.16,449,2111,10,13430,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.49925
balanced_medium,valid,high_risk_threshold,0.05,0.642625,0.7436746119843015,0.5346256509048559,0.6750061574788564,0.9782135076252724,0.1779627427665477,0.301140174379611,0.5150263821977518,0.1334534457242133,0.1576875,0.1576875,449,2074,10,13467,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.497875
balanced_medium,valid,high_risk_threshold,0.054111,0.6471875,0.7443960989677142,0.5395294832206583,0.6777068375480694,0.971677559912854,0.1858333333333333,0.3119972018188178,0.5264400377714825,0.1257319348819252,0.15,0.15,446,1954,13,13587,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.492625
balanced_medium,valid,high_risk_threshold,0.059962,0.6543125,0.7484162244647905,0.5480006378444362,0.6823212661321838,0.9694989106753812,0.1986607142857142,0.3297517599110782,0.5458783120706575,0.1155009330158934,0.14,0.14,445,1795,14,13746,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4860625
balanced_medium,valid,high_risk_threshold,0.06,0.6544375,0.7485181900162988,0.5481507793343309,0.6824138527550809,0.9694989106753812,0.1988382484361036,0.3299962921764924,0.5461462935689739,0.1153722411685219,0.139875,0.139875,445,1793,14,13748,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.486
balanced_medium,valid,high_risk_threshold,0.067314,0.6605,0.748295440141871,0.5553516202089636,0.6862555855927305,0.9564270152505446,0.2110576923076923,0.3458054352107129,0.5605209397344229,0.1055916607682903,0.13,0.13,439,1641,20,13900,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4798125
balanced_medium,valid,high_risk_threshold,0.07,0.66225,0.7479258196686501,0.5576980013660094,0.6872517598897937,0.9520697167755992,0.2158024691358024,0.3518518518518518,0.5659155659155659,0.1021813268129464,0.1265625,0.1265625,437,1588,22,13953,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4776875
balanced_medium,valid,high_risk_threshold,0.077314,0.666625,0.7501493739534077,0.5640649819505253,0.6899918904415431,0.9498910675381264,0.2270833333333333,0.3665405632618747,0.5804046858359958,0.09548935074963,0.12,0.12,436,1484,23,14057,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4733125
balanced_medium,valid,high_risk_threshold,0.08,0.668875,0.7516599023017468,0.5677237260098907,0.6914006249305694,0.9498910675381264,0.2340311325818572,0.3755383290267011,0.5893484725601513,0.0918216330995431,0.1164375,0.1164375,436,1427,23,14114,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.471375
balanced_medium,valid,high_risk_threshold,0.09,0.67275,0.7538004459592808,0.5741512279381303,0.6938621996065103,0.9477124183006536,0.2460407239819004,0.3906600808262236,0.6034961154273029,0.0857731162730841,0.1105,0.1105,435,1333,24,14208,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.468125
balanced_medium,valid,high_risk_threshold,0.090883,0.6729375,0.7538924846155165,0.574598239467787,0.6939421046979267,0.9477124183006536,0.2471590909090909,0.3920684993240198,0.6048387096774194,0.0852583488835982,0.11,0.11,435,1325,24,14216,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.467875
balanced_medium,valid,high_risk_threshold,0.1,0.676125,0.7549188034450719,0.5800100842824356,0.6960200215658527,0.943355119825708,0.2575847709696609,0.4046728971962617,0.6155814614728463,0.0803037127597966,0.1050625,0.1050625,433,1248,26,14293,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4653125
balanced_medium,valid,high_risk_threshold,0.108729,0.6790625,0.7563555151373208,0.5858549774666155,0.6978627880555414,0.9411764705882352,0.27,0.419621175327829,0.6286379511059371,0.0751560388649379,0.1,0.1,432,1168,27,14373,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4629375
balanced_medium,valid,high_risk_threshold,0.11,0.6795625,0.7568039837907049,0.5868014389968702,0.69819634950517,0.9411764705882352,0.2716981132075471,0.4216691068814056,0.6304728546409807,0.0745125796280805,0.099375,0.099375,432,1158,27,14383,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.462625
balanced_medium,valid,high_risk_threshold,0.12,0.68225,0.7592195786085639,0.5929983193278094,0.6998237832611884,0.9411764705882352,0.2845849802371542,0.4370257966616085,0.6440071556350627,0.0698796731227076,0.094875,0.094875,432,1086,27,14455,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.461
balanced_medium,valid,high_risk_threshold,0.13,0.684375,0.7589882017450206,0.5980016045502425,0.7010772610300343,0.934640522875817,0.2962707182320442,0.4499213424226533,0.6531668696711328,0.0655684962357634,0.0905,0.0905,429,1019,30,14522,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4593125
balanced_medium,valid,high_risk_threshold,0.131099,0.6845625,0.7592020597433097,0.5986761063379415,0.7011690732578139,0.934640522875817,0.2979166666666666,0.4518167456556082,0.6547619047619048,0.0650537288462776,0.09,0.09,429,1011,30,14530,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4593125
balanced_medium,valid,high_risk_threshold,0.14,0.6863125,0.7594821424277075,0.6027261766369701,0.7023050351147224,0.9302832244008714,0.3069734004313443,0.4616216216216216,0.6616052060737527,0.062029470433048,0.0869375,0.0869375,427,964,32,14577,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.458375
balanced_medium,valid,high_risk_threshold,0.15,0.6881875,0.7602754823925677,0.6079124508335667,0.7034936647823468,0.9281045751633988,0.3198198198198198,0.4757118927973199,0.6723484848484849,0.0582974068592754,0.08325,0.08325,426,906,33,14635,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4570625
balanced_medium,valid,high_risk_threshold,0.16,0.6894375,0.7601883093182836,0.6116891114161547,0.7042539621386724,0.9237472766884532,0.3294483294483294,0.4856815578465063,0.6788344540505924,0.0555305321407888,0.0804375,0.0804375,424,863,35,14678,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4565625
balanced_medium,valid,high_risk_threshold,0.16167,0.6898125,0.7606160253148619,0.6125871846318179,0.7045260792168597,0.9237472766884532,0.33125,0.4876365727429557,0.6803594351732991,0.0550801106749887,0.08,0.08,424,856,35,14685,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4565625
balanced_medium,valid,high_risk_threshold,0.17,0.6910625,0.7613056019956925,0.6165635715410721,0.7053153635363508,0.9215686274509804,0.3411290322580645,0.4979399646851088,0.6875812743823146,0.052570619651245,0.0775,0.0775,423,817,36,14724,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4563125
balanced_medium,valid,high_risk_threshold,0.18,0.692375,0.7626401821943118,0.6207960216529079,0.7062021308527221,0.9215686274509804,0.3516209476309227,0.5090252707581228,0.6959526159921026,0.0501898204748729,0.0751875,0.0751875,423,780,36,14761,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4560625
balanced_medium,valid,high_risk_threshold,0.19,0.69425,0.7640426188694396,0.6268861029935113,0.7074685723245627,0.9193899782135077,0.3669565217391304,0.5245494095711623,0.7066309444072337,0.0468438324432147,0.071875,0.071875,422,728,37,14813,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4558125
balanced_medium,valid,high_risk_threshold,0.199104,0.695375,0.7651227346224186,0.6306585689894626,0.7082713512190936,0.9193899782135077,0.3767857142857143,0.5345155161494617,0.7138024357239512,0.0449134547326426,0.07,0.07,422,698,37,14843,0.860306258127567,0.6777671776087776,0.5373356545658131,0.5768629197278955,0.4555
