rank,feature,importance,cumulative_importance,feature_family
181,return_pressure_score,0.0001327615708248,0.997689072463048,Supply and returns
182,high_churn_customer_count,0.0001316650243387,0.9978207374873868,Customer
183,product_category__Legacy Workstation,0.0001252623926185,0.9979459998800054,Product and lifecycle
184,return_value_rate,0.0001231246573903,0.9980691245373958,Supply and returns
185,product_line__Services,0.0001229480897645,0.9981920726271604,Product and lifecycle
186,product_category__Medical Sensor,0.00012024893451,0.9983123215616704,Product and lifecycle
187,seasonality_index,0.0001198339817955,0.998432155543466,Other
188,product_category__Laptop Standard,0.0001164858279415,0.9985486413714074,Product and lifecycle
189,return_rate_units,0.0001149364811193,0.9986635778525268,Supply and returns
190,product_category__Connectivity Module,0.0001136617656766,0.9987772396182034,Product and lifecycle
191,product_category__Laptop Pro,0.0001124818822905,0.998889721500494,Product and lifecycle
192,product_category__Tablet Enterprise,0.0001032511470823,0.9989929726475762,Product and lifecycle
193,product_category__Monitoring Device,0.0001011225150784,0.9990940951626548,Product and lifecycle
194,product_category__Industrial Scanner,7.205108685926181e-05,0.999166146249514,Product and lifecycle
195,campaign_flag,7.11349153518281e-05,0.9992372811648658,Risk and trend
196,campaign_channel__Partner,6.43542416864356e-05,0.999301635406552,Marketing and digital
197,campaign_channel__No Active Campaign,6.422700024501911e-05,0.9993658624067971,Marketing and digital
198,campaign_channel__Email,6.13108141244311e-05,0.9994271732209216,Marketing and digital
199,dominant_margin_category__High Margin,6.098042997967052e-05,0.9994881536509012,Profitability
200,product_category__Service Contract,5.868632835770037e-05,0.999546839979259,Product and lifecycle
201,campaign_channel__Paid Search,5.555373893638892e-05,0.9996023937181954,Marketing and digital
202,return_count,5.547935642839145e-05,0.9996578730746236,Supply and returns
203,product_category__Accessory Kit,5.387305020365565e-05,0.9997117461248274,Product and lifecycle
204,dominant_order_size_category__Large Order,4.905034692964284e-05,0.999760796471757,Customer
205,campaign_channel__Webinar,4.878553661706645e-05,0.999809582008374,Marketing and digital
206,campaign_channel__Content,4.0367066514952015e-05,0.999849949074889,Marketing and digital
207,campaign_channel__Trade Fair,3.409673432870482e-05,0.9998840458092176,Marketing and digital
208,weak_market_flag,2.2486354536438267e-05,0.999906532163754,Risk and trend
209,is_new_product,1.972047712300141e-05,0.9999262526408772,Product and lifecycle
210,dominant_rep_seniority__Unknown,1.954243568304907e-05,0.99994579507656,Other
211,high_competition_flag,1.7325517835211656e-05,0.9999631205943952,Risk and trend
212,lifecycle_stage__New,1.562482401259128e-05,0.999978745418408,Product and lifecycle
213,outlier_order_count,1.329854783119046e-05,0.9999920439662392,Other
214,stockout_with_demand_flag,3.009193363659723e-06,0.9999950531596028,Risk and trend
215,zero_stock_flag,2.8499303300591366e-06,0.9999979030899327,Risk and trend
216,return_rate_change_pct,1.3506996651970044e-06,0.999999253789598,Supply and returns
217,stockout_flag,7.46210401389479e-07,0.9999999999999994,Risk and trend
218,product_line____UNSEEN__,0.0,0.9999999999999994,Product and lifecycle
219,product_category____UNSEEN__,0.0,0.9999999999999994,Product and lifecycle
220,demand_supply_mismatch_flag,0.0,0.9999999999999994,Risk and trend
221,dominant_rep_seniority____UNSEEN__,0.0,0.9999999999999994,Other
222,backorder_units,0.0,0.9999999999999994,Supply and returns
223,region____UNSEEN__,0.0,0.9999999999999994,Region and macro
224,dominant_order_size_category____UNSEEN__,0.0,0.9999999999999994,Customer
225,dominant_margin_category____UNSEEN__,0.0,0.9999999999999994,Profitability
226,backorder_rate,0.0,0.9999999999999994,Supply and returns
227,lifecycle_stage____UNSEEN__,0.0,0.9999999999999994,Product and lifecycle
228,campaign_channel____UNSEEN__,0.0,0.9999999999999994,Marketing and digital
