inventory_id,year_month,product_id,region_id,opening_stock_units,production_units,ending_stock_units,stockout_flag,inventory_value_eur,zero_stock_flag
63022,2025-07-01,1138,9,19,21,12,False,1691.6,0
60909,2025-05-01,1184,3,72,63,91,False,12761.21,0
58042,2025-03-01,1106,6,18,22,12,False,6727.17,0
66652,2025-10-01,1139,10,26,20,19,False,1277.4,0
19165,2022-06-01,1120,1,22,12,20,False,9561.99,0
69363,2025-12-01,1128,6,161,183,214,False,13882.35,0
41051,2024-01-01,1084,6,23,24,18,False,10549.24,0
39794,2023-12-01,1087,6,221,144,203,False,35628.64,0
15598,2022-03-01,1080,2,94,96,120,False,10334.2,0
43496,2024-03-01,1107,5,144,158,182,False,114187.92,0
35654,2023-09-01,1050,4,47,37,38,False,10367.48,0
3289,2021-04-01,1016,7,49,61,56,False,20787.9,0
17021,2022-04-01,1136,6,51,28,48,False,25426.96,0
58240,2025-03-01,1138,5,7,15,11,False,1331.23,0
33516,2023-07-01,1041,2,4,6,5,False,3052.87,0
59302,2025-04-01,1116,1,80,89,72,False,12846.36,0
68669,2025-12-01,1031,10,10,22,16,False,9310.94,0
12587,2021-12-01,1129,1,145,188,200,False,55344.73,0
19864,2022-07-01,1054,2,41,42,35,False,18261.12,0
62394,2025-07-01,1030,8,146,69,126,False,52595.52,0
37860,2023-10-01,1198,9,42,36,48,False,25215.77,0
18946,2022-06-01,1083,2,56,86,63,False,21775.42,0
47197,2024-06-01,1123,9,107,117,85,False,21555.98,0
47906,2024-07-01,1054,3,26,44,35,False,8324.62,0
39231,2023-12-01,1007,1,45,72,62,False,18271.68,0
65186,2025-09-01,1123,7,134,94,123,False,76114.02,0
8312,2021-09-01,1018,1,167,77,142,False,34423.81,0
5764,2021-06-01,1092,7,114,78,127,False,51793.27,0
17944,2022-05-01,1101,6,48,49,56,False,15378.54,0
44851,2024-04-01,1131,6,69,51,63,False,3518.11,0
59128,2025-04-01,1086,3,107,60,107,False,56611.33,0
6426,2021-07-01,1019,3,29,22,34,False,13130.14,0
22148,2022-09-01,1098,10,93,107,122,False,78312.11,0
53475,2024-11-01,1181,2,84,68,89,False,40384.81,0
29988,2023-04-01,1015,4,100,71,81,False,48986.09,0
5580,2021-06-01,1057,10,92,144,120,False,44162.05,0
43281,2024-03-01,1069,6,104,89,118,False,65353.5,0
62586,2025-07-01,1063,7,67,64,58,False,32510.31,0
23298,2022-10-01,1095,5,21,20,24,False,2803.17,0
5971,2021-06-01,1129,4,3,6,4,False,394.81,0
59407,2025-04-01,1131,5,33,20,28,False,14867.9,0
10707,2021-11-01,1027,3,127,140,87,False,11108.73,0
53796,2024-12-01,1026,9,9,7,7,False,1811.32,0
45403,2024-05-01,1026,5,29,29,36,False,18264.0,0
47294,2024-06-01,1139,1,328,258,367,False,40802.06,0
22041,2022-09-01,1081,2,10,8,11,False,5759.81,0
15364,2022-03-01,1040,5,109,126,146,False,34528.5,0
25435,2022-12-01,1034,1,7,7,5,False,957.74,0
22894,2022-10-01,1032,4,1,1,1,False,417.2,0
63066,2025-07-01,1150,4,110,168,158,False,16963.05,0
22908,2022-10-01,1034,1,135,105,157,False,64128.97,0
2287,2021-03-01,1031,7,76,86,89,False,5859.22,0
8007,2021-08-01,1153,9,16,21,18,False,7687.75,0
46420,2024-05-01,1194,5,122,152,115,False,22049.73,0
65434,2025-09-01,1167,6,20,9,17,False,3682.2,0
