activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
14129,20220612,2022-06-12,761,83,Email,25,-0.078,70.5,Neutral
8214,20230807,2023-08-07,845,63,Call,41,-0.238,84.3,Healthy
7030,20210517,2021-05-17,639,41,Call,9,0.572,75.6,Healthy
7011,20230826,2023-08-26,1041,10,Email,34,0.074,79.4,Healthy
18818,20241010,2024-10-10,41,62,Demo,27,0.072,67.4,Neutral
19588,20210709,2021-07-09,585,61,Email,49,0.041,64.9,Neutral
15092,20240127,2024-01-27,233,17,Visit,17,-0.371,56.5,Neutral
33454,20210906,2021-09-06,537,53,Email,32,0.257,73.6,Neutral
14035,20220330,2022-03-30,64,23,Business Review,36,-0.161,59.0,Neutral
5027,20220925,2022-09-25,569,70,Call,30,-1.16,36.5,At Risk
21407,20230413,2023-04-13,833,26,Call,57,-0.692,46.8,At Risk
12800,20240522,2024-05-22,220,51,Training,24,-0.291,53.6,Neutral
30337,20250907,2025-09-07,1063,83,Call,40,-0.2,63.6,Neutral
27680,20250606,2025-06-06,545,78,Call,38,-0.574,45.9,At Risk
5046,20251113,2025-11-13,869,58,Call,10,0.793,73.1,Neutral
29986,20240704,2024-07-04,821,13,Call,46,-0.934,58.4,Neutral
28512,20231003,2023-10-03,246,13,Demo,50,0.159,62.4,Neutral
24907,20250715,2025-07-15,766,46,Call,8,0.758,77.6,Healthy
280,20240124,2024-01-24,173,67,Visit,42,0.373,61.6,Neutral
25142,20210828,2021-08-28,70,34,Visit,21,-0.239,58.5,Neutral
16191,20240818,2024-08-18,1028,41,Email,8,1.477,76.4,Healthy
19947,20221118,2022-11-18,185,38,Email,44,0.267,57.5,Neutral
12909,20231123,2023-11-23,848,68,Demo,24,-0.655,51.8,Neutral
28731,20220701,2022-07-01,590,15,Call,31,-0.162,72.0,Neutral
24102,20210323,2021-03-23,1127,26,Demo,26,-0.173,77.9,Healthy
22882,20230301,2023-03-01,675,64,Email,38,-0.863,48.8,At Risk
30318,20251217,2025-12-17,945,71,Email,56,-0.296,63.0,Neutral
1189,20250131,2025-01-31,65,6,Call,24,0.526,66.3,Neutral
10582,20240403,2024-04-03,486,45,Call,25,0.267,69.1,Neutral
27520,20221213,2022-12-13,1081,47,Call,28,0.171,72.1,Neutral
8172,20240918,2024-09-18,872,7,Email,19,-0.158,69.1,Neutral
18699,20210401,2021-04-01,843,25,Email,31,-1.145,47.9,At Risk
20276,20231230,2023-12-30,976,47,Call,30,-0.943,52.6,Neutral
26555,20220102,2022-01-02,28,51,Email,72,0.485,92.7,Healthy
8613,20210405,2021-04-05,975,26,Call,5,0.481,77.3,Healthy
11509,20211121,2021-11-21,1043,85,Call,28,-0.272,58.0,Neutral
3793,20240219,2024-02-19,927,64,Email,20,-0.311,60.9,Neutral
4147,20250612,2025-06-12,116,61,Visit,62,-0.767,40.0,At Risk
23813,20250206,2025-02-06,588,85,Call,21,-0.407,72.8,Neutral
21522,20241122,2024-11-22,186,20,Demo,5,0.326,72.9,Neutral
26888,20220716,2022-07-16,555,14,Email,5,0.298,90.3,Healthy
10728,20231127,2023-11-27,766,20,Demo,32,0.476,62.0,Neutral
7224,20251102,2025-11-02,987,30,Email,5,0.124,54.2,Neutral
17186,20220515,2022-05-15,815,3,Email,35,0.069,70.5,Neutral
25476,20211210,2021-12-10,1062,10,Email,56,-0.659,51.3,Neutral
14464,20211112,2021-11-12,678,31,Business Review,13,0.719,78.3,Healthy
32274,20250422,2025-04-22,975,27,Call,34,1.012,75.5,Healthy
19036,20211018,2021-10-18,1038,81,Visit,61,-0.271,45.8,At Risk
19089,20241209,2024-12-09,98,72,Visit,36,0.535,57.7,Neutral
22270,20251118,2025-11-18,27,17,Demo,5,0.483,84.6,Healthy
29031,20241124,2024-11-24,941,33,Email,53,0.022,57.2,Neutral
28323,20220214,2022-02-14,650,6,Visit,26,-0.614,61.9,Neutral
34588,20211103,2021-11-03,911,33,Email,9,0.204,68.1,Neutral
30179,20220623,2022-06-23,110,83,Visit,11,0.052,68.1,Neutral
9364,20221012,2022-10-12,94,64,Call,49,-1.01,51.7,Neutral
