opportunity_id,created_date,customer_id,product_group,sales_rep_id,stage,expected_value_eur,win_probability,expected_close_date,created_date_id,weighted_pipeline_eur,days_to_close,is_closed_won,is_closed_lost
7827,2022-03-27,540,Connectivity Module,61,Lead,13004.15,0.65,2022-05-01,20220327,8452.7,35,0,0
11810,2025-05-28,744,Medical Sensor,74,Lead,357274.03,0.538,2025-12-02,20250528,192213.43,188,0,0
1040,2022-06-21,1123,Laptop Standard,44,Lead,38119.09,0.497,2022-11-09,20220621,18945.19,141,0,0
2849,2025-10-04,971,Connectivity Module,55,Lead,12136.98,0.661,2025-11-19,20251004,8022.54,46,0,0
3372,2024-02-06,558,Accessory Kit,48,Qualified,14199.3,0.279,2024-04-24,20240206,3961.6,78,0,0
8830,2024-02-05,673,Medical Sensor,43,Closed Lost,7378.68,0.444,2024-06-13,20240205,3276.13,129,0,1
10350,2023-07-23,511,Monitoring Device,77,Qualified,9289.52,0.644,2023-12-13,20230723,5982.45,143,0,0
8798,2025-06-25,621,Laptop Standard,54,Lead,52874.12,0.278,2025-08-15,20250625,14699.01,51,0,0
765,2025-09-04,616,Service Contract,57,Lead,46836.9,0.555,2025-12-17,20250904,25994.48,104,0,0
1594,2025-02-27,811,Legacy Workstation,36,Proposal,3471.91,0.178,2025-09-10,20250227,618.0,195,0,0
14233,2022-04-10,351,Laptop Standard,28,Lead,52801.5,0.218,2022-08-19,20220410,11510.73,131,0,0
5873,2023-07-04,290,Monitoring Device,1,Proposal,57439.25,0.344,2023-09-03,20230704,19759.1,61,0,0
9941,2025-05-21,990,Laptop Pro,18,Negotiation,31611.78,0.469,2025-09-21,20250521,14825.92,123,0,0
5170,2021-09-09,724,Connectivity Module,35,Qualified,3740.79,0.111,2022-03-04,20210909,415.23,176,0,0
10910,2021-02-02,199,Legacy Workstation,35,Qualified,105305.26,0.572,2021-06-29,20210202,60234.61,147,0,0
4123,2024-06-23,1155,Tablet Enterprise,25,Negotiation,3361.38,0.175,2024-12-28,20240623,588.24,188,0,0
12949,2022-10-17,736,Accessory Kit,25,Qualified,53759.48,0.501,2023-01-09,20221017,26933.5,84,0,0
14483,2023-03-23,259,Monitoring Device,83,Proposal,77331.51,0.357,2023-07-12,20230323,27607.35,111,0,0
150,2022-04-17,389,Service Contract,2,Qualified,16521.61,0.621,2022-07-01,20220417,10259.92,75,0,0
11737,2023-06-11,1107,Monitoring Device,66,Lead,93005.52,0.337,2023-12-16,20230611,31342.86,188,0,0
388,2022-02-11,180,Medical Sensor,79,Lead,13634.93,0.159,2022-08-11,20220211,2167.95,181,0,0
3947,2023-12-18,616,Legacy Workstation,4,Qualified,39356.07,0.193,2024-03-26,20231218,7595.72,99,0,0
13403,2025-12-26,991,Medical Sensor,22,Qualified,20009.73,0.405,2026-05-17,20251226,8103.94,142,0,0
1374,2025-10-18,120,Laptop Pro,6,Closed Won,50653.91,0.232,2026-05-13,20251018,11751.71,207,1,0
2885,2021-05-09,1110,Industrial Scanner,8,Negotiation,11797.92,0.857,2021-06-19,20210509,10110.82,41,0,0
14043,2024-08-08,1167,Medical Sensor,8,Negotiation,17455.38,0.431,2024-10-13,20240808,7523.27,66,0,0
11361,2025-11-15,685,Laptop Pro,6,Qualified,127808.64,0.711,2026-03-09,20251115,90871.94,114,0,0
2992,2023-05-12,482,Service Contract,8,Closed Won,15614.55,0.529,2023-11-26,20230512,8260.1,198,1,0
11596,2025-03-26,988,Monitoring Device,51,Qualified,19787.69,0.3,2025-10-29,20250326,5936.31,217,0,0
10582,2023-03-30,230,Industrial Scanner,46,Closed Won,38006.05,0.349,2023-05-31,20230330,13264.11,62,1,0
14868,2025-07-07,201,Connectivity Module,3,Qualified,52823.82,0.206,2026-02-07,20250707,10881.71,215,0,0
14425,2021-10-20,79,Connectivity Module,13,Closed Lost,8595.87,0.726,2022-04-03,20211020,6240.6,165,0,1
3025,2022-08-31,1154,Connectivity Module,14,Proposal,16666.17,0.398,2023-01-02,20220831,6633.14,124,0,0
252,2024-10-23,308,Service Contract,49,Closed Won,32140.84,0.299,2025-04-27,20241023,9610.11,186,1,0
12147,2023-06-13,200,Laptop Pro,37,Negotiation,32215.47,0.242,2023-07-23,20230613,7796.14,40,0,0
11439,2021-04-22,1131,Accessory Kit,10,Negotiation,7660.98,0.527,2021-09-12,20210422,4037.34,143,0,0
7093,2025-07-30,259,Laptop Standard,53,Closed Won,15026.77,0.417,2025-10-07,20250730,6266.16,69,1,0
933,2025-11-10,867,Tablet Enterprise,62,Closed Won,17944.7,0.357,2026-02-10,20251110,6406.26,92,1,0
7218,2025-03-26,1114,Tablet Enterprise,24,Closed Lost,57370.7,0.391,2025-06-21,20250326,22431.94,87,0,1
3685,2025-07-21,809,Accessory Kit,1,Proposal,7145.49,0.256,2026-02-17,20250721,1829.25,211,0,0
8369,2021-11-08,766,Laptop Pro,41,Proposal,22809.83,0.373,2022-02-06,20211108,8508.07,90,0,0
9479,2023-05-03,33,Medical Sensor,68,Lead,56363.91,0.329,2023-11-03,20230503,18543.73,184,0,0
11725,2021-11-07,410,Medical Sensor,66,Proposal,422975.65,0.258,2022-04-12,20211107,109127.72,156,0,0
7418,2024-03-26,842,Connectivity Module,35,Negotiation,32677.95,0.375,2024-08-19,20240326,12254.23,146,0,0
10505,2024-12-14,636,Connectivity Module,61,Closed Won,94989.48,0.193,2025-03-22,20241214,18332.97,98,1,0
10516,2022-03-29,991,Accessory Kit,85,Qualified,10582.57,0.346,2022-08-08,20220329,3661.57,132,0,0
13510,2021-12-07,422,Monitoring Device,65,Proposal,41206.67,0.22,2022-04-09,20211207,9065.47,123,0,0
7173,2023-10-19,872,Industrial Scanner,53,Proposal,15663.31,0.571,2023-11-09,20231019,8943.75,21,0,0
3329,2023-10-15,869,Medical Sensor,62,Qualified,34665.25,0.423,2024-02-05,20231015,14663.4,113,0,0
5024,2022-06-28,400,Tablet Enterprise,50,Qualified,29828.94,0.533,2022-08-12,20220628,15898.83,45,0,0
2215,2024-05-08,988,Accessory Kit,82,Lead,27064.35,0.134,2024-07-24,20240508,3626.62,77,0,0
2217,2024-07-13,949,Legacy Workstation,57,Lead,62527.32,0.374,2024-08-18,20240713,23385.22,36,0,0
14796,2025-06-08,221,Accessory Kit,27,Qualified,35852.64,0.594,2025-08-03,20250608,21296.47,56,0,0
2860,2021-07-15,480,Medical Sensor,14,Qualified,24984.27,0.439,2022-01-26,20210715,10968.09,195,0,0
4025,2021-04-09,678,Tablet Enterprise,40,Lead,22226.12,0.449,2021-09-30,20210409,9979.53,174,0,0
2761,2023-03-13,160,Monitoring Device,40,Closed Won,21712.46,0.665,2023-09-08,20230313,14438.79,179,1,0
3291,2022-11-07,213,Monitoring Device,18,Qualified,25973.88,0.29,2023-02-21,20221107,7532.43,106,0,0
10044,2023-12-08,708,Accessory Kit,50,Proposal,4070.1,0.649,2024-06-17,20231208,2641.49,192,0,0
2627,2022-05-08,853,Laptop Standard,74,Proposal,8663.78,0.414,2022-08-17,20220508,3586.8,101,0,0
4610,2024-01-12,616,Monitoring Device,79,Closed Won,99599.23,0.174,2024-07-31,20240112,17330.27,201,1,0
13284,2025-05-15,951,Service Contract,41,Lead,99305.21,0.438,2025-11-26,20250515,43495.68,195,0,0
12473,2022-09-20,1016,Industrial Scanner,42,Closed Won,35708.5,0.547,2023-03-10,20220920,19532.55,171,1,0
11740,2024-06-04,212,Laptop Pro,4,Qualified,36018.29,0.476,2024-12-13,20240604,17144.71,192,0,0
6662,2025-07-29,1177,Laptop Standard,67,Lead,10382.91,0.371,2026-01-07,20250729,3852.06,162,0,0
13940,2025-05-02,472,Service Contract,44,Proposal,25865.68,0.625,2025-08-16,20250502,16166.05,106,0,0
7360,2025-08-18,673,Connectivity Module,62,Qualified,14545.64,0.263,2025-10-13,20250818,3825.5,56,0,0
3205,2025-04-28,1078,Medical Sensor,59,Lead,91432.04,0.508,2025-10-10,20250428,46447.48,165,0,0
11753,2023-06-25,1171,Connectivity Module,59,Qualified,62546.83,0.624,2024-01-22,20230625,39029.22,211,0,0
6127,2023-07-16,1060,Industrial Scanner,16,Lead,19072.18,0.686,2023-12-16,20230716,13083.52,153,0,0
14630,2021-06-29,233,Laptop Pro,62,Qualified,25471.25,0.762,2021-08-17,20210629,19409.09,49,0,0
2679,2021-11-21,606,Laptop Standard,72,Proposal,24193.21,0.224,2022-06-27,20211121,5419.28,218,0,0
3709,2023-10-11,808,Laptop Standard,7,Closed Won,21305.44,0.921,2023-12-10,20231011,19622.31,60,1,0
