year_month,customer_id,product_id,units_sold,revenue,order_count,avg_discount_pct
2021-01,1029,1089,17,13234.3,1,0.03
2021-01,1029,1162,8,505.9,1,0.033
2021-01,1030,1074,10,1096.08,1,0.052
2021-01,1032,1004,37,25927.14,1,0.145
2021-01,1032,1014,35,41903.16,1,0.109
2021-01,1032,1032,63,29955.09,1,0.172
2021-01,1032,1045,513,173791.77,1,0.198
2021-01,1032,1053,41,13402.72,1,0.184
2021-01,1032,1082,60,46999.2,1,0.119
2021-01,1032,1150,102,62722.68,2,0.1525
2021-01,1032,1161,28,1514.89,1,0.168
2021-01,1032,1183,40,6483.31,1,0.082
2021-01,1033,1093,33,21385.37,1,0.187
2021-01,1034,1001,6,4887.95,1,0.101
2021-01,1035,1019,17,13560.08,1,0.105
2021-01,1035,1177,11,459.47,1,0.079
2021-01,1036,1055,13,4970.53,1,0.149
2021-01,1036,1071,35,4701.93,1,0.13
2021-01,1036,1138,9,642.56,1,0.024
2021-01,1038,1094,51,37258.69,1,0.141
2021-01,1038,1125,51,4002.4,1,0.057
2021-01,104,1030,11,6255.09,1,0.134
2021-01,104,1114,16,23269.98,1,0.093
2021-01,1041,1033,12,6485.94,1,0.073
2021-01,1041,1049,31,10478.54,1,0.079
2021-01,1041,1056,30,11821.27,1,0.105
2021-01,1041,1126,7,408.99,1,0.027
2021-01,1041,1136,15,1044.53,1,0.152
2021-01,1041,1139,10,860.33,1,0.121
2021-01,1041,1181,17,3487.51,1,0.136
2021-01,1041,1199,15,3427.26,1,0.127
2021-01,1042,1031,19,11656.16,1,0.091
2021-01,1042,1155,18,10408.34,1,0.071
2021-01,1043,1131,44,3369.6,1,0.171
2021-01,1043,1161,44,2342.94,1,0.155
2021-01,1044,1007,23,22897.2,1,0.08
2021-01,1044,1054,13,6132.43,1,0.061
2021-01,1044,1078,9,2359.37,1,0.038
2021-01,1044,1190,20,4091.67,1,0.104
2021-01,1045,1194,5,1466.38,1,0.064
2021-01,1046,1198,18,3607.33,1,0.111
2021-01,1048,1115,4,5972.07,1,0.041
2021-01,1049,1032,7,3839.59,1,0.055
2021-01,1049,1176,14,866.31,1,0.056
2021-01,1050,1034,13,8135.64,1,0.112
2021-01,1050,1077,26,3582.43,1,0.09
2021-01,1050,1106,3,3767.68,1,0.098
2021-01,1051,1081,44,26085.66,1,0.178
2021-01,1051,1131,154,12086.06,1,0.173
2021-01,1051,1135,71,4978.41,1,0.123
2021-01,1052,1166,14,907.95,1,0.0
2021-01,1052,1172,14,685.21,1,0.024
2021-01,1055,1032,19,9819.92,1,0.107
2021-01,1055,1120,13,1134.84,1,0.079
2021-01,1055,1185,16,3860.64,1,0.07
2021-01,1056,1047,7,3548.14,1,0.08
2021-01,1056,1102,6,8432.86,1,0.054
2021-01,1057,1184,4,708.36,1,0.044
2021-01,1057,1192,6,1381.35,1,0.062
2021-01,106,1112,48,71745.76,1,0.077
2021-01,106,1141,42,21108.43,1,0.128
2021-01,1060,1124,50,3749.35,1,0.205
2021-01,1061,1045,74,27224.58,1,0.184
2021-01,1062,1065,40,4221.98,1,0.267
2021-01,1063,1013,91,64157.47,1,0.214
2021-01,1063,1014,43,39518.64,1,0.249
2021-01,1063,1023,106,51423.23,1,0.227
2021-01,1063,1122,96,6831.04,1,0.11
2021-01,1063,1123,75,4019.59,1,0.178
2021-01,1063,1163,96,3378.08,1,0.15
2021-01,1063,1179,54,1821.76,1,0.232
2021-01,1063,1184,118,16485.14,1,0.186
2021-01,1064,1024,39,17571.63,1,0.213
2021-01,1064,1048,54,23309.25,1,0.181
2021-01,1064,1074,47,4912.1,1,0.089
2021-01,1064,1105,75,110130.7,1,0.155
2021-01,1064,1196,92,16379.61,1,0.16
2021-01,1067,1043,7,2266.19,1,0.052
2021-01,1068,1171,11,601.56,1,0.018
2021-01,107,1121,35,2543.43,1,0.129
2021-01,1070,1103,31,42244.9,1,0.25
2021-01,1070,1130,36,2561.65,1,0.175
2021-01,1070,1194,27,7295.62,1,0.137
2021-01,1073,1017,36,29838.5,1,0.149
2021-01,1073,1021,44,27131.11,1,0.085
2021-01,1073,1040,68,25239.0,1,0.064
2021-01,1073,1069,20,3479.52,1,0.094
2021-01,1073,1082,42,28467.97,1,0.17
2021-01,1073,1098,65,31076.02,1,0.184
2021-01,1073,1112,41,57778.75,1,0.076
2021-01,1073,1126,52,2881.58,1,0.141
2021-01,1073,1140,50,39846.16,1,0.21
2021-01,1074,1020,51,19886.42,1,0.185
2021-01,1074,1085,57,34692.12,1,0.28
2021-01,1075,1016,72,62382.69,1,0.171
2021-01,1075,1018,27,27578.47,1,0.091
2021-01,1075,1047,44,22524.57,1,0.115
2021-01,1075,1065,42,6242.35,1,0.043
2021-01,1075,1069,41,6352.65,1,0.157
2021-01,1075,1085,64,45570.52,1,0.139
2021-01,1075,1112,24,30871.47,1,0.167
2021-01,1075,1126,31,1521.26,1,0.173
2021-01,1075,1165,61,3005.39,1,0.143
2021-01,1075,1166,48,2627.44,1,0.157
2021-01,1075,1195,26,5305.16,1,0.064
2021-01,1076,1012,8,7236.72,1,0.081
2021-01,1077,1030,117,70082.46,2,0.133
2021-01,1077,1104,97,88896.92,2,0.1305
2021-01,1077,1124,44,3575.58,1,0.132
2021-01,1077,1128,29,1325.81,1,0.147
2021-01,1077,1145,33,20123.85,1,0.155
2021-01,1077,1179,59,2082.11,1,0.142
2021-01,1078,1058,14,5950.42,1,0.137
2021-01,1078,1128,14,642.65,1,0.129
2021-01,1078,1190,7,1407.09,1,0.071
2021-01,1079,1038,118,57061.63,1,0.201
2021-01,1079,1040,160,46983.18,1,0.225
2021-01,1079,1059,84,27643.8,1,0.169
2021-01,1079,1080,46,25458.5,1,0.175
2021-01,1079,1082,37,26314.88,1,0.205
2021-01,1079,1097,62,29591.3,1,0.217
2021-01,1079,1144,73,35997.76,1,0.215
2021-01,1079,1162,55,2797.69,1,0.24
2021-01,108,1145,8,5145.15,1,0.092
2021-01,1080,1180,53,11584.9,1,0.195
2021-01,1081,1140,6,5590.7,1,0.113
2021-01,1084,1157,10,7698.54,1,0.073
2021-01,1086,1055,73,25047.95,1,0.174
2021-01,1090,1135,6,480.53,1,0.086
2021-01,1093,1027,13,5059.21,1,0.155
2021-01,1094,1098,6,3039.32,1,0.101
2021-01,1095,1048,31,15387.42,1,0.098
2021-01,1096,1189,3,780.51,1,0.029
2021-01,11,1085,27,20665.63,1,0.089
2021-01,11,1094,12,8798.85,1,0.099
2021-01,110,1021,59,29963.47,1,0.191
2021-01,110,1047,92,38453.15,1,0.251
2021-01,1100,1104,15,13266.51,1,0.103
2021-01,1100,1132,33,2619.56,1,0.034
2021-01,1101,1180,15,3851.93,1,0.069
2021-01,1103,1016,17,17222.83,1,0.096
2021-01,1103,1031,13,7453.38,1,0.098
2021-01,1103,1092,48,45176.29,2,0.043
2021-01,1103,1164,9,342.54,1,0.161
2021-01,1103,1171,12,566.25,1,0.119
2021-01,1105,1032,74,31995.61,1,0.232
2021-01,1105,1072,61,9270.41,1,
2021-01,1105,1075,34,4389.69,1,0.231
2021-01,1105,1145,105,62202.06,1,0.148
2021-01,1105,1161,124,6434.93,1,0.191
2021-01,1108,1025,8,6566.98,1,0.01
2021-01,1108,1086,8,6000.38,1,0.067
2021-01,111,1110,91,121846.13,1,0.175
2021-01,1110,1003,115,105907.67,1,0.215
2021-01,1110,1040,87,27922.16,1,0.189
2021-01,1110,1054,68,24095.46,1,0.278
2021-01,1112,1034,7,4293.49,1,0.0
2021-01,1113,1050,8,4134.04,1,0.054
2021-01,1114,1019,56,49045.08,1,0.092
2021-01,1114,1072,44,6901.46,1,0.163
2021-01,1114,1135,61,4331.7,1,0.152
2021-01,1114,1168,52,2310.93,1,0.241
2021-01,1115,1121,14,1115.71,1,0.072
2021-01,1115,1125,12,840.39,1,0.136
2021-01,1115,1189,9,2167.8,1,0.024
2021-01,1116,1137,31,1757.68,1,0.056
2021-01,1119,1165,16,942.76,1,0.001
2021-01,112,1056,60,22566.5,1,0.118
2021-01,112,1064,97,17746.79,2,0.1625
2021-01,1120,1016,16,14694.61,1,0.125
2021-01,1120,1123,37,2504.34,1,0.14
2021-01,1120,1168,11,696.17,1,0.024
2021-01,1122,1014,68,68446.43,1,0.167
2021-01,1122,1030,78,43326.09,1,0.147
2021-01,1122,1031,60,35513.0,1,0.093
2021-01,1122,1034,100,51091.97,1,0.221
2021-01,1122,1037,37,18743.62,1,0.176
2021-01,1122,1061,70,8348.6,1,0.136
2021-01,1122,1080,69,37253.07,1,0.162
2021-01,1122,1094,107,85699.86,1,0.115
2021-01,1122,1130,47,3884.12,1,0.064
2021-01,1122,1133,39,4159.43,1,0.119
2021-01,1122,1177,44,1720.34,1,0.157
2021-01,1122,1185,50,11050.97,1,0.132
2021-01,1124,1081,104,55832.69,1,0.25
2021-01,1124,1159,50,23131.66,1,0.215
2021-01,1126,1176,60,3512.79,1,0.154
2021-01,1127,1008,32,22585.5,1,0.159
2021-01,1127,1067,92,15289.69,1,0.131
2021-01,1127,1075,57,8422.84,1,0.18
2021-01,1128,1161,51,2709.48,1,0.164
2021-01,1129,1095,17,8272.22,1,0.111
2021-01,1130,1049,10,3408.03,1,0.029
2021-01,1130,1125,1,78.6,1,0.044
2021-01,1130,1133,12,1258.15,1,0.04
2021-01,1131,1131,68,5653.1,1,0.218
2021-01,1131,1148,141,63789.55,1,0.191
2021-01,1131,1168,62,2726.67,1,0.288
2021-01,1132,1038,51,22257.11,1,0.253
2021-01,1132,1156,87,36315.93,1,0.257
2021-01,1132,1162,53,2890.65,1,0.207
2021-01,1134,1184,13,2042.81,1,0.111
2021-01,1135,1038,59,25426.38,1,0.265
2021-01,1135,1057,84,31152.97,1,0.136
2021-01,1138,1020,23,10514.03,1,0.098
2021-01,1138,1076,30,4235.73,1,0.016
2021-01,1138,1121,11,893.77,1,0.076
2021-01,114,1045,16,6596.06,1,0.078
2021-01,114,1191,13,3409.78,1,0.081
2021-01,1140,1113,8,13007.59,1,0.017
2021-01,1143,1184,12,1986.43,1,0.087
2021-01,1144,1101,15,19300.08,1,0.103
2021-01,1145,1039,28,17799.78,1,0.091
2021-01,1147,1019,69,56737.4,1,0.119
2021-01,1147,1020,56,24664.11,1,0.133
2021-01,1147,1092,58,47663.38,1,0.193
2021-01,1147,1182,32,7838.23,1,0.164
2021-01,1147,1199,23,4893.45,1,0.124
2021-01,1148,1042,38,12005.23,1,0.215
2021-01,1148,1096,47,46461.63,1,0.03
2021-01,1148,1125,32,2097.61,1,0.206
2021-01,1148,1132,53,4009.54,1,0.105
2021-01,1148,1150,45,25197.73,1,0.154
2021-01,1148,1173,33,1439.0,1,0.177
2021-01,1149,1063,4,756.34,1,0.0
2021-01,1149,1080,6,3889.27,1,0.033
2021-01,115,1028,10,4865.26,1,0.13
2021-01,1150,1013,15,12702.5,1,0.065
2021-01,1152,1017,87,68594.67,1,0.208
2021-01,1152,1026,58,29816.57,1,0.193
2021-01,1152,1029,78,41419.02,1,0.134
2021-01,1152,1143,90,55375.24,1,0.202
2021-01,1153,1143,4,2930.28,1,0.032
2021-01,1154,1063,36,6215.58,1,0.118
2021-01,1154,1138,24,1809.1,1,0.055
2021-01,1155,1033,32,15088.64,1,0.214
2021-01,1155,1092,62,51962.65,1,0.109
2021-01,1155,1096,98,86514.8,1,0.101
2021-01,1155,1198,33,6248.31,1,0.165
2021-01,1156,1024,54,25655.1,1,0.131
2021-01,1156,1050,44,20927.11,1,0.118
2021-01,1156,1064,57,11615.72,1,0.111
2021-01,1156,1128,44,2138.48,1,0.161
2021-01,1156,1130,40,2826.78,1,0.156
2021-01,1158,1004,21,17776.33,1,0.018
2021-01,1158,1074,29,2784.18,1,0.132
2021-01,1158,1115,43,48510.72,1,0.213
2021-01,116,1021,77,44023.06,1,0.163
2021-01,1161,1160,16,1262.18,1,0.079
2021-01,1161,1189,23,6250.79,1,0.05
2021-01,1162,1150,23,13786.78,1,0.13
2021-01,1164,1060,15,2206.58,1,0.09
2021-01,1166,1081,26,16965.45,1,0.106
2021-01,1167,1043,22,6942.9,1,0.152
2021-01,1167,1051,18,6960.45,1,0.085
2021-01,1167,1076,22,3341.31,1,0.0
2021-01,1167,1137,29,1795.55,1,0.1
2021-01,1167,1146,12,6203.64,1,0.121
2021-01,1169,1119,27,33891.15,1,0.157
2021-01,117,1180,81,18753.49,1,0.158
2021-01,1170,1133,15,1461.75,1,0.11
2021-01,1171,1010,6,5266.93,1,0.156
2021-01,1171,1102,17,22680.39,1,0.098
2021-01,1172,1022,14,9117.43,1,0.155
2021-01,1172,1112,41,64328.99,1,0.003
2021-01,1172,1123,14,925.65,1,0.125
2021-01,1173,1133,14,1272.4,1,0.151
2021-01,1174,1180,110,22737.09,1,0.241
2021-01,1176,1044,37,11141.33,1,0.222
2021-01,1176,1105,53,85747.33,1,0.125
2021-01,1176,1188,46,10032.62,1,0.119
2021-01,1177,1120,23,1839.65,1,0.128
2021-01,1177,1127,64,5792.87,1,0.078
2021-01,1178,1049,49,14822.65,1,0.139
2021-01,1178,1065,58,7646.2,1,0.151
2021-01,1178,1136,38,2713.8,1,0.123
2021-01,1178,1150,54,32027.93,1,0.176
2021-01,1178,1153,30,19781.53,1,0.049
2021-01,1178,1157,39,25012.05,1,0.17
2021-01,1179,1029,30,16959.88,1,0.138
2021-01,1179,1088,35,29795.54,1,0.144
2021-01,1179,1108,41,55421.09,1,0.196
2021-01,1179,1132,55,3938.61,1,0.062
2021-01,1179,1142,49,28208.74,1,0.113
2021-01,1179,1167,41,1954.98,1,0.192
2021-01,118,1017,10,8969.4,1,0.09
2021-01,118,1067,6,1013.51,1,0.127
2021-01,118,1099,22,14878.41,1,0.152
2021-01,118,1120,25,2068.49,1,0.094
2021-01,1181,1180,29,7334.75,1,0.082
2021-01,1182,1007,19,17969.56,1,0.138
2021-01,1183,1009,20,16674.28,1,0.045
2021-01,1185,1053,19,6061.97,1,0.138
2021-01,1188,1086,1,777.75,1,0.01
2021-01,1189,1125,13,1141.86,1,0.014
2021-01,1190,1018,19,19432.22,1,0.048
2021-01,1190,1033,19,10398.02,1,0.055
2021-01,1191,1037,6,3729.95,1,0.037
2021-01,1191,1091,12,9103.94,1,0.039
2021-01,1191,1177,5,210.77,1,0.051
2021-01,1194,1186,5,1091.31,1,0.097
2021-01,1196,1001,35,24228.61,1,0.163
2021-01,1196,1013,47,40018.66,1,0.09
2021-01,1196,1065,44,5218.78,1,0.143
2021-01,1196,1130,85,6910.95,1,0.085
2021-01,1196,1135,59,4949.04,1,0.051
2021-01,1196,1144,40,23184.13,1,0.164
2021-01,1196,1182,73,17591.86,1,0.167
2021-01,1197,1009,85,59394.11,1,0.197
2021-01,1198,1120,27,2394.49,1,0.064
2021-01,1198,1164,19,829.11,1,0.085
2021-01,1199,1006,10,8153.44,1,0.083
2021-01,1199,1097,9,5587.32,1,0.011
2021-01,12,1014,42,41601.32,1,0.251
2021-01,12,1151,104,46226.2,1,0.203
2021-01,1200,1170,14,973.53,1,0.029
2021-01,121,1097,64,35201.88,1,0.188
2021-01,121,1116,76,98946.44,1,0.19
2021-01,122,1001,42,26728.76,1,0.179
2021-01,122,1003,54,53847.23,1,0.171
2021-01,122,1084,59,33636.41,1,0.073
2021-01,122,1090,60,35519.46,1,0.182
2021-01,123,1162,9,593.05,1,0.048
2021-01,124,1012,50,41827.59,1,0.196
2021-01,124,1042,55,18116.97,1,0.169
2021-01,124,1060,72,8981.38,1,0.251
2021-01,124,1087,71,33374.77,1,0.19
2021-01,124,1119,123,155618.55,1,0.198
2021-01,124,1121,71,5026.2,1,0.195
2021-01,125,1010,107,87749.72,1,0.211
2021-01,125,1023,74,40318.8,1,0.133
2021-01,125,1036,38,17661.34,1,0.217
2021-01,125,1076,67,8995.81,1,0.11
2021-01,125,1110,72,108151.96,1,0.124
2021-01,126,1056,21,8330.56,1,0.099
2021-01,126,1077,16,2110.36,1,0.148
2021-01,128,1045,11,4605.83,1,0.047
2021-01,13,1007,33,31238.72,1,0.045
2021-01,13,1011,26,25926.58,1,0.015
2021-01,130,1025,8,5701.75,1,0.114
2021-01,130,1095,18,8784.35,1,0.099
2021-01,130,1104,16,14648.18,1,0.119
2021-01,130,1195,17,3374.82,1,0.082
2021-01,131,1023,99,51025.73,1,0.129
2021-01,131,1145,99,50928.63,1,0.194
2021-01,132,1019,6,5439.48,1,0.043
2021-01,132,1114,11,15554.39,1,0.087
2021-01,132,1156,15,7568.35,1,0.076
2021-01,132,1164,7,273.37,1,0.11
2021-01,132,1178,22,922.88,1,0.038
2021-01,133,1137,25,1608.93,1,0.036
2021-01,135,1075,25,4151.79,1,0.12
2021-01,136,1059,12,4556.21,1,0.068
2021-01,136,1148,4,1977.48,1,0.076
2021-01,137,1122,34,2688.64,1,0.028
2021-01,138,1125,3,241.18,1,0.067
2021-01,139,1183,21,3553.83,1,0.079
2021-01,14,1170,20,1270.56,1,0.084
2021-01,143,1110,25,40840.27,1,0.071
2021-01,143,1138,14,1130.9,1,0.053
2021-01,144,1001,25,21091.67,1,0.027
2021-01,144,1019,7,6273.61,1,0.083
2021-01,146,1030,94,48526.3,1,0.228
2021-01,146,1076,96,11804.57,1,0.19
2021-01,146,1085,44,30630.83,1,0.193
2021-01,146,1097,42,22779.19,1,0.196
2021-01,147,1172,5,232.41,1,0.047
2021-01,148,1179,45,1799.78,1,0.099
2021-01,149,1079,118,17045.59,1,0.212
2021-01,149,1082,53,32964.14,1,0.23
2021-01,149,1120,476,35606.84,1,0.231
2021-01,149,1130,72,5027.81,1,0.17
2021-01,153,1003,9,9699.9,1,0.088
2021-01,153,1037,11,6372.52,1,0.073
2021-01,153,1190,11,2414.82,1,0.089
2021-01,154,1095,9,4382.26,1,0.107
2021-01,154,1120,15,1277.94,1,0.088
2021-01,155,1187,1,322.02,1,0.05
2021-01,156,1001,14,10992.45,1,0.074
2021-01,157,1044,64,21375.38,1,0.172
2021-01,157,1099,83,58785.97,1,0.121
2021-01,157,1122,67,4918.78,1,0.121
2021-01,157,1139,90,7403.11,1,0.196
2021-01,158,1114,39,49186.0,1,0.153
2021-01,161,1189,14,3132.86,1,0.099
2021-01,162,1092,16,13632.64,1,0.112
2021-01,162,1119,28,39862.99,1,0.091
2021-01,162,1163,17,710.62,1,0.044
2021-01,163,1164,64,2143.37,1,0.189
2021-01,164,1012,19,17372.16,1,0.123
2021-01,164,1028,20,9573.82,1,0.098
2021-01,164,1059,21,8953.93,1,0.0
2021-01,164,1067,4,711.93,1,0.077
2021-01,164,1162,11,713.71,1,0.05
2021-01,164,1172,11,523.45,1,0.003
2021-01,164,1199,21,4835.16,1,0.099
2021-01,165,1170,11,691.16,1,0.14
2021-01,167,1056,50,19768.22,1,0.158
2021-01,167,1084,33,16855.12,1,0.145
2021-01,167,1113,50,70853.35,1,0.155
2021-01,168,1000,10,6669.06,1,0.132
2021-01,168,1189,15,3558.35,1,0.065
2021-01,169,1090,8,5658.05,1,0.031
2021-01,17,1121,19,1370.76,1,0.126
2021-01,17,1156,76,32934.12,1,0.122
2021-01,170,1131,11,992.23,1,0.056
2021-01,172,1101,6,7135.28,1,0.069
2021-01,173,1037,61,28180.56,1,0.219
2021-01,173,1069,54,8268.37,1,0.239
2021-01,173,1075,32,5163.78,1,0.121
2021-01,173,1076,210,25542.9,2,0.1815
2021-01,173,1081,131,75124.89,2,0.2195
2021-01,173,1091,168,103806.14,2,0.2285
2021-01,173,1196,62,9219.93,1,0.244
2021-01,178,1175,3,177.61,1,0.062
2021-01,178,1189,6,1554.2,1,0.037
2021-01,179,1159,13,5996.56,1,0.199
2021-01,179,1190,77,14916.24,1,0.152
2021-01,18,1019,30,28786.29,1,0.072
2021-01,180,1038,16,9233.74,1,0.071
2021-01,182,1150,71,42587.6,1,0.187
2021-01,184,1003,13,13111.26,1,0.099
2021-01,184,1197,15,2934.53,1,0.108
2021-01,185,1002,75,55473.14,1,0.16
2021-01,185,1055,56,19506.79,1,0.169
2021-01,185,1065,51,6586.05,1,0.114
2021-01,185,1066,60,9073.12,1,0.171
2021-01,185,1112,69,90270.07,1,0.158
2021-01,185,1113,36,52068.24,1,0.146
2021-01,185,1179,43,1395.23,1,0.329
2021-01,185,1183,88,12265.86,1,0.206
2021-01,186,1043,62,19829.57,1,0.101
2021-01,186,1064,25,4690.08,1,0.088
2021-01,186,1074,54,5407.23,1,0.123
2021-01,186,1111,40,50722.71,1,0.143
2021-01,186,1144,47,25149.19,1,0.124
2021-01,186,1186,36,7400.12,1,0.198
2021-01,187,1095,21,11501.06,1,0.056
2021-01,187,1120,34,2866.99,1,0.08
2021-01,19,1031,32,20745.78,1,0.09
2021-01,19,1099,18,13588.85,1,0.063
2021-01,190,1058,14,6434.14,1,0.131
2021-01,192,1050,7,3569.43,1,0.086
2021-01,192,1186,3,703.53,1,0.075
2021-01,195,1063,1,190.93,1,0.05
2021-01,196,1106,15,16293.23,1,0.217
2021-01,197,1021,6,3945.73,1,0.014
2021-01,199,1020,74,34738.19,1,0.128
2021-01,199,1110,100,128926.86,1,0.254
2021-01,199,1135,50,3686.85,1,0.134
2021-01,199,1164,55,2345.0,1,0.111
2021-01,199,1186,88,15944.95,1,0.244
2021-01,2,1021,9,5518.4,1,0.085
2021-01,20,1114,14,18875.9,1,0.046
2021-01,201,1086,5,3913.11,1,0.0
2021-01,202,1112,63,70042.14,1,0.256
2021-01,204,1053,2,719.35,1,0.017
2021-01,205,1076,25,3252.17,1,0.082
2021-01,205,1179,36,1595.22,1,0.047
2021-01,206,1017,9,8454.27,1,0.002
2021-01,206,1124,10,902.74,1,0.045
2021-01,207,1173,8,439.52,1,0.0
2021-01,207,1184,7,1188.82,1,0.044
2021-01,208,1091,61,41044.24,1,0.252
2021-01,209,1124,2,179.31,1,0.065
2021-01,209,1162,4,237.14,1,0.114
2021-01,21,1168,95,4513.61,1,0.252
2021-01,212,1063,30,4753.03,1,0.167
2021-01,212,1091,34,25125.8,1,0.126
2021-01,212,1188,75,14582.09,1,0.16
2021-01,213,1006,39,26697.92,1,0.124
2021-01,213,1044,78,28119.98,1,0.095
2021-01,213,1173,49,2250.95,1,0.164
2021-01,213,1184,51,7357.05,1,0.131
2021-01,215,1083,8,5471.63,1,0.108
2021-01,216,1095,9,4506.58,1,0.047
2021-01,218,1016,23,23431.73,1,0.072
2021-01,218,1096,27,23298.68,1,0.062
2021-01,218,1140,33,27639.71,1,0.119
2021-01,22,1094,2,1705.72,1,0.072
2021-01,22,1102,17,21215.16,1,0.069
2021-01,22,1182,10,2591.07,1,0.071
2021-01,220,1001,23,16741.6,1,0.096
2021-01,222,1001,4,2993.73,1,0.065
2021-01,222,1021,11,7344.56,1,0.026
2021-01,222,1046,15,7162.14,1,0.116
2021-01,222,1051,22,7912.11,1,0.132
2021-01,222,1159,28,14359.11,1,0.118
2021-01,222,1167,17,812.08,1,0.137
2021-01,222,1175,15,815.57,1,0.097
2021-01,222,1185,21,4872.51,1,0.116
2021-01,223,1046,30,14329.75,1,0.125
2021-01,223,1069,28,5066.51,1,0.122
2021-01,223,1075,51,7216.55,1,0.197
2021-01,223,1126,48,2636.2,1,0.126
2021-01,223,1164,38,1474.99,1,0.147
2021-01,223,1176,61,3368.81,1,0.111
2021-01,223,1199,58,12033.32,1,0.135
2021-01,224,1091,40,26020.82,1,0.208
2021-01,224,1153,68,33160.67,1,0.255
2021-01,224,1179,96,3705.37,1,0.141
2021-01,225,1097,18,10643.16,1,0.124
2021-01,225,1167,11,618.21,1,0.058
2021-01,226,1166,31,1916.71,1,0.088
2021-01,228,1058,18,8664.49,1,0.072
2021-01,230,1073,17,2541.33,1,0.084
2021-01,231,1196,117,18025.83,1,0.205
2021-01,232,1056,64,22831.38,1,0.16
2021-01,232,1138,69,5367.72,1,0.08
2021-01,232,1165,33,1724.91,1,0.108
2021-01,232,1184,54,8027.4,1,0.135
2021-01,233,1172,7,335.13,1,0.089
2021-01,233,1184,9,1535.06,1,0.026
2021-01,238,1051,19,7192.86,1,0.038
2021-01,24,1066,15,2151.59,1,0.174
2021-01,242,1175,42,2154.18,1,0.188
2021-01,244,1007,22,22576.0,1,0.078
2021-01,244,1022,14,9522.12,1,0.061
2021-01,244,1030,10,6272.99,1,0.075
2021-01,244,1092,23,20990.01,1,0.002
2021-01,244,1104,23,23483.05,1,0.065
2021-01,244,1117,9,9868.19,1,0.025
2021-01,246,1028,44,22460.21,1,0.08
2021-01,246,1121,31,2136.28,1,0.187
2021-01,246,1185,53,12442.22,1,0.097
2021-01,248,1022,15,9180.63,1,0.118
2021-01,248,1076,12,1625.06,1,0.112
2021-01,248,1096,10,8705.7,1,0.165
2021-01,248,1123,9,601.91,1,0.102
2021-01,248,1176,17,1086.65,1,0.059
2021-01,249,1015,26,19823.79,1,0.098
2021-01,250,1019,14,12897.61,1,0.046
2021-01,250,1035,52,27130.29,1,0.127
2021-01,252,1191,12,3133.9,1,0.072
2021-01,252,1195,25,5380.13,1,0.006
2021-01,255,1080,12,7948.49,1,0.08
2021-01,255,1172,18,874.64,1,0.022
2021-01,257,1033,55,30806.42,1,0.096
2021-01,257,1110,27,41397.07,1,0.108
2021-01,257,1159,37,19335.22,1,0.134
2021-01,257,1171,52,2566.84,1,0.092
2021-01,259,1023,61,33559.92,1,0.109
2021-01,259,1028,35,15245.52,1,0.16
2021-01,259,1099,25,17934.44,1,0.087
2021-01,259,1186,41,7243.29,1,0.179
2021-01,259,1194,37,10059.09,1,0.112
2021-01,259,1198,43,8965.94,1,0.101
2021-01,260,1095,3,1489.88,1,0.052
2021-01,261,1082,6,4608.01,1,0.059
2021-01,261,1108,6,8907.5,1,0.133
