product_id,year_month,product_line,product_category,region,units_sold,revenue,unique_customers,avg_discount_pct,units_lag_1m,units_lag_3m,revenue_lag_1m,rolling_units_mean_3m,rolling_units_mean_6m,rolling_units_std_3m,volatility_3m,mom_units_growth_pct,customer_count_growth_pct,trend_slope_3m,trend_slope_6m,stockout_flag,backorder_units,market_demand_index,competitor_pressure_index,campaign_flag,website_visits,demo_requests,risk_factor_sales_drop,risk_factor_customer_drop,risk_factor_volatility,risk_factor_under_trend,next_month_risk_label
1000,2023-10,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,55.0,0.0,36721.01,33.333333333333336,28.166666666666668,29.297326385411587,0.8789197915623476,-1.0,-1.0,27.499999999999996,5.628571428571427,0,0.0,123.12784443525031,100.0,1,29,10,1,1,1,1,1.0
1000,2023-11,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,45.0,0.0,33.333333333333336,27.666666666666668,29.297326385411584,0.8789197915623475,,,-22.5,-3.4285714285714257,0,0.0,155.87675922403957,100.0,1,30,7,0,0,1,1,1.0
1000,2023-12,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,55.0,0.0,18.333333333333332,16.666666666666668,31.754264805429422,1.7320508075688776,,,-27.5,0.2857142857142853,0,0.0,91.44385026737967,100.0,1,22,6,0,0,1,0,0.0
1000,2024-01,IT Devices,Laptop Pro,APAC,20.0,15846.02,1.0,0.044,0.0,0.0,0.0,0.0,16.666666666666668,0.0,,,,0.0,-5.428571428571427,0,0.0,127.35648476257973,96.661101836394,1,34,4,0,0,0,0,2.0
1000,2024-02,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,20.0,0.0,15846.02,6.666666666666667,20.0,11.547005383792524,1.7320508075688785,-1.0,-1.0,10.0,-8.285714285714286,0,0.0,119.52191235059762,100.0,1,20,3,1,1,1,1,1.0
1000,2024-03,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,12.5,11.547005383792524,1.7320508075688785,,,-1.191616393558691e-15,-6.142857142857142,0,0.0,25.39298669891173,100.0,1,23,5,0,0,1,1,1.0
1000,2024-04,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.666666666666667,3.3333333333333335,11.547005383792524,1.7320508075688785,,,-10.000000000000004,0.5714285714285713,0,0.0,60.47308878985258,100.0,1,25,13,0,0,1,0,0.0
1000,2024-05,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,,,,0.0,-0.5714285714285713,0,0.0,99.22651933701657,100.0,1,24,6,0,0,0,0,0.0
1000,2024-06,IT Devices,Laptop Pro,APAC,19.0,14848.33,1.0,0.085,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,,,,0.0,-1.714285714285714,0,0.0,104.23216444981863,95.59164733178655,1,22,6,0,0,0,0,2.0
1000,2024-07,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,19.0,0.0,14848.33,6.333333333333333,6.5,10.969655114602899,1.732050807568879,-1.0,-1.0,9.5,-0.14285714285714385,0,0.0,104.57620374054915,100.0,1,32,5,1,1,1,1,1.0
1000,2024-08,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,3.1666666666666665,10.969655114602899,1.732050807568879,,,-1.191616393558691e-15,1.6285714285714288,0,0.0,72.44897959183673,100.0,1,41,8,0,0,1,1,1.0
1000,2024-09,IT Devices,Laptop Pro,APAC,100.0,71984.87,1.0,0.148,0.0,19.0,0.0,6.333333333333333,3.1666666666666665,10.969655114602899,1.732050807568879,,,-9.499999999999998,0.5428571428571428,0,0.0,125.5402750491159,76.52582159624413,1,23,4,0,0,1,0,2.0
1000,2024-10,IT Devices,Laptop Pro,APAC,16.0,13323.02,1.0,0.029,100.0,0.0,71984.87,33.333333333333336,19.833333333333332,57.735026918962575,1.7320508075688772,-0.84,0.0,50.0,13.742857142857135,0,0.0,277.51937984496124,98.51024208566108,1,31,10,1,0,1,1,2.0
1000,2024-11,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,16.0,0.0,13323.02,38.666666666666664,22.5,53.7152988759565,1.3891887640333578,-1.0,-1.0,7.999999999999996,9.22857142857143,0,0.0,60.928433268858804,100.0,1,33,9,1,1,1,1,1.0
1000,2024-12,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,38.666666666666664,22.5,53.715298875956506,1.389188764033358,,,-50.0,1.514285714285714,0,0.0,116.2398921832884,100.0,1,29,6,0,0,1,0,1.0
1000,2025-01,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.333333333333333,19.333333333333332,9.237604307034063,1.732050807568887,,,-8.0,-2.3999999999999986,0,0.0,115.68123393316196,100.0,1,22,3,0,0,1,0,0.0
1000,2025-02,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,0.0,,,,0.0,-9.028571428571428,0,0.0,154.48992058643861,100.0,1,29,11,0,0,0,0,0.0
1000,2025-03,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,0.0,,,,0.0,-15.657142857142851,0,0.0,77.01539264283849,100.0,1,31,7,0,0,0,0,0.0
1000,2025-04,IT Devices,Laptop Pro,APAC,37.0,28677.87,2.0,0.10450000000000001,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,,,,0.0,-2.2857142857142847,0,0.0,104.6422159528084,94.55882352941177,1,28,10,0,0,0,0,2.0
1000,2025-05,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,37.0,0.0,28677.87,12.333333333333334,6.166666666666667,21.361959960016176,1.732050807568879,-1.0,-1.0,18.5,5.285714285714285,0,0.0,59.400855920114125,100.0,1,28,5,1,1,1,1,1.0
1000,2025-06,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,6.166666666666667,21.361959960016176,1.732050807568879,,,-1.5888218580782547e-15,3.1714285714285717,0,0.0,125.86938083121288,100.0,1,28,6,0,0,1,1,1.0
1000,2025-07,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,37.0,0.0,12.333333333333334,6.166666666666667,21.361959960016176,1.732050807568879,,,-18.499999999999996,1.057142857142857,0,0.0,34.98920086393088,100.0,1,26,9,0,0,1,0,0.0
1000,2025-08,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,,,,0.0,-1.0571428571428574,0,0.0,62.34939759036144,100.0,1,20,9,0,0,0,0,0.0
1000,2025-09,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,,,,0.0,-3.1714285714285695,0,0.0,101.84266477675408,100.0,1,25,7,0,0,0,0,0.0
1000,2025-10,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,,,,0.0,-5.2857142857142865,0,0.0,137.13065147739408,100.0,1,28,2,0,0,0,0,0.0
1000,2025-11,IT Devices,Laptop Pro,APAC,92.0,54863.06,1.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,0.0,300.0,94.57866823806718,1,34,10,0,0,0,0,2.0
1000,2025-12,IT Devices,Laptop Pro,APAC,0.0,0.0,0.0,0.0,92.0,0.0,54863.06,30.666666666666668,15.333333333333334,53.11622476544557,1.7320508075688772,-1.0,-1.0,46.0,13.142857142857139,0,0.0,82.40718272264013,100.0,1,22,8,1,1,1,1,
1000,2022-01,IT Devices,Laptop Pro,Benelux,23.0,15706.05,1.0,0.089,,,,,,,,,,,,0,0.0,129.0416971470373,92.17687074829932,1,46,14,0,0,0,0,1.0
1000,2022-02,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,23.0,,15706.05,,,,,-1.0,-1.0,,,0,0.0,113.7330754352031,100.0,1,43,9,1,1,0,0,1.0
1000,2022-03,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,,0.0,11.5,,16.263455967290593,1.4142135623730951,,,,,0,0.0,238.7596899224806,100.0,1,53,15,0,0,1,1,1.0
1000,2022-04,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.666666666666667,7.666666666666667,13.279056191361391,1.732050807568877,,,-11.5,,0,0.0,230.251202565473,100.0,1,50,13,0,0,1,0,0.0
1000,2022-05,IT Devices,Laptop Pro,Benelux,29.0,19959.14,1.0,0.138,0.0,0.0,0.0,0.0,5.75,0.0,,,,0.0,,0,0.0,164.19753086419752,95.6390977443609,1,45,7,0,0,0,0,1.0
1000,2022-06,IT Devices,Laptop Pro,Benelux,48.0,30436.78,1.0,0.177,29.0,0.0,19959.14,9.666666666666666,10.4,16.74315780649915,1.7320508075688776,0.6551724137931034,0.0,14.5,,0,0.0,86.98160836639019,88.05970149253731,1,51,16,0,0,1,0,2.0
1000,2022-07,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,48.0,0.0,30436.78,25.666666666666668,16.666666666666668,24.17298767908786,0.9418047147696569,-1.0,-1.0,24.0,6.057142857142854,0,0.0,35.93174974907996,100.0,1,52,15,1,1,1,1,1.0
1000,2022-08,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,29.0,0.0,25.666666666666668,12.833333333333334,24.17298767908786,0.9418047147696569,,,-14.500000000000005,4.942857142857144,0,0.0,46.13778705636743,100.0,1,39,16,0,0,1,1,1.0
1000,2022-09,IT Devices,Laptop Pro,Benelux,42.0,25760.32,1.0,0.202,0.0,48.0,0.0,16.0,12.833333333333334,27.712812921102035,1.7320508075688772,,,-24.00000000000001,0.5428571428571409,0,0.0,62.97750803284542,85.71428571428572,1,52,13,0,0,1,0,1.0
1000,2022-10,IT Devices,Laptop Pro,Benelux,81.0,59696.06,1.0,0.129,42.0,0.0,25760.32,14.0,19.833333333333332,24.248711305964285,1.7320508075688774,0.9285714285714286,0.0,21.0,2.1428571428571415,0,0.0,142.79951593384428,86.27118644067797,1,42,7,0,0,1,0,2.0
1000,2022-11,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,81.0,0.0,59696.06,41.0,33.333333333333336,40.509258201058195,0.9880306878306877,-1.0,-1.0,40.49999999999999,6.914285714285713,0,0.0,218.71544023819652,100.0,1,41,11,1,1,1,1,1.0
1000,2022-12,IT Devices,Laptop Pro,Benelux,9.0,6767.13,1.0,0.055,0.0,42.0,0.0,41.0,28.5,40.509258201058195,0.9880306878306877,,,-21.0,1.2857142857142878,0,0.0,259.53598112465596,99.18181818181819,1,48,10,0,0,1,1,2.0
1000,2023-01,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,9.0,81.0,6767.13,30.0,22.0,44.39594576084623,1.4798648586948744,-1.0,-1.0,-36.00000000000001,2.399999999999998,0,0.0,83.12249305769825,100.0,1,46,9,1,1,1,0,1.0
1000,2023-02,IT Devices,Laptop Pro,Benelux,7.0,4969.74,1.0,0.063,0.0,0.0,0.0,3.0,22.0,5.1961524227066755,1.7320508075688918,,,-5.958081967793455e-16,-5.14285714285714,0,0.0,46.31159213899174,97.41697416974169,1,33,4,0,0,1,0,2.0
1000,2023-03,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,7.0,9.0,4969.74,5.333333333333333,23.166666666666668,4.725815626252657,0.8860904299223732,-1.0,-1.0,-1.0,-11.685714285714282,0,0.0,117.94439764111205,100.0,1,54,15,1,1,1,1,1.0
1000,2023-04,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,16.166666666666668,4.0414518843274365,1.7320508075689012,,,0.0,-11.228571428571428,0,0.0,83.03503907234686,100.0,1,41,15,0,0,1,1,1.0
1000,2023-05,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3333333333333335,2.6666666666666665,4.0414518843274365,1.7320508075689012,,,-3.499999999999999,-0.5714285714285714,0,0.0,77.0249617931737,100.0,1,65,9,0,0,1,0,0.0
1000,2023-06,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,,,,0.0,-1.4857142857142855,0,0.0,51.88916876574308,100.0,1,41,7,0,0,0,0,0.0
1000,2023-07,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,,,,0.0,-0.5999999999999996,0,0.0,42.48741912293314,100.0,1,42,9,0,0,0,0,0.0
1000,2023-08,IT Devices,Laptop Pro,Benelux,40.0,25664.16,1.0,0.22,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,,,,0.0,-1.0,0,0.0,62.84584980237153,84.90566037735849,1,42,11,0,0,0,0,2.0
1000,2023-09,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,40.0,0.0,25664.16,13.333333333333334,6.666666666666667,23.09401076758504,1.7320508075688779,-1.0,-1.0,20.0,5.714285714285712,0,0.0,138.58954041204436,100.0,1,49,15,1,1,1,1,1.0
1000,2023-10,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,6.666666666666667,23.09401076758504,1.7320508075688779,,,-2.383232787117382e-15,3.4285714285714293,0,0.0,95.47154133776485,100.0,1,38,12,0,0,1,1,1.0
1000,2023-11,IT Devices,Laptop Pro,Benelux,825.0,522273.94,1.0,0.182,0.0,40.0,0.0,13.333333333333334,6.666666666666667,23.09401076758504,1.7320508075688779,,,-20.000000000000007,1.1428571428571426,0,0.0,300.0,39.56043956043956,1,36,10,0,0,1,0,2.0
1000,2023-12,IT Devices,Laptop Pro,Benelux,17.0,13349.39,1.0,0.122,825.0,0.0,522273.94,275.0,144.16666666666666,476.31397208144125,1.7320508075688772,-0.9793939393939394,0.0,412.5,116.71428571428568,0,0.0,78.72340425531915,95.82309582309583,1,54,16,1,0,1,1,2.0
1000,2024-01,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,17.0,0.0,13349.39,280.6666666666667,147.0,471.48312094213225,1.6798686019315874,-1.0,-1.0,8.499999999999996,69.71428571428572,0,0.0,98.43749999999999,100.0,1,46,10,1,1,1,1,1.0
1000,2024-02,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,825.0,0.0,280.6666666666667,147.0,471.48312094213225,1.6798686019315874,,,-412.5,19.314285714285706,0,0.0,122.27891156462584,100.0,1,51,6,0,0,1,0,1.0
1000,2024-03,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.666666666666667,140.33333333333334,9.814954576222139,1.7320508075686125,,,-8.5,-23.085714285714275,0,0.0,76.99648417880462,100.0,1,48,12,0,0,1,0,0.0
1000,2024-04,IT Devices,Laptop Pro,Benelux,65.0,42541.78,2.0,0.182,0.0,0.0,0.0,0.0,140.33333333333334,0.0,,,,0.0,-71.2,0,0.0,76.57289002557546,86.97394789579158,1,47,12,0,0,0,0,1.0
1000,2024-05,IT Devices,Laptop Pro,Benelux,57.0,43817.75,3.0,0.09533333333333334,65.0,0.0,42541.78,21.666666666666668,151.16666666666666,37.52776749732531,1.7320508075688603,-0.12307692307692308,0.5,32.5,-110.0285714285714,0,0.0,135.4694485842027,93.72937293729373,1,49,8,0,0,1,0,2.0
1000,2024-06,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,57.0,0.0,43817.75,40.666666666666664,23.166666666666668,35.44479275342582,0.8715932644285039,-1.0,-1.0,28.5,11.285714285714283,0,0.0,122.01680672268908,100.0,1,51,8,1,1,1,1,1.0
1000,2024-07,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,65.0,0.0,40.666666666666664,20.333333333333332,35.44479275342582,0.8715932644285039,,,-32.5,6.742857142857142,0,0.0,103.36847518642325,100.0,1,43,9,0,0,1,1,1.0
1000,2024-08,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,57.0,0.0,19.0,20.333333333333332,32.90896534380824,1.7320508075688548,,,-28.500000000000007,-0.22857142857142834,0,0.0,70.64947942488844,100.0,1,54,16,0,0,1,0,0.0
1000,2024-09,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,0.0,,,,0.0,-7.199999999999999,0,0.0,84.06332453825857,100.0,1,43,9,0,0,0,0,0.0
1000,2024-10,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,0.0,,,,0.0,-14.171428571428567,0,0.0,157.79527559055117,100.0,1,52,6,0,0,0,0,0.0
1000,2024-11,IT Devices,Laptop Pro,Benelux,23.0,17702.98,1.0,0.124,0.0,0.0,0.0,0.0,9.5,0.0,,,,0.0,-8.14285714285714,0,0.0,55.50660792951542,94.23558897243107,1,49,12,0,0,0,0,1.0
1000,2024-12,IT Devices,Laptop Pro,Benelux,54.0,37633.81,1.0,0.162,23.0,0.0,17702.98,7.666666666666667,3.8333333333333335,13.279056191360294,1.732050807568734,1.3478260869565217,0.0,11.5,3.2857142857142847,0,0.0,106.49487246910334,92.0,1,44,14,0,0,1,0,2.0
1000,2025-01,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,54.0,0.0,37633.81,25.666666666666668,12.833333333333334,27.098585448936372,1.0557890434650534,-1.0,-1.0,27.0,9.685714285714283,0,0.0,144.8827292110874,100.0,1,31,9,1,1,1,1,1.0
1000,2025-02,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,23.0,0.0,25.666666666666668,12.833333333333334,27.098585448936376,1.0557890434650536,,,-11.500000000000005,5.285714285714286,0,0.0,109.22768304914744,100.0,1,33,7,0,0,1,1,1.0
1000,2025-03,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,54.0,0.0,18.0,12.833333333333334,31.176914536239344,1.7320508075688525,,,-27.0,0.8857142857142849,0,0.0,48.973814578910115,100.0,1,39,8,0,0,1,0,0.0
1000,2025-04,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,0.0,,,,0.0,-3.5142857142857147,0,0.0,70.30093734583129,100.0,1,39,12,0,0,0,0,0.0
1000,2025-05,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,0.0,,,,0.0,-7.914285714285711,0,0.0,131.15962574425856,100.0,1,37,14,0,0,0,0,0.0
1000,2025-06,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,0.0,-7.714285714285712,0,0.0,106.64272890484739,100.0,1,42,12,0,0,0,0,0.0
1000,2025-07,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,0.0,73.37247893796273,100.0,1,37,11,0,0,0,0,0.0
1000,2025-08,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,0.0,76.16045845272207,100.0,1,52,13,0,0,0,0,0.0
1000,2025-09,IT Devices,Laptop Pro,Benelux,5.0,4093.53,1.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,0.0,175.67820392890553,99.4675186368477,1,49,16,0,0,0,0,1.0
1000,2025-10,IT Devices,Laptop Pro,Benelux,24.0,18034.03,1.0,0.132,5.0,0.0,4093.53,1.6666666666666667,0.8333333333333334,2.886751345943053,1.7320508075658319,3.8,0.0,2.5,0.714285714285714,0,0.0,145.57894736842104,97.39696312364426,1,47,15,0,0,1,0,1.0
1000,2025-11,IT Devices,Laptop Pro,Benelux,33.0,24348.27,1.0,0.11,24.0,0.0,18034.03,9.666666666666666,4.833333333333333,12.662279942147254,1.3098910284979919,0.375,0.0,12.0,3.857142857142856,0,0.0,179.70331999058158,97.40566037735849,1,47,16,0,0,1,0,2.0
1000,2025-12,IT Devices,Laptop Pro,Benelux,0.0,0.0,0.0,0.0,33.0,5.0,24348.27,20.666666666666668,10.333333333333334,14.294521094926742,0.6916703755609713,-1.0,-1.0,14.0,6.914285714285711,0,0.0,87.70008424599831,100.0,1,38,6,1,1,1,1,
1000,2022-01,IT Devices,Laptop Pro,DACH,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,242.080173347779,100.0,1,111,30,0,0,0,0,0.0
1000,2022-02,IT Devices,Laptop Pro,DACH,81.0,53407.92999999999,2.0,0.175,0.0,,0.0,,,,,,,,,0,0.0,128.81050926759045,93.21039396479463,1,98,26,0,0,0,0,1.0
1000,2022-03,IT Devices,Laptop Pro,DACH,253.0,151759.19,4.0,0.152,81.0,,53407.92999999999,40.5,,57.27564927611035,1.4142135623730951,2.123456790123457,1.0,,,0,0.0,201.89035916824193,87.07865168539325,1,127,21,0,0,1,0,2.0
1000,2022-04,IT Devices,Laptop Pro,DACH,42.0,29334.08,2.0,0.13,253.0,0.0,151759.19,111.33333333333333,111.33333333333333,129.19881320404355,1.1604683820722475,-0.83399209486166,-0.5,126.5,,0,0.0,94.03239556692242,96.19220308250227,1,109,30,1,1,1,1,1.0
