customer_id,customer_code,customer_segment,industry,region_id,customer_since,customer_size_score,base_churn_probability,churn_risk_band
851,CUST-00851,Public Sector,Manufacturing,4,2023-07-11,2.974,0.053,Low Churn Risk
1164,CUST-01164,Mid-Market,Government,9,2023-04-19,6.288,0.072,Medium Churn Risk
219,CUST-00219,Enterprise,Logistics,4,2022-03-26,4.457,0.038,Low Churn Risk
845,CUST-00845,Distributor,Technology,2,2021-08-20,5.748,0.084,Medium Churn Risk
114,CUST-00114,Mid-Market,Retail,2,2022-02-09,1.883,0.051,Low Churn Risk
549,CUST-00549,SMB,Education,9,2023-09-11,1.093,0.166,High Churn Risk
1019,CUST-01019,Mid-Market,Retail,6,2023-09-24,5.69,0.071,Medium Churn Risk
1073,CUST-01073,Enterprise,Retail,5,2020-08-20,24.728,0.03,Low Churn Risk
175,CUST-00175,Public Sector,Education,2,2022-02-13,2.285,0.072,Medium Churn Risk
1023,CUST-01023,SMB,Retail,7,2021-03-21,0.64,0.173,High Churn Risk
616,CUST-00616,Mid-Market,Manufacturing,9,2020-04-07,7.69,0.076,Medium Churn Risk
514,CUST-00514,SMB,Logistics,1,2023-03-29,1.031,0.169,High Churn Risk
462,CUST-00462,Public Sector,Healthcare,2,2021-05-20,0.929,0.047,Low Churn Risk
287,CUST-00287,Public Sector,Logistics,6,2023-10-21,2.516,0.066,Low Churn Risk
382,CUST-00382,Public Sector,Manufacturing,2,2023-03-07,0.913,0.034,Low Churn Risk
1008,CUST-01008,Public Sector,Education,1,2022-11-15,0.368,0.066,Low Churn Risk
671,CUST-00671,Enterprise,Education,2,2020-04-15,2.115,0.034,Low Churn Risk
535,CUST-00535,Distributor,Education,9,2023-08-30,2.721,0.071,Medium Churn Risk
910,CUST-00910,Enterprise,Manufacturing,6,2021-01-23,8.561,0.023,Low Churn Risk
293,CUST-00293,SMB,Education,9,2021-04-14,1.45,0.166,High Churn Risk
124,CUST-00124,Distributor,Healthcare,3,2020-06-17,18.744,0.09,Medium Churn Risk
