product_id,sku,product_family,product_group,product_name,launch_year,lifecycle_stage,base_list_price_eur,base_unit_cost_eur,target_margin_pct,product_growth_factor,is_declining_product,is_new_product,launch_date
1150,SKU-1150,Services,Legacy Workstation,Legacy Workstation Model 11,2019,Decline,64615.0,5569.0,18.0,88.0,1,0,2019-01-01
1104,SKU-1104,Accessories,Industrial Scanner,Industrial Scanner Model 05,2022,New,142299.0,88015.0,34.0,103.0,0,1,2022-01-01
1135,SKU-1135,Accessories,Connectivity Module,Connectivity Module Model 16,2019,Decline,8859.0,5419.0,31.0,118.0,1,0,2019-01-01
1137,SKU-1137,Accessories,Connectivity Module,Connectivity Module Model 18,2020,Mature,7798.0,4933.0,31.0,118.0,0,0,2020-01-01
1164,SKU-1164,Accessories,Accessory Kit,Accessory Kit Model 05,2019,Mature,433.0,3226.0,22.0,105.0,0,0,2019-01-01
1076,SKU-1076,Medical,Medical Sensor,Medical Sensor Model 17,2021,Mature,18873.0,10731.0,45.0,115.0,0,0,2021-01-01
1079,SKU-1079,Medical,Medical Sensor,Medical Sensor Model 20,2020,Decline,19759.0,9156.0,45.0,115.0,1,0,2020-01-01
1197,SKU-1197,Services,Service Contract,Service Contract Model 18,2021,Growth,21956.0,9749.0,62.0,116.0,0,0,2021-01-01
1038,SKU-1038,IT,Laptop Standard,Laptop Standard Model 19,2019,Mature,47427.0,37197.0,24.0,101.0,0,0,2019-01-01
1024,SKU-1024,IT,Laptop Standard,Laptop Standard Model 05,2021,Growth,50174.0,40634.0,24.0,101.0,0,0,2021-01-01
1122,SKU-1122,Accessories,Connectivity Module,Connectivity Module Model 03,2021,Mature,8509.0,4766.0,31.0,118.0,0,0,2021-01-01
1195,SKU-1195,Services,Service Contract,Service Contract Model 16,2020,Decline,25761.0,818.0,62.0,116.0,1,0,2020-01-01
1029,SKU-1029,IT,Laptop Standard,Laptop Standard Model 10,2023,Mature,64352.0,48837.0,24.0,101.0,0,0,2023-01-01
1019,SKU-1019,IT,Laptop Pro,Laptop Pro Model 20,2020,Mature,88723.0,6229.0,29.0,108.0,0,0,2020-01-01
1143,SKU-1143,Services,Legacy Workstation,Legacy Workstation Model 04,2021,Decline,71845.0,62105.0,18.0,88.0,1,0,2021-01-01
1086,SKU-1086,Medical,Monitoring Device,Monitoring Device Model 07,2020,Mature,68262.0,40575.0,39.0,11.0,0,0,2020-01-01
1114,SKU-1114,Accessories,Industrial Scanner,Industrial Scanner Model 15,2020,Mature,171999.0,11637.0,34.0,103.0,0,0,2020-01-01
1173,SKU-1173,Accessories,Accessory Kit,Accessory Kit Model 14,2020,Mature,6287.0,4794.0,22.0,105.0,0,0,2020-01-01
1005,SKU-1005,IT,Laptop Pro,Laptop Pro Model 06,2023,Growth,115525.0,82915.0,29.0,108.0,0,0,2023-01-01
1126,SKU-1126,Accessories,Connectivity Module,Connectivity Module Model 07,2023,Growth,8119.0,5418.0,31.0,118.0,0,0,2023-01-01
1117,SKU-1117,Accessories,Industrial Scanner,Industrial Scanner Model 18,2020,Mature,152937.0,101136.0,34.0,103.0,0,0,2020-01-01
1073,SKU-1073,Medical,Medical Sensor,Medical Sensor Model 14,2023,Mature,1507.0,8644.0,45.0,115.0,0,0,2023-01-01
1140,SKU-1140,Services,Legacy Workstation,Legacy Workstation Model 01,2018,Decline,8734.0,68725.0,18.0,88.0,1,0,2018-01-01
1098,SKU-1098,Medical,Monitoring Device,Monitoring Device Model 19,2023,Growth,58823.0,38218.0,39.0,11.0,0,0,2023-01-01
1172,SKU-1172,Accessories,Accessory Kit,Accessory Kit Model 13,2021,Decline,6236.0,4779.0,22.0,105.0,1,0,2021-01-01
1096,SKU-1096,Medical,Monitoring Device,Monitoring Device Model 17,2019,Decline,73546.0,5223.0,39.0,11.0,1,0,2019-01-01
1169,SKU-1169,Accessories,Accessory Kit,Accessory Kit Model 10,2021,Mature,6678.0,5317.0,22.0,105.0,0,0,2021-01-01
1097,SKU-1097,Medical,Monitoring Device,Monitoring Device Model 18,2022,Mature,77323.0,42104.0,39.0,11.0,0,0,2022-01-01
1031,SKU-1031,IT,Laptop Standard,Laptop Standard Model 12,2018,Mature,70863.0,52592.0,24.0,101.0,0,0,2018-01-01
1012,SKU-1012,IT,Laptop Pro,Laptop Pro Model 13,2022,Growth,105901.0,74832.0,29.0,108.0,0,0,2022-01-01
1035,SKU-1035,IT,Laptop Standard,Laptop Standard Model 16,2021,Mature,6625.0,53628.0,24.0,101.0,0,0,2021-01-01
1119,SKU-1119,Accessories,Industrial Scanner,Industrial Scanner Model 20,2020,Growth,138355.0,77913.0,34.0,103.0,0,0,2020-01-01
1042,SKU-1042,IT,Tablet Enterprise,Tablet Enterprise Model 03,2020,Decline,43605.0,32173.0,27.0,112.0,1,0,2020-01-01
1189,SKU-1189,Services,Service Contract,Service Contract Model 10,2019,Decline,24615.0,8396.0,62.0,116.0,1,0,2019-01-01
1090,SKU-1090,Medical,Monitoring Device,Monitoring Device Model 11,2022,Growth,69365.0,3949.0,39.0,11.0,0,0,2022-01-01
1136,SKU-1136,Accessories,Connectivity Module,Connectivity Module Model 17,2019,Mature,7911.0,528.0,31.0,118.0,0,0,2019-01-01
1051,SKU-1051,IT,Tablet Enterprise,Tablet Enterprise Model 12,2018,Mature,41599.0,29028.0,27.0,112.0,0,0,2018-01-01
1127,SKU-1127,Accessories,Connectivity Module,Connectivity Module Model 08,2019,Mature,6341.0,4482.0,31.0,118.0,0,0,2019-01-01
1162,SKU-1162,Accessories,Accessory Kit,Accessory Kit Model 03,2021,Decline,5155.0,452.0,22.0,105.0,1,0,2021-01-01
1041,SKU-1041,IT,Tablet Enterprise,Tablet Enterprise Model 02,2022,Growth,35951.0,24737.0,27.0,112.0,0,0,2022-01-01
1118,SKU-1118,Accessories,Industrial Scanner,Industrial Scanner Model 19,2021,Mature,112438.0,85863.0,34.0,103.0,0,0,2021-01-01
1113,SKU-1113,Accessories,Industrial Scanner,Industrial Scanner Model 14,2022,Mature,153644.0,9126.0,34.0,103.0,0,0,2022-01-01
1026,SKU-1026,IT,Laptop Standard,Laptop Standard Model 07,2023,Mature,53397.0,4113.0,24.0,101.0,0,0,2023-01-01
1139,SKU-1139,Accessories,Connectivity Module,Connectivity Module Model 20,2022,Mature,8162.0,5697.0,31.0,118.0,0,0,2022-01-01
1100,SKU-1100,Accessories,Industrial Scanner,Industrial Scanner Model 01,2024,Growth,134458.0,85654.0,34.0,103.0,0,0,2024-01-01
1111,SKU-1111,Accessories,Industrial Scanner,Industrial Scanner Model 12,2023,Mature,168218.0,116113.0,34.0,103.0,0,0,2023-01-01
1002,SKU-1002,IT,Laptop Pro,Laptop Pro Model 03,2019,Mature,109353.0,73388.0,29.0,108.0,0,0,2019-01-01
1077,SKU-1077,Medical,Medical Sensor,Medical Sensor Model 18,2021,Mature,2373.0,14872.0,45.0,115.0,0,0,2021-01-01
1046,SKU-1046,IT,Tablet Enterprise,Tablet Enterprise Model 07,2023,Mature,48939.0,34676.0,27.0,112.0,0,0,2023-01-01
1187,SKU-1187,Services,Service Contract,Service Contract Model 08,2020,Mature,27135.0,11858.0,62.0,116.0,0,0,2020-01-01
1191,SKU-1191,Services,Service Contract,Service Contract Model 12,2022,Mature,17823.0,6684.0,62.0,116.0,0,0,2022-01-01
1085,SKU-1085,Medical,Monitoring Device,Monitoring Device Model 06,2022,Mature,67959.0,4490.0,39.0,11.0,0,0,2022-01-01
1161,SKU-1161,Accessories,Accessory Kit,Accessory Kit Model 02,2023,Mature,4656.0,4194.0,22.0,105.0,0,0,2023-01-01
1036,SKU-1036,IT,Laptop Standard,Laptop Standard Model 17,2021,Mature,54438.0,42503.0,24.0,101.0,0,0,2021-01-01
1190,SKU-1190,Services,Service Contract,Service Contract Model 11,2018,Growth,16752.0,5527.0,62.0,116.0,0,0,2018-01-01
1061,SKU-1061,Medical,Medical Sensor,Medical Sensor Model 02,2022,Mature,2564.0,14781.0,45.0,115.0,0,0,2022-01-01
1022,SKU-1022,IT,Laptop Standard,Laptop Standard Model 03,2019,Mature,66957.0,49393.0,24.0,101.0,0,0,2019-01-01
1141,SKU-1141,Services,Legacy Workstation,Legacy Workstation Model 02,2023,Decline,81788.0,58744.0,18.0,88.0,1,0,2023-01-01
1101,SKU-1101,Accessories,Industrial Scanner,Industrial Scanner Model 02,2019,Decline,130419.0,85175.0,34.0,103.0,1,0,2019-01-01
1033,SKU-1033,IT,Laptop Standard,Laptop Standard Model 14,2022,Growth,68632.0,52923.0,24.0,101.0,0,0,2022-01-01
1011,SKU-1011,IT,Laptop Pro,Laptop Pro Model 12,2023,Mature,9679.0,67663.0,29.0,108.0,0,0,2023-01-01
1194,SKU-1194,Services,Service Contract,Service Contract Model 15,2022,Decline,28784.0,12263.0,62.0,116.0,1,0,2022-01-01
1159,SKU-1159,Services,Legacy Workstation,Legacy Workstation Model 20,2020,Decline,7269.0,59489.0,18.0,88.0,1,0,2020-01-01
1006,SKU-1006,IT,Laptop Pro,Laptop Pro Model 07,2023,Growth,103446.0,71556.0,29.0,108.0,0,0,2023-01-01
1027,SKU-1027,IT,Laptop Standard,Laptop Standard Model 08,2019,Decline,70922.0,60026.0,24.0,101.0,1,0,2019-01-01
1120,SKU-1120,Accessories,Connectivity Module,Connectivity Module Model 01,2020,Mature,8986.0,6383.0,31.0,118.0,0,0,2020-01-01
