return_id,sales_id,date_id,return_date,customer_id,product_id,region_id,return_units,return_value_eur,return_reason
2460,58896,20250210,2025-02-10,403,1144,6,2,1528.21,Other
1158,20968,20230429,2023-04-29,1069,1020,6,16,10098.03,Defect
762,45683,20221003,2022-10-03,525,1094,1,7,5249.64,Defect
1784,18984,20240104,2024-01-04,599,1068,6,6,1227.08,Wrong Configuration
2578,21231,20250211,2025-02-11,88,1018,3,37,29946.59,Customer Cancellation
1042,38488,20240215,2024-02-15,684,1004,1,17,18767.72,Shipping Damage
3760,46433,20230204,2023-02-04,910,1072,1,7,1504.86,Defect
1534,61904,20241224,2024-12-24,201,1015,1,2,1622.12,Defect
145,56932,20241116,2024-11-16,682,1115,8,17,22944.72,Customer Cancellation
110,30770,20250325,2025-03-25,884,1090,1,1,867.18,Defect
1510,13461,20250914,2025-09-14,360,1187,1,24,7063.08,Defect
866,46647,20241223,2024-12-23,375,1114,8,4,7785.44,Wrong Configuration
4048,77707,20231003,2023-10-03,1173,1077,6,3,687.98,Defect
3787,15424,20251207,2025-12-07,1180,1191,1,43,7040.38,Shipping Damage
1422,65633,20210805,2021-08-05,681,1112,2,1,1117.67,Wrong Configuration
2495,99877,20241214,2024-12-14,418,1184,2,3,464.84,Wrong Configuration
595,15079,20250205,2025-02-05,875,1093,10,6,4904.73,Wrong Configuration
694,70056,20240802,2024-08-02,249,1139,3,4,321.53,Defect
1955,54881,20220226,2022-02-26,859,1030,9,8,3762.05,Customer Cancellation
1946,70330,20251127,2025-11-27,130,1170,3,22,1006.56,Other
791,112952,20250601,2025-06-01,495,1186,2,3,554.27,Customer Cancellation
1968,92131,20250527,2025-05-27,1081,1041,4,18,6268.51,Wrong Configuration
3101,87241,20250724,2025-07-24,169,1101,8,10,12158.72,Other
3671,117130,20240521,2024-05-21,784,1004,6,1,1210.99,Customer Cancellation
4126,23688,20210606,2021-06-06,695,1167,1,8,520.91,Customer Cancellation
2579,22047,20251227,2025-12-27,139,1083,6,7,7759.04,Defect
85,56772,20240610,2024-06-10,1137,1126,4,37,3049.3,Wrong Configuration
1062,62040,20250518,2025-05-18,316,1076,7,10,1795.05,Customer Cancellation
3747,7157,20251213,2025-12-13,395,1075,1,12,2718.07,Defect
433,86195,20250909,2025-09-09,399,1135,5,17,1244.51,Wrong Configuration
2631,33078,20240212,2024-02-12,479,1184,9,1,207.72,Customer Cancellation
1599,119614,20240516,2024-05-16,1153,1135,1,7,474.79,Wrong Configuration
1211,20667,20251211,2025-12-11,526,1123,6,7,536.27,Customer Cancellation
2096,54471,20230513,2023-05-13,409,1015,4,6,4853.76,Wrong Configuration
180,11854,20241112,2024-11-12,232,1002,6,4,4187.51,Shipping Damage
2728,14430,20240610,2024-06-10,325,1019,8,1,977.22,Other
185,84332,20250928,2025-09-28,192,1174,1,4,267.38,Defect
221,7880,20240603,2024-06-03,911,1119,6,1,1532.92,Wrong Configuration
3046,5686,20221223,2022-12-23,284,1176,2,1,34.98,Defect
1814,87306,20241123,2024-11-23,1098,1030,8,2,1046.16,Wrong Configuration
681,2707,20240913,2024-09-13,779,1102,5,33,44859.09,Customer Cancellation
2440,8107,20240127,2024-01-27,51,1160,5,3,179.52,Defect
2213,117748,20251228,2025-12-28,584,1042,9,15,5565.91,Wrong Configuration
158,29530,20251020,2025-10-20,351,1161,6,6,281.4,Defect
189,84813,20211231,2021-12-31,98,1159,3,3,1903.37,Shipping Damage
4192,63820,20230310,2023-03-10,622,1039,9,7,5769.12,Shipping Damage
843,36949,20250104,2025-01-04,977,1130,6,2,145.94,Defect
2097,7568,20240506,2024-05-06,387,1189,8,10,2065.95,Shipping Damage
3974,88567,20250801,2025-08-01,823,1181,1,1,271.83,Shipping Damage
4097,113460,20251011,2025-10-11,923,1171,1,1,46.57,Defect
1692,96107,20220601,2022-06-01,684,1124,1,2,127.88,Wrong Configuration
3270,51045,20230109,2023-01-09,171,1108,1,1,1243.26,Defect
4029,78070,20230110,2023-01-10,695,1169,1,7,388.25,Other
