sales_id,order_id,date_id,order_date,year_month,customer_id,product_id,region_id,sales_rep_id,units,asp_eur,discount_pct,revenue_eur,revenue_local_currency,currency,unit_cost_eur,gross_profit_eur,gross_margin_pct,is_outlier_order,cogs_eur,discount_value_eur,margin_category,order_size_category,missing_sales_rep_flag,missing_discount_flag,missing_margin_flag
1750,ORD-00001750,20210716,2021-07-16,2021-07-01,243,1023,3,14.0,15,519.52,0.15,7792.84,7792.84,EUR,499.22,304.58,0.0391,False,7488.26,1168.926,Low Margin,Small Order,0,0,0
114631,ORD-00114631,20250802,2025-08-02,2025-08-01,164,1193,9,60.0,9,194.41,0.166,1749.68,7607.3,PLN,87.87,958.81,0.548,False,790.87,290.44688,High Margin,Small Order,0,0,0
11204,ORD-00011204,20230611,2023-06-11,2023-06-01,978,1050,6,47.0,121,525.64,0.146,63602.68,69133.35,USD,375.47,18171.01,0.2857,False,45431.67,9285.99128,Medium Margin,Large Order,0,0,0
59655,ORD-00059655,20251006,2025-10-06,2025-10-01,515,1132,3,6.0,32,77.6,0.209,2483.1,2483.1,EUR,59.02,594.48,0.2394,False,1888.62,518.9679,Low Margin,Medium Order,0,0,0
35528,ORD-00035528,20220518,2022-05-18,2022-05-01,82,1052,3,21.0,13,393.91,0.066,5120.85,5120.85,EUR,277.78,1509.65,0.2948,False,3611.2,337.9761,Medium Margin,Small Order,0,0,0
101798,ORD-00101798,20210628,2021-06-28,2021-06-01,1063,1046,6,37.0,103,476.1,0.134,49038.57,53302.79,USD,365.51,11390.68,0.2323,False,37647.89,6571.16838,Low Margin,Large Order,0,0,0
11981,ORD-00011981,20251223,2025-12-23,2025-12-01,1131,1055,4,10.0,43,399.92,0.225,17196.61,17196.61,EUR,328.82,3057.5,0.1778,False,14139.11,3869.23725,Low Margin,Medium Order,0,0,0
61755,ORD-00061755,20240229,2024-02-29,2024-02-01,778,1049,6,63.0,29,357.88,0.091,10378.4,11280.87,USD,288.53,2011.08,0.1938,False,8367.32,944.4344,Low Margin,Medium Order,0,0,0
93023,ORD-00093023,20251121,2025-11-21,2025-11-01,281,1094,3,16.0,4,947.43,0.009,3789.72,3789.72,EUR,550.12,1589.22,0.4194,False,2200.5,34.10748,High Margin,Small Order,0,0,0
13665,ORD-00013665,20220127,2022-01-27,2022-01-01,78,1195,9,25.0,13,209.92,0.054,2729.02,11865.3,PLN,109.53,1305.08,0.4782,False,1423.94,147.36708,High Margin,Small Order,0,0,0
113758,ORD-00113758,20250325,2025-03-25,2025-03-01,756,1065,2,75.0,18,131.07,0.161,2359.24,2359.24,EUR,89.79,743.11,0.315,False,1616.13,379.83764,Medium Margin,Small Order,0,0,0
59280,ORD-00059280,20250222,2025-02-22,2025-02-01,149,1136,8,22.0,43,65.55,0.254,2818.86,2818.86,EUR,55.99,411.35,0.1459,False,2407.51,715.99044,Low Margin,Medium Order,0,0,0
61524,ORD-00061524,20210302,2021-03-02,2021-03-01,788,1167,6,42.0,16,52.62,0.093,841.96,915.17,USD,44.99,122.19,0.1451,False,719.77,78.30228,Low Margin,Small Order,0,0,0
31155,ORD-00031155,20210823,2021-08-23,2021-08-01,640,1179,9,84.0,18,45.98,0.033,827.65,3598.48,PLN,36.83,164.79,0.1991,False,662.86,27.31245,Low Margin,Small Order,0,0,0
75640,ORD-00075640,20251126,2025-11-26,2025-11-01,253,1044,2,8.0,25,391.04,0.098,9776.0,9776.0,EUR,327.69,1583.71,0.162,False,8192.29,958.048,Low Margin,Medium Order,0,0,0
47218,ORD-00047218,20241108,2024-11-08,2024-11-01,591,1019,6,24.0,8,956.37,,7650.94,8316.24,USD,744.38,1695.89,0.2217,False,5955.05,,Low Margin,Small Order,0,1,0
16529,ORD-00016529,20220401,2022-04-01,2022-04-01,563,1104,1,3.0,36,814.45,0.2,29320.21,29320.21,EUR,700.14,4115.17,0.1404,False,25205.04,5864.042,Low Margin,Medium Order,0,0,0
117742,ORD-00117742,20251114,2025-11-14,2025-11-01,1122,1161,7,49.0,31,60.09,0.156,1862.67,2739.22,CAD,54.32,178.6,0.0959,False,1684.07,290.57652,Low Margin,Medium Order,0,0,0
78536,ORD-00078536,20241210,2024-12-10,2024-12-01,82,1017,3,17.0,15,958.07,,14371.03,14371.03,EUR,741.31,3251.37,0.2262,False,11119.66,,Low Margin,Small Order,0,1,0
114610,ORD-00114610,20220509,2022-05-09,2022-05-01,233,1080,5,38.0,6,630.49,0.159,3782.93,3233.27,GBP,396.67,1402.89,0.3708,False,2380.04,601.48587,Medium Margin,Small Order,0,0,0
103220,ORD-00103220,20220822,2022-08-22,2022-08-01,847,1026,4,78.0,60,469.37,0.254,28162.0,28162.0,EUR,480.12,-645.06,-0.0229,False,28807.06,7153.148,Low Margin,Medium Order,0,0,0
2620,ORD-00002620,20251203,2025-12-03,2025-12-01,148,1161,1,7.0,10,64.33,0.066,643.27,643.27,EUR,52.57,117.59,0.1828,False,525.68,42.45582,Low Margin,Small Order,0,0,0
57663,ORD-00057663,20230108,2023-01-08,2023-01-01,923,1017,8,75.0,53,914.0,0.14,48442.21,48442.21,EUR,682.58,12265.72,0.2532,False,36176.49,6781.9094,Medium Margin,Medium Order,0,0,0
19072,ORD-00019072,20231006,2023-10-06,2023-10-01,223,1123,9,20.0,32,74.95,0.03,2398.37,10427.7,PLN,52.19,728.31,0.3037,False,1670.06,71.9511,Medium Margin,Medium Order,0,0,0
72649,ORD-00072649,20240710,2024-07-10,2024-07-01,185,1160,9,71.0,106,76.75,0.155,8135.34,35371.04,PLN,64.59,1288.39,0.1584,False,6846.95,1260.9777,Low Margin,Large Order,0,0,0
17793,ORD-00017793,20250718,2025-07-18,2025-07-01,1,1038,10,18.0,11,632.84,0.061,6961.27,1122785.48,JPY,479.57,1686.03,0.2422,False,5275.24,424.63747,Low Margin,Small Order,0,0,0
27054,ORD-00027054,20240917,2024-09-17,2024-09-01,149,1106,8,12.0,45,1176.75,0.184,52953.63,52953.63,EUR,833.05,15466.34,0.2921,False,37487.29,9743.46792,Medium Margin,Medium Order,0,0,0
110312,ORD-00110312,20241115,2024-11-15,2024-11-01,409,1161,5,53.0,89,55.55,0.177,4943.52,4225.23,GBP,48.88,593.3,0.12,False,4350.22,875.00304,Low Margin,Medium Order,0,0,0
6092,ORD-00006092,20211013,2021-10-13,2021-10-01,439,1077,2,19.0,23,127.11,0.127,2923.43,2923.43,EUR,91.36,822.14,0.2812,False,2101.29,371.27561,Medium Margin,Small Order,0,0,0
10745,ORD-00010745,20230523,2023-05-23,2023-05-01,621,1079,8,39.0,77,178.16,0.1,13718.7,13718.7,EUR,102.23,5846.65,0.4262,False,7872.05,1371.87,High Margin,Medium Order,0,0,0
101589,ORD-00101589,20250419,2025-04-19,2025-04-01,582,1004,5,16.0,35,759.16,0.202,26570.61,22709.92,GBP,604.84,5401.19,0.2033,False,21169.42,5367.26322,Low Margin,Medium Order,0,0,0
54159,ORD-00054159,20221113,2022-11-13,2022-11-01,773,1128,5,64.0,55,40.34,0.315,2218.54,1896.19,GBP,38.43,104.97,0.0473,False,2113.57,698.8401,Low Margin,Medium Order,0,0,0
38274,ORD-00038274,20250207,2025-02-07,2025-02-01,583,1170,2,1.0,9,72.35,0.093,651.18,651.18,EUR,63.0,84.19,0.1293,False,566.99,60.55974,Low Margin,Small Order,0,0,0
32115,ORD-00032115,20240301,2024-03-01,2024-03-01,186,1006,1,3.0,46,775.31,0.185,35664.43,35664.43,EUR,652.13,5666.64,0.1589,False,29997.79,6597.91955,Low Margin,Medium Order,0,0,0
28228,ORD-00028228,20230309,2023-03-09,2023-03-01,1198,1114,2,22.0,8,1533.62,0.061,12268.93,12268.93,EUR,961.14,4579.84,0.3733,False,7689.09,748.40473,Medium Margin,Small Order,0,0,0
52851,ORD-00052851,20241213,2024-12-13,2024-12-01,259,1082,2,48.0,27,836.55,0.152,22586.89,22586.89,EUR,658.66,4803.03,0.2126,False,17783.86,3433.20728,Low Margin,Medium Order,0,0,0
95498,ORD-00095498,20210224,2021-02-24,2021-02-01,429,1188,1,15.0,36,216.13,0.032,7780.51,7780.51,EUR,75.39,5066.61,0.6512,False,2713.9,248.97632,High Margin,Medium Order,0,0,0
26303,ORD-00026303,20240128,2024-01-28,2024-01-01,460,1011,3,12.0,2,970.2,0.085,1940.39,1940.39,EUR,680.32,579.76,0.2988,False,1360.63,164.93315,Medium Margin,Small Order,0,0,0
48643,ORD-00048643,20221106,2022-11-06,2022-11-01,359,1051,1,60.0,8,363.4,0.111,2907.2,2907.2,EUR,328.44,279.68,0.0962,False,2627.52,322.6992,Low Margin,Small Order,0,0,0
23719,ORD-00023719,20241228,2024-12-28,2024-12-01,332,1001,5,13.0,94,784.28,0.159,73721.98,63010.24,GBP,579.04,19292.43,0.2617,False,54429.55,11721.79482,Medium Margin,Medium Order,0,0,0
53878,ORD-00053878,20241221,2024-12-21,2024-12-01,680,1072,8,80.0,25,174.0,0.102,4350.08,4350.08,EUR,98.44,1889.13,0.4343,False,2460.95,443.70816,High Margin,Medium Order,0,0,0
66947,ORD-00066947,20240520,2024-05-20,2024-05-01,17,1007,1,8.0,108,1038.88,0.114,112199.57,112199.57,EUR,699.43,36660.73,0.3267,False,75538.84,12790.75098,Medium Margin,Large Order,0,0,0
105327,ORD-00105327,20240502,2024-05-02,2024-05-01,685,1013,4,48.0,136,906.07,0.142,123225.49,123225.49,EUR,734.95,23272.66,0.1889,False,99952.83,17498.01958,Low Margin,Large Order,0,0,0
81445,ORD-00081445,20211114,2021-11-14,2021-11-01,789,1000,3,84.0,87,554.91,0.224,48277.55,48277.55,EUR,558.72,-331.43,-0.0069,False,48608.98,10814.1712,Low Margin,Medium Order,0,0,0
56220,ORD-00056220,20210418,2021-04-18,2021-04-01,579,1194,2,57.0,86,243.02,0.169,20899.77,20899.77,EUR,104.35,11925.45,0.5706,False,8974.32,3532.06113,High Margin,Medium Order,0,0,0
53450,ORD-00053450,20210828,2021-08-28,2021-08-01,422,1094,7,30.0,33,756.07,0.138,24950.25,36691.54,CAD,505.41,8271.68,0.3315,False,16678.57,3443.1345,Medium Margin,Medium Order,0,0,0
54209,ORD-00054209,20250203,2025-02-03,2025-02-01,472,1012,9,59.0,16,1043.53,0.109,16696.54,72593.65,PLN,783.29,4163.97,0.2494,False,12532.57,1819.92286,Low Margin,Small Order,0,0,0
86165,ORD-00086165,20240807,2024-08-07,2024-08-01,843,1076,5,50.0,38,131.48,0.213,4996.27,4270.32,GBP,83.0,1842.4,0.3688,False,3153.87,1064.20551,Medium Margin,Medium Order,0,0,0
87738,ORD-00087738,20250510,2025-05-10,2025-05-01,592,1080,2,26.0,57,649.58,0.195,37026.3,37026.3,EUR,393.46,14599.1,0.3943,False,22427.2,7220.1285,Medium Margin,Medium Order,0,0,0
116452,ORD-00116452,20250805,2025-08-05,2025-08-01,971,1077,6,39.0,26,161.82,0.122,4207.28,4573.13,USD,97.95,1660.45,0.3947,False,2546.83,513.28816,Medium Margin,Medium Order,0,0,0
35247,ORD-00035247,20241015,2024-10-15,2024-10-01,238,1149,4,80.0,25,789.9,0.027,19747.55,19747.55,EUR,818.79,-722.29,-0.0366,False,20469.84,533.18385,Low Margin,Medium Order,0,0,0
544,ORD-00000544,20251024,2025-10-24,2025-10-01,1149,1175,2,77.0,8,67.08,0.066,536.68,536.68,EUR,52.13,119.68,0.223,False,417.0,35.42088,Low Margin,Small Order,0,0,0
102312,ORD-00102312,20240404,2024-04-04,2024-04-01,702,1054,3,38.0,54,515.27,0.165,27824.53,27824.53,EUR,411.47,5605.37,0.2015,False,22219.16,4591.04745,Low Margin,Medium Order,0,0,0
107418,ORD-00107418,20240331,2024-03-31,2024-03-01,1041,1120,4,78.0,16,90.53,0.148,1448.56,1448.56,EUR,71.55,303.81,0.2097,False,1144.75,214.38688,Low Margin,Small Order,0,0,0
97482,ORD-00097482,20230204,2023-02-04,2023-02-01,429,1044,1,56.0,13,383.6,0.048,4986.74,4986.74,EUR,353.66,389.18,0.078,False,4597.56,239.36352,Low Margin,Small Order,0,0,0
36299,ORD-00036299,20221130,2022-11-30,2022-11-01,793,1184,4,46.0,94,136.76,0.249,12855.13,12855.13,EUR,69.3,6341.01,0.4933,False,6514.12,3200.92737,High Margin,Medium Order,0,0,0
55376,ORD-00055376,20231106,2023-11-06,2023-11-01,772,1067,3,12.0,13,190.96,0.111,2482.46,2482.46,EUR,107.85,1080.39,0.4352,False,1402.07,275.55306,High Margin,Small Order,0,0,0
2340,ORD-00002340,20240108,2024-01-08,2024-01-01,1150,1064,4,67.0,32,202.76,0.121,6488.21,6488.21,EUR,114.3,2830.69,0.4363,False,3657.52,785.07341,High Margin,Medium Order,0,0,0
24564,ORD-00024564,20230813,2023-08-13,2023-08-01,332,1002,5,85.0,44,676.58,0.279,29769.7,25444.19,GBP,567.32,4807.84,0.1615,False,24961.86,8305.7463,Low Margin,Medium Order,0,0,0
84383,ORD-00084383,20220802,2022-08-02,2022-08-01,951,1047,6,59.0,56,543.21,0.114,30419.52,33064.7,USD,369.52,9726.59,0.3197,False,20692.93,3467.82528,Medium Margin,Medium Order,0,0,0
95886,ORD-00095886,20220726,2022-07-26,2022-07-01,610,1161,5,49.0,11,65.28,0.044,718.11,613.77,GBP,47.35,197.27,0.2747,False,520.84,31.59684,Medium Margin,Small Order,0,0,0
18907,ORD-00018907,20221115,2022-11-15,2022-11-01,263,1019,6,17.0,47,822.41,0.208,38653.3,42014.46,USD,669.78,7173.44,0.1856,False,31479.86,8039.8864,Low Margin,Medium Order,0,0,0
60905,ORD-00060905,20240326,2024-03-26,2024-03-01,1032,1161,1,52.0,86,67.38,0.067,5794.32,5794.32,EUR,46.3,1812.51,0.3128,False,3981.81,388.21944,Medium Margin,Medium Order,0,0,0
79138,ORD-00079138,20251127,2025-11-27,2025-11-01,1041,1132,4,55.0,8,87.92,0.092,703.36,703.36,EUR,56.03,255.13,0.3627,False,448.23,64.70912,Medium Margin,Small Order,0,0,0
55867,ORD-00055867,20221025,2022-10-25,2022-10-01,553,1064,1,46.0,30,198.86,0.067,5965.77,5965.77,EUR,103.39,2864.05,0.4801,False,3101.72,399.70659,High Margin,Medium Order,0,0,0
37916,ORD-00037916,20210526,2021-05-26,2021-05-01,39,1002,3,27.0,42,712.05,0.181,29906.22,29906.22,EUR,570.28,5954.46,0.1991,False,23951.76,5413.02582,Low Margin,Medium Order,0,0,0
69991,ORD-00069991,20250311,2025-03-11,2025-03-01,80,1015,2,39.0,44,1028.43,0.014,45251.09,45251.09,EUR,719.15,13608.28,0.3007,True,31642.81,633.51526,Medium Margin,Medium Order,0,0,0
22603,ORD-00022603,20211112,2021-11-12,2021-11-01,653,1019,9,36.0,6,940.06,0.025,5640.33,24523.17,PLN,694.32,1474.43,0.2614,False,4165.9,141.00825,Medium Margin,Small Order,0,0,0
7434,ORD-00007434,20240327,2024-03-27,2024-03-01,532,1185,8,3.0,24,240.4,0.097,5769.51,5769.51,EUR,115.08,3007.58,0.5213,False,2761.93,559.64247,High Margin,Small Order,0,0,0
94522,ORD-00094522,20210310,2021-03-10,2021-03-01,1041,1014,4,15.0,8,1143.01,0.131,9144.09,9144.09,EUR,941.14,1614.96,0.1766,False,7529.13,1197.87579,Low Margin,Small Order,0,0,0
46184,ORD-00046184,20221113,2022-11-13,2022-11-01,1061,1136,6,69.0,29,66.97,0.219,1942.27,2111.16,USD,50.81,468.84,0.2414,False,1473.43,425.35713,Low Margin,Medium Order,0,0,0
29548,ORD-00029548,20251020,2025-10-20,2025-10-01,702,1163,3,11.0,60,37.04,0.289,2222.43,2222.43,EUR,41.05,-240.65,-0.1083,False,2463.08,642.28227,Low Margin,Medium Order,0,0,0
29212,ORD-00029212,20220402,2022-04-02,2022-04-01,214,1190,6,4.0,9,237.02,0.051,2133.18,2318.67,USD,101.52,1219.52,0.5717,False,913.66,108.79218,High Margin,Small Order,0,0,0
31099,ORD-00031099,20251006,2025-10-06,2025-10-01,65,1037,1,22.0,29,580.16,0.126,16824.57,16824.57,EUR,539.78,1170.93,0.0696,False,15653.64,2119.89582,Low Margin,Medium Order,0,0,0
63792,ORD-00063792,20231013,2023-10-13,2023-10-01,1063,1135,6,73.0,79,78.91,0.114,6233.59,6775.64,USD,52.69,2071.38,0.3323,False,4162.21,710.62926,Medium Margin,Medium Order,0,0,0
67823,ORD-00067823,20250214,2025-02-14,2025-02-01,394,1162,3,53.0,9,74.79,0.021,673.15,673.15,EUR,57.55,155.23,0.2306,False,517.92,14.13615,Low Margin,Small Order,0,0,0
30301,ORD-00030301,20250102,2025-01-02,2025-01-01,263,1169,6,75.0,42,47.37,0.111,1989.53,2162.53,USD,44.51,119.99,0.0603,False,1869.54,220.83783,Low Margin,Medium Order,0,0,0
11467,ORD-00011467,20240922,2024-09-22,2024-09-01,1152,1052,6,85.0,50,378.98,0.137,18949.08,20596.83,USD,275.9,5153.88,0.272,False,13795.2,2596.02396,Medium Margin,Medium Order,0,0,0
